Date,SPY,INVH,APRN,ATUS,GOOS,LOMA,QD,ROKU,SNAP,SOGO
3/10/2020,288.42,28.459999,2.49,24.610001,22,4.94,2.15,97.300003,11.99,4.01
3/11/2020,274.36,26.969999,2.8,22.690001,19.74,4.89,2.07,90.629997,10.81,3.99
3/12/2020,248.11,25.68,2.31,20.76,17,3.87,1.81,78.809998,10.42,3.91
3/13/2020,269.32,27.049999,2.28,22.219999,17.59,4.46,2.1,80.949997,11.35,4.02
3/16/2020,239.85,20.68,3.82,17.200001,14.86,4.02,1.58,63.84,9.06,3.46
3/17/2020,252.80,22.1,6.55,17.5,16.450001,3.85,1.7,69.459999,8.91,3.52
3/18/2020,240.00,19.299999,16.25,17.77,16.1,3.28,1.35,67.5,8.37,3.19
3/19/2020,240.51,18.5,14.34,19.24,15.5,3.36,1.39,74.120003,9.47,3.31
3/20/2020,228.80,17.190001,10.15,19.1,15.01,3.43,1.88,76.129997,10.09,3.39
3/23/2020,222.95,16.129999,12.26,20,15.96,3.21,2.15,89.459999,10.65,3.29
3/24/2020,243.15,18.139999,10.36,21.24,18.73,3.72,2.13,97.199997,11,3.35
3/25/2020,246.79,18.879999,10.5,21.879999,19.59,3.88,2.12,94.849998,11.23,3.49
3/26/2020,261.20,19.93,11.66,23.68,20.65,3.66,2.12,89.75,11.95,3.37
3/27/2020,253.42,20.809999,10.59,22.440001,20.219999,3.38,2.02,87.449997,12.18,3.26
3/30/2020,261.65,21.190001,11.75,22.91,20.299999,3.38,1.86,89.610001,11.85,3.28
3/31/2020,257.75,21.370001,12.05,22.290001,19.889999,3.55,1.8,87.480003,11.89,3.36
4/1/2020,246.15,20.280001,13.6,21.950001,18.290001,3.5,1.86,82.419998,11.21,3.31
4/2/2020,251.83,20.450001,12.21,22.290001,18.17,3.66,1.72,82.529999,11.27,3.33
4/3/2020,248.19,19.370001,12.03,21.91,18.25,3.56,1.66,81.459999,11.06,3.3
4/6/2020,264.86,21.450001,11.7,23.200001,20.690001,3.5,1.7,89.489998,12.16,3.37
4/7/2020,265.13,21.6,11.71,23.440001,20.280001,3.54,1.82,87.800003,12.1,3.41
4/8/2020,274.03,23.049999,11.96,24.01,21.18,3.73,1.77,87.809998,13.22,3.42
4/9/2020,278.20,24.309999,11.32,24.6,22.01,3.66,1.8,92.449997,13.61,3.5
4/13/2020,275.66,23.66,11.96,24.91,21.26,3.48,1.73,96.559998,13.54,3.47
4/14/2020,283.79,24.200001,11.3,25.709999,22.07,3.5,1.79,106.529999,13.78,3.43
4/15/2020,277.76,23.809999,11.49,25.639999,21.459999,3.7,1.65,113,13.58,3.34
4/16/2020,279.10,22.83,11.78,25.98,20.620001,3.57,1.62,128,13.02,3.37
4/17/2020,286.64,23.82,11.51,26.049999,22.27,3.55,1.67,126.800003,12.98,3.43
4/20/2020,281.59,22.24,11.68,25.91,22.07,3.49,1.6,130.039993,12.92,3.4
4/21/2020,273.04,21.16,11.05,24.889999,21.16,3.35,1.52,123.559998,12.44,3.35
4/22/2020,279.10,22.08,11.2,25.370001,21.879999,3.4,1.58,122.190002,17.01,3.31
4/23/2020,279.08,21.59,11.15,25.77,21.82,3.3,1.62,123.059998,16.059999,3.34
4/24/2020,282.97,21.780001,11.08,26.209999,21.75,3.33,1.62,124.830002,16,3.37
4/27/2020,287.05,22.58,11.34,26.549999,23.690001,3.36,1.72,128.630005,16.91,3.45
4/28/2020,285.73,22.799999,12.55,26.129999,23.629999,3.57,1.65,119.360001,16.41,3.34
4/29/2020,293.21,23.9,9.38,26.360001,24.99,3.64,1.79,119.519997,17.83,3.41
4/30/2020,290.48,23.65,7.69,25.969999,23.85,3.62,1.73,121.230003,17.610001,3.56
5/1/2020,282.79,22.870001,6.71,24.99,22.709999,3.48,1.6,114.019997,16.790001,3.38
5/4/2020,283.57,22.790001,7.24,24.23,22.93,3.35,1.52,124.300003,17.1,3.4
5/5/2020,286.19,23.51,7.08,23.530001,22.799999,3.32,1.48,123.489998,17.51,3.3
5/6/2020,284.25,23.049999,6.91,23.34,21.85,3.42,1.48,127.519997,17.33,3.41
5/7/2020,287.68,24.610001,6.63,23,22.629999,3.48,1.53,137.5,18.15,3.47
5/8/2020,292.44,24.93,7.08,23.4,22.809999,3.53,1.75,126.660004,18.23,3.49
5/11/2020,292.50,25.32,8.26,23.73,22.32,3.84,1.78,132.179993,18.09,3.53
5/12/2020,286.67,24.120001,8.94,23.15,22.110001,4.12,1.69,127.160004,17.379999,3.53
5/13/2020,281.60,23.969999,7.89,23.059999,20.65,3.67,1.59,117.559998,16.77,3.51
5/14/2020,284.97,24.02,8.79,23.01,20.700001,3.74,1.64,116.599998,16.93,3.41
5/15/2020,286.28,24.1,7.81,23.049999,19.219999,3.89,1.65,112.93,17.1,3.51
5/18/2020,295.00,25.42,8.2,24.219999,20.59,4.12,1.83,118.449997,17.49,3.47
5/19/2020,291.97,25.24,8.53,24.66,20.59,4.55,1.7,116.019997,17.48,3.36
5/20/2020,296.93,24.709999,8.48,24.709999,20.389999,4.44,1.64,117.040001,18.23,3.27
5/21/2020,294.88,25.23,8.16,24.32,21.02,4.5,1.55,114.699997,17.549999,3.17
5/22/2020,295.44,25.450001,8.27,24.16,20.6,4.67,1.5,108.510002,17.67,2.96
5/26/2020,299.08,26.129999,8.82,24.18,20.77,4.8,1.69,107.589996,17.41,3.39
5/27/2020,303.53,26.27,8.79,24.82,21.379999,4.59,1.59,106.559998,17,3.33
5/28/2020,302.97,26.200001,8.67,25.209999,19.98,4.67,1.48,109.199997,18.25,3.15
5/29/2020,304.32,26.299999,9.42,25.719999,19.52,4.62,1.5,109.510002,18.940001,3.19
6/1/2020,305.55,27.91,12.18,25.68,20.73,4.73,1.47,112.949997,19.549999,3.2
6/2/2020,308.08,27.59,11.11,26,21.59,4.94,1.47,110.82,19.75,3.25
6/3/2020,312.18,27.82,11.54,26.129999,25.42,5.18,1.55,103.959999,19.73,3.34
6/4/2020,311.36,27.73,11.04,25.940001,24.66,4.95,1.52,102.93,19.26,3.44
6/5/2020,319.34,28.66,11.33,25.870001,25.34,5.14,1.54,104.379997,20.33,3.49
6/8/2020,323.20,29.200001,11.7,26.540001,26.440001,5.31,1.77,112.949997,20.65,3.56
6/9/2020,320.79,28.459999,10.36,25.83,25.889999,5.01,1.64,113.25,21.09,3.47
6/10/2020,319.00,27.559999,9.77,25.68,24.49,4.95,1.67,113.800003,21.200001,3.61
6/11/2020,300.61,26.32,10.55,24.129999,22.5,4.59,1.55,106.949997,19.709999,3.67
6/12/2020,304.21,27.67,10.13,24.059999,22.959999,4.58,1.52,108.07,20.18,3.64
6/15/2020,307.05,28.370001,10.08,23.93,23.389999,4.42,1.63,107.489998,20.75,3.96
6/16/2020,312.96,28.870001,10.08,25.139999,23.98,4.54,1.64,120.809998,20.9,4.25
6/17/2020,311.66,28.4,10.25,24.639999,23.950001,4.4,1.72,117.32,21.82,4.33
6/18/2020,311.78,28.35,9.94,24.58,24.25,4.07,1.67,127.790001,21.99,4.3
6/19/2020,308.64,27.84,9.58,24.26,23.860001,4.36,1.73,128.5,22.66,4.35
6/22/2020,310.62,28.15,9.71,24.299999,24.35,4.22,1.78,129.779999,23.200001,4.27
6/23/2020,312.05,27.959999,10.36,24.58,24.690001,4.31,1.89,127.879997,23.67,4.42
6/24/2020,304.09,27.27,11.17,23.549999,22.969999,4.24,1.77,123.349998,23.629999,4.11
6/25/2020,307.35,27.809999,10.89,23.280001,23.040001,4.46,1.8,123.599998,24.48,4.13
6/26/2020,300.05,27.23,10.58,22.450001,22.299999,4.36,1.74,122.550003,23.07,4.05
6/29/2020,304.46,27.09,10.23,22.639999,22.870001,4.38,1.69,115.050003,23.09,4.1
6/30/2020,308.36,27.530001,11.09,22.540001,23.17,4.26,1.7,116.529999,23.49,4.18
7/1/2020,310.52,28.4,11.14,23.43,23.049999,4.3,1.63,128.389999,23.719999,4.07
7/2/2020,312.23,28.23,11.7,23.450001,23.09,4.15,1.72,128.649994,23.219999,4.09
7/6/2020,317.05,28.07,12.61,24.24,23.450001,4.67,2.23,132.029999,23.42,4.28
7/7/2020,313.78,27.459999,13.19,23.440001,22.040001,4.46,1.92,130.419998,24.809999,4.36
7/8/2020,316.18,27.57,14.33,23.370001,22.110001,4.43,2.62,133.759995,26.41,4.76
7/9/2020,314.38,27.370001,13.41,23.219999,22.26,4.25,2.44,149.690002,25.940001,5.55
7/10/2020,317.59,27.549999,12.43,23.52,22.6,4.31,2.38,153.050003,25.530001,5.5
7/13/2020,314.84,27.08,11.49,23.25,22.120001,4.46,2.14,149.059998,24.27,5.4
7/14/2020,318.92,27.27,12.27,24.01,22.559999,4.52,2.04,150.360001,23.74,4.96
7/15/2020,321.85,27.59,12.28,24.209999,24,4.75,2.04,154.210007,24.540001,5
7/16/2020,320.79,27.389999,11.79,24.17,23.370001,4.77,2.01,153.309998,23.9,4.81
7/17/2020,321.72,28.02,13.09,24.290001,22.67,4.7,2.04,148.360001,24.540001,4.61
7/20/2020,324.32,27.719999,13.66,24.32,22.57,4.51,1.98,150.460007,25.27,4.64
7/21/2020,325.01,27.66,14.13,24.49,22.629999,4.9,2.16,153.360001,24.74,5.02
7/22/2020,326.86,28.4,14.11,24.35,23.290001,5.3,1.95,152.169998,23.200001,4.77
7/23/2020,322.96,27.950001,13.64,24.120001,23.200001,5.44,1.82,150.160004,21.969999,4.75
7/24/2020,320.88,27.530001,13.04,24.09,23.209999,5.43,1.66,151.169998,22.15,5.75
7/27/2020,323.22,28.01,13.94,24.51,23.110001,5.61,1.7,155.970001,22.84,8.51
7/28/2020,321.17,28.52,14.08,24.26,23.42,5.41,1.68,148.75,22.59,8.42
7/29/2020,325.12,29.35,12.24,25.190001,23.030001,5.56,1.7,151.570007,22.9,8.49
7/30/2020,323.96,29.82,12.97,25.049999,22.780001,5.26,1.67,150.350006,22.41,8.45
7/31/2020,326.52,29.82,11.97,26.99,22.280001,5.08,1.62,154.889999,22.42,8.62
8/3/2020,328.79,29.66,11.81,27.26,22.469999,5.51,1.67,161.820007,21.219999,8.68
8/4/2020,330.06,29.67,11.61,27.98,22.360001,5.73,1.7,166.440002,21.76,8.61
8/5/2020,332.11,29.42,11.38,28.02,22.83,5.47,1.69,165.419998,21.700001,8.69
8/6/2020,334.33,29.33,8.93,27.610001,23.200001,5.8,1.62,153.869995,21.35,8.64
8/7/2020,334.57,30.200001,8.9,27.77,23.93,5.71,1.67,156.389999,21.58,8.61
8/10/2020,335.57,30.030001,8.76,27.790001,24.809999,5.52,1.7,150.410004,22.02,8.56
8/11/2020,332.80,29.360001,8.34,27.07,23.51,5.44,1.77,146.410004,21.6,8.56
8/12/2020,337.44,29.85,8.66,27.360001,23.209999,5.21,1.7,146.979996,21.860001,8.68
8/13/2020,336.83,29.18,8.53,27.139999,23.629999,5.09,1.8,149.970001,21.9,8.69
8/14/2020,336.84,28.67,8.56,27.219999,23.790001,5.11,1.82,146.850006,21.690001,8.61
8/17/2020,337.91,29.6,8.31,27.120001,23.290001,4.96,1.71,145.710007,21.790001,8.6
8/18/2020,338.64,29.26,8.16,27.25,23.16,5.08,1.63,149.850006,21.77,8.66
8/19/2020,337.23,28.700001,7.81,27,22.49,5,1.61,147.369995,21.92,8.65
8/20/2020,338.28,28.75,8,26.74,22.49,4.99,1.67,148.889999,21.83,8.58
8/21/2020,339.48,29.09,8.59,26.52,22.809999,4.93,1.69,147.130005,21.6,8.59
8/24/2020,342.92,29.110001,7.67,26.65,23.33,4.9,1.72,148.580002,20.870001,8.66
8/25/2020,344.12,28.940001,7.73,26.5,23.92,4.93,1.65,147.770004,21.120001,8.69
8/26/2020,347.57,28.5,7.51,26.940001,24.1,4.75,1.62,164.279999,21.360001,8.74
8/27/2020,348.33,28.82,6.97,27.35,24.309999,4.81,1.67,160.970001,21.74,8.67
8/28/2020,350.58,28.66,6.93,27.370001,25.15,5.1,1.67,172.850006,22.309999,8.67
8/31/2020,349.31,28.629999,6.71,27.58,24.49,4.83,1.59,173.479996,22.59,8.65
9/1/2020,352.60,28.77,6.69,27.67,24.92,4.89,1.53,179.270004,22.41,8.69
9/2/2020,357.70,29.35,7.29,28.65,26.52,4.86,1.51,178.320007,23.530001,8.68
9/3/2020,345.39,28.82,7.07,27.02,25.59,4.91,1.53,166.899994,23.200001,8.68
9/4/2020,342.57,28.67,6.77,26.65,25.18,4.81,1.55,159.910004,22.440001,8.7
9/8/2020,333.21,28.18,6.72,26.35,24.790001,4.94,1.46,162.630005,22.690001,8.63
9/9/2020,339.79,29.049999,7.05,26.709999,25.1,4.83,1.32,161.179993,23.65,8.69
9/10/2020,333.89,28.42,7.8,26.5,25.18,4.76,1.32,159.440002,23.309999,8.65
9/11/2020,334.06,28.49,7.24,26.110001,25.639999,4.99,1.48,155.460007,24.190001,8.7
9/14/2020,338.46,29.16,7.15,26.450001,27.01,4.9,1.57,157.729996,24.129999,8.65
9/15/2020,340.17,28.91,7.15,27.030001,27.66,4.97,1.57,168.520004,24.469999,8.65
9/16/2020,338.82,28.93,7.05,27.58,28.51,4.59,1.45,169.990005,24.860001,8.58
9/17/2020,335.84,28.629999,6.93,26.629999,28.73,4.25,1.4,164.669998,24.299999,8.63
9/18/2020,330.65,28.33,7,26.25,29.27,4.22,1.39,160.470001,23.82,8.67
9/21/2020,326.97,27.58,6.8,25.940001,28.190001,4.11,1.4,188.820007,23.879999,8.67
9/22/2020,330.30,27.719999,6.65,26.26,28.610001,4.03,1.34,193.789993,25.469999,8.6
9/23/2020,322.64,26.440001,6.22,25.49,29.16,3.75,1.25,187.25,25.370001,8.62
9/24/2020,323.50,26.959999,6.53,25.469999,28.49,4.12,1.32,178.270004,24.32,8.62
9/25/2020,328.73,27.58,6.94,26.08,29.389999,4.12,1.27,182.429993,24.690001,8.6
9/28/2020,334.19,28.540001,7.4,26.540001,29.83,4.12,1.24,186.289993,25.74,8.67
9/29/2020,332.37,28,7.42,26.299999,29.68,4.1,1.24,187.869995,25.99,8.87
9/30/2020,334.89,27.99,7.16,26,32.169998,4.31,1.24,188.800003,26.110001,8.89
10/1/2020,337.04,28.77,6.89,26.120001,33.200001,4.35,1.24,200.339996,26.780001,8.88
10/2/2020,333.84,29.309999,6.77,26.049999,33.049999,4.31,1.31,200,26.639999,8.89
10/5/2020,339.76,29.52,6.88,26.809999,33.700001,4.34,1.3,204.160004,27.540001,8.88
10/6/2020,334.93,29.41,6.85,26.389999,33,4.3,1.33,204.830002,26.73,8.87
10/7/2020,340.76,29.23,6.73,26.530001,34.290001,4.36,1.37,212.550003,26.67,8.87
10/8/2020,343.78,29.870001,6.85,27.309999,35.66,4.58,1.34,223.839996,27.049999,8.87
10/9/2020,346.85,29.629999,6.96,27.200001,35.869999,4.38,1.4,223.949997,27,8.88
10/12/2020,352.43,29.700001,7.14,27.92,35.41,4.35,1.34,221.679993,26.959999,8.87
10/13/2020,350.13,28.879999,7.23,28.35,34.549999,4.4,1.33,238.574997,27,8.88
10/14/2020,347.93,28.48,7.08,28,34.299999,4.47,1.3,233.050003,27.32,8.87
10/15/2020,347.50,28.450001,6.92,28.450001,35.209999,4.53,1.26,226.470001,28.059999,8.87
10/16/2020,347.29,27.940001,6.85,28.629999,35.16,4.66,1.29,222.320007,27.83,8.88
10/19/2020,342.01,27.67,6.92,28.200001,35.189999,4.74,1.32,222.139999,28.66,8.87
10/20/2020,343.38,27.950001,6.73,28,35.889999,4.53,1.46,218.399994,28.450001,8.87
10/21/2020,342.73,28.1,6.74,28.1,36.16,4.36,1.42,222.779999,36.5,8.87
10/22/2020,344.61,28.790001,6.52,27.98,36.139999,4.36,1.48,222.360001,38.970001,8.87
10/23/2020,345.78,29.07,6.46,27.639999,35.509998,4.38,1.53,223.960007,43.169998,8.88
10/26/2020,339.39,28.639999,6.29,27.1,33.470001,4.31,1.4,218.419998,41.27,8.88
10/27/2020,338.22,28.049999,6.29,26.889999,33.700001,4.15,1.38,225.070007,41.540001,8.88
10/28/2020,326.66,27.32,6.57,26.1,32.889999,4.13,1.35,217.399994,42.860001,8.88
10/29/2020,329.98,27.4,4.86,26.4,33.209999,4.21,1.36,217.929993,42.220001,8.89
10/30/2020,326.54,27.26,4.3,26.950001,31.18,4.28,1.34,202.399994,39.389999,8.9
11/2/2020,330.20,27.66,4.17,26.780001,31.309999,4.43,1.33,206.880005,40.790001,8.89
11/3/2020,336.03,28,4.61,27.24,31.83,4.51,1.35,203.490005,41.169998,8.89
11/4/2020,343.54,28.82,5.25,28.66,32.91,4.52,1.35,215.679993,41.990002,8.92
11/5/2020,350.24,28.969999,5.58,29.370001,33.029999,4.57,1.42,225.059998,41.549999,8.92
11/6/2020,350.16,28.969999,5.37,29.440001,32.18,4.54,1.4,253.360001,45.380001,8.92
11/9/2020,354.56,27.59,5.27,29.42,34.889999,4.41,1.5,221.910004,41.099998,8.9
11/10/2020,354.04,28.049999,5.57,29.82,35.049999,4.56,1.48,216.979996,38.540001,8.86
11/11/2020,356.67,29.049999,5.55,29.959999,33.970001,5.15,1.46,231.429993,38.459999,8.82
11/12/2020,353.21,28.73,5.59,30.15,33.950001,4.89,1.41,230.899994,40.299999,8.85
11/13/2020,358.10,29.17,5.57,30.65,33.900002,4.87,1.55,228.100006,40.43,8.92
11/16/2020,362.57,29.120001,5.82,31.049999,33.82,5.1,1.54,232.699997,39.080002,8.89
11/17/2020,360.62,28.799999,6.19,31.26,34.419998,5.33,1.52,237.130005,39.27,8.89
11/18/2020,356.28,28.290001,6.46,31.52,35.650002,5.05,1.49,231.990005,40.630001,8.86
11/19/2020,357.78,28.08,6.41,31.85,35.68,5.06,1.48,255.669998,42.290001,8.88
11/20/2020,355.33,28.25,7.02,32.27,34.77,5.08,1.5,263.140015,44.290001,8.89
11/23/2020,357.46,28.15,6.87,35.029999,35.720001,5.18,1.49,276.579987,45.259998,8.87
11/24/2020,363.22,28.6,6.96,34.580002,38.650002,5.8,1.44,273.01001,44.290001,8.85
11/25/2020,362.66,29.25,6.85,34.369999,35.599998,5.65,1.44,278.059998,45.560001,8.85
11/27/2020,363.67,28.76,7.62,34.330002,34.049999,5.78,1.44,275.339996,46.029999,8.86
11/30/2020,362.06,28.58,7.67,33.919998,33.240002,5.49,1.29,293.570007,44.419998,8.82
12/1/2020,366.02,29.25,7.12,34.07,33.029999,5.77,1.35,285.709991,44.5,8.42
12/2/2020,366.79,28.879999,7.41,34.619999,32.490002,5.77,1.4,281.329987,47.490002,8.62
12/3/2020,366.69,29.379999,7.65,34.639999,32.16,5.93,1.35,289.100006,47.950001,8.67
12/4/2020,369.85,30.24,7.45,34.709999,32.080002,5.95,1.38,296.380005,48.099998,8.65
12/7/2020,369.09,29.639999,7.53,34.950001,33.779999,5.9,1.38,299.980011,49.450001,8.65
12/8/2020,370.17,29.459999,7.52,34.700001,33.669998,5.95,1.35,306.130005,50,8.63
12/9/2020,366.85,29.190001,7.18,34.799999,32.23,5.78,1.31,306.230011,49.150002,8.46
12/10/2020,366.73,28.91,7.07,34.889999,31.200001,5.91,1.4,321.98999,53.150002,8.29
12/11/2020,366.30,28.959999,7.04,34.900002,30.65,5.95,1.33,330.869995,53.330002,8.17
12/14/2020,364.66,28.780001,6.32,34.59,30.34,5.91,1.25,324.320007,51.599998,8
12/15/2020,369.59,29.33,6.36,35.139999,31.67,6.06,1.27,320.140015,51.349998,7.99
12/16/2020,370.17,29.190001,6.58,35.310001,31.5,6.11,1.29,325.820007,51.650002,8.24
12/17/2020,372.24,29.280001,6.78,35.34,31.58,6.26,1.25,329.480011,53.25,8.33
12/18/2020,369.18,28.379999,6.41,35.279999,32.400002,6.16,1.27,340.709991,52.990002,8.42
12/21/2020,367.86,28.690001,6.6,35.310001,32.009998,6.05,1.23,354,52.360001,8.42
12/22/2020,367.24,29.02,6.49,36.200001,30.540001,5.97,1.23,354.709991,52.09,8.32
12/23/2020,367.57,28.639999,6.36,36.119999,30.82,6.26,1.24,360.559998,51.740002,8.21
12/24/2020,369.00,29.110001,6.54,36.029999,30.85,6.14,1.23,356.98999,50.150002,8.17
12/28/2020,372.17,29.34,5.93,36.919998,30.280001,6.22,1.19,340.410004,48.259998,8
12/29/2020,371.46,29.110001,5.96,37.900002,29.75,6.26,1.18,339.570007,51.23,8.09
12/30/2020,371.99,29.530001,5.95,37.619999,30.059999,6.29,1.39,338.73999,49.349998,8.16
12/31/2020,373.88,29.700001,5.59,37.869999,29.77,6.15,1.38,332.019989,50.07,8.15
1/4/2021,368.79,28.58,6.15,36.709999,29.1,5.72,1.38,317.899994,49.59,8.22
1/5/2021,371.33,29.030001,6.52,36.810001,28.450001,5.68,1.37,335.179993,50.310001,8.21
1/6/2021,373.55,29.1,6.73,36.919998,29.42,5.93,1.3,342.950012,49.82,8.23
1/7/2021,379.10,28.940001,7.42,36.82,29.75,5.79,1.31,379.290009,52.439999,8.26
1/8/2021,381.26,29.33,7.51,35.77,30.389999,5.65,1.62,399.130005,52.73,8.29
1/11/2021,378.69,29.049999,7.56,36,31.58,5.38,1.6,403.130005,54.380001,8.23
1/12/2021,378.77,28.73,7.66,35.439999,32.57,5.55,1.91,415.290009,56.450001,8.21
1/13/2021,379.79,28.629999,7.4,35.220001,32.5,5.48,1.83,408.600006,53.43,8.23
1/14/2021,378.46,28.950001,7.27,34.450001,34.150002,5.33,1.89,418.459991,49.029999,8.2
1/15/2021,375.70,29.59,7.21,35.400002,33.799999,5.27,1.81,408.299988,50.310001,8.26
1/19/2021,378.65,29.440001,7.5,36.610001,34.5,5.37,1.85,434.140015,50.389999,8.25
1/20/2021,383.89,30.030001,7.18,36.150002,33.490002,5.49,2.12,428.5,52.200001,8.24
1/21/2021,384.24,30.09,7.13,36.09,31.66,5.23,2.21,423.640015,54.400002,8.23
1/22/2021,382.88,30.02,7.43,36.119999,32,5.15,2.12,422.850006,53.57,8.5
1/25/2021,384.39,29.67,9.67,35.709999,32.82,5.12,2.11,426.640015,53.650002,8.36
1/26/2021,383.79,29.75,8.87,35.68,34.02,5.17,2.15,403.399994,53.290001,8.61
1/27/2021,374.41,28.709999,11.12,34.18,35.720001,5.03,2.17,402.26001,48.950001,8.42
1/28/2021,377.63,29.01,9.54,36.48,33.450001,5.35,2.09,404.01001,53.130001,8.39
1/29/2021,370.07,29.48,10.1,35.57,33.459999,5.13,2.01,389.029999,52.939999,8.27
2/1/2021,376.23,30.42,9.59,35.919998,34.619999,5.21,2.24,416.200012,56.849998,8.31
2/2/2021,381.55,30.26,9.01,36.639999,34.919998,5.45,2.23,418.75,58.869999,8.49
2/3/2021,381.85,29.99,9.29,36.400002,35.169998,5.35,2.64,425.070007,59.259998,8.52
2/4/2021,386.19,30.110001,10.31,36.810001,42.900002,5.33,2.68,432.679993,58.310001,8.32
2/5/2021,387.71,30.02,9.81,36.869999,43.439999,5.38,3,439.890015,63.639999,8.31
2/8/2021,390.51,30.09,10.14,36.950001,41.529999,5.53,3.2,434.630005,63.779999,8.21
2/9/2021,390.25,30.48,10.16,37.240002,41.880001,5.67,3.02,467.299988,62.799999,8.26
2/10/2021,390.08,30.549999,10.31,37.830002,40.779999,5.87,3.22,469.690002,62.599998,8.21
2/11/2021,390.71,30.83,9.95,34.650002,41.400002,6.03,3.15,465.690002,62.23,8.31
2/12/2021,392.64,31,10.01,34.599998,43.049999,5.96,3.64,468.670013,61.970001,8.26
2/16/2021,392.30,30.92,11,33.860001,43,6.02,3.66,469.700012,62.810001,8.3
2/17/2021,392.39,30.35,10.55,34.049999,43.529999,6.12,3.14,456.970001,62.720001,8.3
2/18/2021,390.72,29.780001,8.84,34.110001,45.330002,6.11,3.07,452.98999,62.869999,8.29
2/19/2021,390.03,29.98,9.14,33.830002,45.099998,6.18,3.12,467.309998,65.519997,8.37
2/22/2021,387.03,29.5,9.24,33.169998,45.459999,6.08,2.77,437.279999,63.41,8.35
2/23/2021,387.50,29.85,8.5,33.52,44.860001,6.13,2.47,415.869995,70.449997,8.41
2/24/2021,391.77,29.870001,8.87,33.799999,46.740002,6.13,2.46,413.790009,69.470001,8.38
2/25/2021,382.33,29.709999,9.01,33.099998,46.360001,5.54,2.27,382.339996,63.259998,8.31
2/26/2021,380.36,29.139999,8.81,33.610001,44.830002,5.51,2.14,395.480011,65.660004,8.26
3/1/2021,389.58,29.32,9.13,33.689999,46.66,5.66,2.36,420.309998,66.669998,8.3
3/2/2021,386.54,29.290001,8.8,33.5,46.279999,5.64,2.24,389.670013,64.510002,8.3
3/3/2021,381.42,28.65,8.16,32.790001,45.490002,5.55,2.42,369.5,60.02,8.25
3/4/2021,376.70,28.440001,7.3,32.419998,43.720001,5.38,2.37,359.950012,57.709999,8.22
3/5/2021,383.63,28.42,7.29,33.09,45.07,5.21,2.18,353.540009,57.43,8.29
3/8/2021,381.72,28.49,6.98,32.490002,45.240002,5.34,2.05,327.190002,52.889999,8.15
3/9/2021,387.17,28.879999,7.38,33.599998,44.91,5.29,2.06,361.109985,56.299999,8.2
3/10/2021,389.58,29.299999,7.23,34.040001,45.630001,5.64,2.24,356.540009,55.07,8.21
3/11/2021,393.53,29.709999,8.1,34.200001,44.689999,6.02,2.63,363.339996,59.619999,8.21
3/12/2021,394.06,30.84,8.37,34.400002,43.990002,5.91,2.6,359.959991,62.689999,8.17
3/15/2021,396.41,31.360001,8.39,34.830002,43.720001,6.02,2.8,362.920013,63.740002,8.09
3/16/2021,395.91,31.129999,7.8,34.849998,43.310001,5.99,3.17,353.579987,62.23,8.17
3/17/2021,397.26,30.99,8.02,34.639999,43.77,6.02,3.02,368.709991,63.950001,8.12
3/18/2021,391.48,31.09,7.7,33.790001,42.369999,5.94,2.92,341.950012,58.490002,8.18
3/19/2021,389.48,30.610001,8.06,34.27,43.810001,5.9,2.76,347.51001,58.360001,8.23
3/22/2021,392.59,31.09,8.08,34.860001,43.580002,5.89,2.74,356.320007,58.16,8.19
3/23/2021,389.50,31.049999,7.65,34.689999,41.700001,5.96,2.54,342.23999,55.259998,8.22
3/24/2021,387.52,31.1,6.84,34.009998,40.389999,5.87,2.43,318.450012,50.509998,8.24
3/25/2021,389.70,31.68,6.88,33.580002,40.810001,6.04,2.26,317.619995,51.41,8.17
3/26/2021,395.98,32.299999,6.59,33.150002,40.880001,6.21,2.25,306.820007,51.599998,8.05
3/29/2021,395.78,32.200001,6.25,33.049999,39.419998,6.27,2.14,300.790009,49.57,8.13
3/30/2021,394.73,32.25,6.49,33,39.709999,6.37,2.25,311.959991,49.610001,7.91
3/31/2021,396.33,31.99,6.31,32.529999,39.25,6.33,2.28,325.769989,52.290001,7.55
4/1/2021,400.61,32.669998,6.32,32.080002,40.360001,6.34,2.29,331.899994,54.490002,7.7
4/5/2021,406.36,32.349998,6.47,32.209999,40.169998,6.49,2.26,328.290009,54.110001,7.69
4/6/2021,406.12,32.849998,6.67,32.689999,40.91,6.5,2.31,359.369995,56.880001,7.9
4/7/2021,406.59,32.52,6.41,32.709999,41.450001,6.64,2.24,361.920013,60.23,7.95
4/8/2021,408.52,32.43,6.52,33.240002,42.349998,6.36,2.28,372.679993,63.200001,8.22
4/9/2021,411.49,32.369999,6.36,32.73,42.509998,6.2,2.18,373.660004,63.27,8.53
4/12/2021,411.64,32.5,6.18,32.610001,42.810001,6.12,2.04,371.119995,62.439999,8.52
4/13/2021,412.86,32.720001,6.14,33.25,41.509998,6,2.01,387.970001,62.439999,8.54
4/14/2021,411.45,32.580002,6.3,32.810001,40.380001,5.94,2.02,374.660004,62.009998,8.48
4/15/2021,415.87,33.060001,6.5,33.59,40.380001,6.05,1.85,388.640015,63.889999,8.53
4/16/2021,417.26,33.34,6.09,34.400002,40.700001,5.92,1.88,376.519989,61.25,8.49
4/19/2021,415.21,33.630001,5.71,34.759998,40.209999,5.97,1.9,361.149994,60.439999,8.42
