Date,SPY,INVH,APRN,ATUS,GOOS,LOMA,QD,ROKU,SNAP,SOGO
1/25/2019,265.78,21.610001,21.299999,19.1,49.110001,12.43,5.11,43.689999,6.4,6.59
1/28/2019,263.76,21.950001,21.6,19.139999,49.990002,12.47,4.9,43.860001,6.34,6.42
1/29/2019,263.41,22.27,22.5,18.610001,49.689999,12.5,4.97,42.849998,6.43,6.25
1/30/2019,267.58,22.32,21.299999,18.700001,49.82,12.59,5.29,44.130001,6.57,6.27
1/31/2019,269.93,22.49,21,19.639999,51.459999,12.96,5.31,44.950001,6.68,6.4
2/1/2019,270.06,22.540001,20.549999,19.690001,52.349998,12.85,5.26,45.209999,6.91,6.1
2/4/2019,271.96,22.92,20.700001,19.82,52.91,12.96,5.17,47.43,6.93,6.17
2/5/2019,273.10,22.93,21,20.440001,54.400002,12.96,5.15,48.16,7.04,6.22
2/6/2019,272.74,22.5,21,20.700001,55.389999,12.49,5.08,48.380001,8.59,6.14
2/7/2019,270.14,22.610001,20.4,20.92,54.540001,12,5,46.860001,8.57,6
2/8/2019,270.47,22.82,21.299999,20.85,56.200001,12,4.96,48.27,9.1,6.07
2/11/2019,270.62,22.92,22.799999,20.629999,57.619999,11.94,5.02,46.98,8.99,5.92
2/12/2019,274.10,22.85,23.85,20.82,58.849998,11.9,5.16,49.209999,8.8,5.93
2/13/2019,274.99,22.93,23.700001,21.200001,59.189999,11.56,5.04,50.200001,9.07,6.08
2/14/2019,274.38,22.75,22.799999,21.43,51.529999,11.87,5.05,50.970001,9.19,6.06
2/15/2019,277.37,23.52,22.35,21.59,50.110001,11.74,5.04,52.080002,9.12,5.97
2/19/2019,277.85,23.629999,23.1,21.459999,54.150002,11.1,5.14,53.220001,9.28,6.13
2/20/2019,278.41,23.23,22.799999,21.209999,53.52,11.1,5.48,53.639999,9.24,6.12
2/21/2019,277.42,23.219999,22.35,21.030001,53.540001,11.2,5.41,51.48,9.39,5.98
2/22/2019,279.14,23.049999,21.9,21.6,55.470001,11.62,5.81,64.470001,9.71,6.48
2/25/2019,279.52,23,20.700001,21.17,55.66,11.6,6.38,64.870003,10.12,6.58
2/26/2019,279.32,23.040001,19.35,21.34,56.02,11.59,6.4,65.080002,10.08,6.4
2/27/2019,279.20,23.059999,15.9,21.780001,57.009998,11.4,6.97,67.370003,9.81,6.35
2/28/2019,278.68,23,16.049999,21.809999,56.91,11.23,6.3,66.290001,9.8,6.23
3/1/2019,280.42,22.790001,16.200001,21.51,55.459999,11,6.31,69.080002,9.8,6.21
3/4/2019,279.40,23.18,14.085,21.91,52.599998,11.13,6.25,67.050003,9.92,6.16
3/5/2019,279.02,23.27,15.15,21.6,53.560001,11.22,6.09,68.830002,10.08,6.98
3/6/2019,277.33,23.35,14.85,21.200001,51.799999,11.01,5.66,71.889999,9.87,6.72
3/7/2019,275.01,23.34,14.97,21.629999,50.119999,10.65,5.61,70.809998,9.49,6.2
3/8/2019,274.46,23.440001,14.4,21.5,50.360001,11.92,5.52,71.269997,9.48,6.17
3/11/2019,278.44,23.530001,15.15,21.799999,51.93,12.23,5.65,74.120003,9.96,6.34
3/12/2019,279.49,23.52,14.775,20.889999,51.330002,12.13,5.68,70.720001,9.88,6.3
3/13/2019,281.34,23.65,15.3,21.200001,51.23,12.04,5.42,60.740002,10.05,6.25
3/14/2019,281.16,23.860001,14.835,21.620001,51.459999,12.02,5.27,61.82,11.28,6.19
3/15/2019,281.31,23.85,15.6,21.700001,51.09,12.41,5.35,62.790001,11.16,6.26
3/18/2019,282.33,23.540001,15.45,21.639999,51.150002,12.6,5.51,63.610001,10.94,6.24
3/19/2019,282.40,23.299999,15.75,21.48,52.200001,12.74,5.44,64.919998,10.63,6.11
3/20/2019,281.55,23.299999,15.45,21.73,50.400002,12.57,5.41,64.970001,10.94,5.96
3/21/2019,284.73,23.85,15.3,22.24,51.259998,11.9,5.44,66.940002,11.01,5.82
3/22/2019,279.25,24.02,14.265,21.370001,48.27,11.31,5.09,63.91,10.73,5.54
3/25/2019,279.04,24.07,13.44,20.969999,46.330002,11.64,4.97,66.900002,10.72,5.72
3/26/2019,281.12,24.33,14.535,21.200001,45.990002,11.2,4.93,64.309998,10.76,5.74
3/27/2019,279.65,24.15,14.055,21.370001,45.889999,10.85,4.84,62.18,10.64,5.75
3/28/2019,280.71,24.18,14.55,21.26,47.02,10.96,5.01,64.389999,10.79,5.78
3/29/2019,282.48,24.33,14.7,21.48,48.02,10.95,5.06,64.510002,11.02,5.94
4/1/2019,285.83,24.33,14.79,22.030001,48.27,11.05,5.16,69.110001,11.36,6
4/2/2019,285.97,24.41,14.535,22.549999,47.939999,10.97,5.06,70.639999,11.22,5.88
4/3/2019,286.42,24.48,15.6,23.129999,48.610001,10.89,5.21,68.599998,11.16,5.96
4/4/2019,287.18,24.440001,15.3,22.66,48.889999,10.9,5.27,64.489998,11.28,5.94
4/5/2019,288.57,24.51,16.200001,22.75,48.759998,10.89,5.31,63.400002,11.84,6.05
4/8/2019,288.79,24.360001,17.1,22.610001,47.490002,10.8,5.44,60.73,12.27,6.09
4/9/2019,287.31,24.07,17.25,22.43,49.080002,10.73,5.41,59.32,12.35,6.06
4/10/2019,288.29,24.25,16.65,22.85,49.799999,10.87,5.1,58.57,12.02,5.92
4/11/2019,288.21,24.5,16.35,22.93,49.43,10.81,5.15,58.650002,11.9,5.76
4/12/2019,290.16,24.879999,16.5,23.24,47.939999,11.24,5.71,56.5,11.97,5.74
4/15/2019,289.97,24.940001,15.6,23.33,47.990002,12.02,5.55,56.59,11.85,5.51
4/16/2019,290.16,24.360001,15,23.530001,50.25,11.67,5.74,58.040001,11.69,5.31
4/17/2019,289.45,24.16,15.15,23.26,52.73,11.72,6.1,56.599998,11.75,5.33
4/18/2019,290.02,24.389999,15,23.16,52.68,11.23,6.6,56.68,11.67,5.42
4/22/2019,290.27,23.99,15,23.209999,51.93,11.27,6.63,58.200001,11.53,5.41
4/23/2019,292.88,24.280001,14.58,23.200001,53.34,11.27,6.7,61.529999,11.99,5.4
4/24/2019,292.23,24.639999,14.88,23.25,53.23,9.74,6.36,60.970001,11.26,5.39
4/25/2019,292.05,24.77,15,23.290001,53.700001,9.31,6.14,61.040001,10.79,5.4
4/26/2019,293.41,25,15.75,23.32,54.18,9.63,6.44,63.439999,10.91,5.47
4/29/2019,293.87,24.74,15.6,23.66,54.23,9.53,6.85,63.279999,11.22,5.48
4/30/2019,294.02,24.860001,15.45,23.559999,53.389999,10,7.04,63.59,11.14,5.69
5/1/2019,291.81,24.780001,15.75,23.190001,51.75,9.86,7.51,63.689999,11.2,5.56
5/2/2019,291.18,24.76,15.15,22.950001,53.860001,10.03,8.31,64.389999,11.24,5.62
5/3/2019,294.03,24.889999,15,24.5,54.709999,10.38,8.17,65.019997,11.8,5.81
5/6/2019,292.82,24.85,14.775,24.469999,53.23,10.31,7.9,65.75,11.77,5.7
5/7/2019,287.93,24.610001,13.875,23.950001,51.599998,9.85,7.78,64.410004,11.17,5.51
5/8/2019,287.53,24.440001,13.83,24.389999,50.970001,10.18,7.55,64.919998,10.82,5.5
5/9/2019,286.66,24.68,13.215,24.549999,51.169998,10.24,7.21,83.169998,10.98,5.5
5/10/2019,288.10,25.030001,12.33,24.530001,51.27,10.26,7.41,82.75,10.49,5.45
5/13/2019,280.86,24.84,11.805,23.4,47.48,10.02,6.91,79.449997,10.11,5.24
5/14/2019,283.40,24.76,11.97,23.58,49.27,9.68,7.23,82.830002,10.49,5.23
5/15/2019,285.06,24.969999,11.4,24.02,49.169998,9.99,7,83.339996,10.66,5.18
5/16/2019,287.70,25.309999,11.31,24.309999,49.869999,10,7.03,83.279999,11.42,5.2
5/17/2019,285.84,25.35,11.205,24.6,48.32,9.44,6.84,84.029999,11.49,4.85
5/20/2019,283.95,25.129999,10.275,24.26,48.529999,9.44,6.14,83.330002,11.19,4.7
5/21/2019,286.51,25.440001,11.52,25.01,49.57,9.51,7.09,87.629997,11.54,4.72
5/22/2019,285.63,25.43,10.905,24.780001,49.09,9.27,7.6,88.019997,11.31,4.59
5/23/2019,282.14,25.530001,10.935,24.49,46.93,9.07,7.51,89.980003,11.12,4.38
5/24/2019,282.78,25.77,11.145,24.4,47.889999,9.79,7.36,95.779999,11.56,4.4
5/28/2019,280.15,25.41,10.875,24.17,49.02,9.32,7.03,88.830002,11.57,4.38
5/29/2019,278.27,25.27,10.56,24.139999,33.889999,9.39,6.74,91.800003,11.68,4.44
5/30/2019,279.03,25.42,10.545,24.030001,35.439999,9.95,6.77,93.339996,11.99,4.33
5/31/2019,275.27,25.629999,10.425,23.49,33.650002,9.95,6.85,90.400002,11.89,4.17
6/3/2019,274.57,25.799999,10.275,24.110001,34.080002,9.8,6.96,89.709999,11.69,4.17
6/4/2019,280.53,26.09,10.41,24.799999,34.630001,10.23,7.37,93.599998,12.95,4.14
6/5/2019,282.96,26.32,10.215,24.620001,32.919998,10.33,6.95,101.709999,12.94,3.98
6/6/2019,284.80,26.59,9.975,25.030001,32.950001,10.22,6.78,100.25,13.82,3.9
6/7/2019,287.65,26.65,9.75,24.709999,34.150002,10.02,6.87,101.870003,13.87,3.91
6/10/2019,288.97,26.790001,9.09,24.74,34.299999,10.47,7.33,100.610001,13.77,4.07
6/11/2019,288.90,26.940001,9,24.4,35.279999,11.32,7.71,100.199997,13.54,4.16
6/12/2019,288.39,26.969999,9.645,23.43,34.459999,12.04,7.75,104.860001,13.75,4.05
6/13/2019,289.58,27.09,9.78,23.66,36.23,11.68,7.44,104.970001,14.11,4.21
6/14/2019,289.26,27.309999,8.25,23.799999,36.669998,11.38,7.3,102.019997,13.96,4.04
6/17/2019,289.37,27.48,8.18,23.26,36.169998,11.5,7.18,103.839996,13.55,4.19
6/18/2019,292.40,27.51,7.12,23.85,36.889999,11.36,7.52,104.389999,14.86,4.1
6/19/2019,293.06,27.75,7.77,24.059999,36.799999,11.11,7.85,106.489998,14.67,4.21
6/20/2019,295.86,27.68,6.95,23.91,37.189999,11.29,8.21,104.900002,14.84,4.27
6/21/2019,294.00,27.15,6.96,23.35,37.060001,11.3,8.18,102.57,14.56,4.18
6/24/2019,293.64,26.98,6.7,23.370001,37.07,11.29,8.72,100.029999,14.76,4.25
6/25/2019,290.76,27.07,6.68,23.5,36.040001,11.16,8.46,93.25,14.53,4.16
6/26/2019,290.47,26.440001,6.38,23.549999,36.349998,11.5,7.38,92.300003,14.71,4.24
6/27/2019,291.50,26.530001,7.03,24.07,37.52,11.48,7.84,93.230003,14.58,4.27
6/28/2019,293.00,26.73,6.76,24.35,38.73,11.7,7.5,90.580002,14.3,4.1
7/1/2019,295.66,26.83,6.92,24.23,39.720001,11.86,7.51,91.370003,14.35,4.14
7/2/2019,296.43,27.25,6.79,24.68,39.57,12.02,7.74,93.050003,14.1,4.19
7/3/2019,298.80,27.49,6.95,24.780001,39.91,12.03,7.74,93.510002,14.76,4.14
7/5/2019,298.46,27.4,7.3,24.639999,40.790001,12,8.05,98.110001,15.23,4.12
7/8/2019,296.82,27.610001,7.39,24.43,40.57,11.93,8.33,103.25,15.14,4.02
7/9/2019,297.19,27.950001,7.03,24.59,41.220001,12.04,8.86,103.400002,15.25,3.95
7/10/2019,298.61,28.02,7.16,25.08,42.259998,11.97,8.8,103.5,15.26,3.93
7/11/2019,299.31,27.83,7.14,25.43,41.919998,12.25,8.75,104.540001,15.57,3.89
7/12/2019,300.65,27.92,7.74,25.870001,43.790001,12.45,8.36,102.470001,15.61,3.87
7/15/2019,300.75,28,7.66,25.879999,43.619999,12.02,8.31,104.339996,15.5,3.86
7/16/2019,299.78,27.959999,10.38,25.67,44.119999,12.28,8.54,111.940002,15,3.94
7/17/2019,297.74,27.83,9.51,25.799999,43.459999,12.47,8.5,109.339996,14.93,3.88
7/18/2019,298.83,27.700001,8.44,25.700001,43.669998,12.36,8.29,109.019997,14.55,3.81
7/19/2019,297.17,27.030001,8.29,25.48,44.240002,12.33,8.02,106.849998,14.02,3.83
7/22/2019,297.90,27.16,8.95,25.700001,43.73,11.85,7.86,108.599998,14.15,3.78
7/23/2019,300.03,27.389999,9.35,25.709999,44.790001,11.75,8.52,104.919998,14.83,3.88
7/24/2019,301.44,27.18,8.94,26.120001,45.290001,11.94,8.53,107.660004,17.610001,3.95
7/25/2019,300.00,27.299999,9.77,25.84,45.439999,11.87,8.62,106.889999,17.690001,3.91
7/26/2019,302.01,27.370001,9.75,26.42,45.610001,12.2,8.74,110.449997,17.889999,3.83
7/29/2019,301.46,27.57,9.33,26.16,45.75,12.58,8.69,105.129997,17.5,3.86
7/30/2019,300.72,27.76,8.74,26.120001,46.419998,12.38,8.69,105.760002,16.93,3.85
7/31/2019,297.43,27.469999,8.78,25.809999,46.790001,12.33,9.14,103.330002,16.799999,3.77
8/1/2019,294.84,27.450001,8.63,27.139999,44.580002,11.85,8.61,100.845001,16.68,3.88
8/2/2019,292.62,27.67,7.8,26.98,44.57,12.12,8.84,100.529999,17.030001,3.86
8/5/2019,283.82,27.120001,7.83,26.23,42.209999,11.29,8.39,102.57,16.459999,3.41
8/6/2019,287.80,27.379999,8.48,26.9,42.759998,11.55,8.51,98.480003,16.290001,3.73
8/7/2019,287.97,27.59,8.99,26.719999,43.150002,11.64,8.56,100.970001,15.91,4.03
8/8/2019,293.62,27.85,8.5,26.790001,44.779999,11.63,8.92,122.029999,16.76,4
8/9/2019,291.62,27.85,8.24,26.84,43.73,12.88,8.92,125.32,16.98,4.03
8/12/2019,288.07,27.73,8.24,27.02,42.07,5.5,8.54,134.300003,16.809999,3.95
8/13/2019,292.55,27.870001,8.02,26.700001,43.209999,6,8.85,135.330002,17,4.06
8/14/2019,283.90,27.610001,7.72,26.48,39.970001,5.4,8.66,130.570007,16.360001,4.07
8/15/2019,284.65,27.85,7.48,26.9,38.209999,5.72,8.69,129.399994,15.99,4.03
8/16/2019,288.85,28.32,7.45,26.549999,37.709999,5.7,8.92,131.039993,15.98,4.09
8/19/2019,292.33,28.58,7.03,26.690001,38.720001,5.36,8.11,134.960007,16.16,4.28
8/20/2019,290.09,28.440001,7.11,26.969999,38.939999,5.56,8.31,134.259995,16.08,4.22
8/21/2019,292.45,28.559999,7.13,27.27,39.790001,5.64,8.27,138.580002,16.139999,4.16
8/22/2019,292.36,29.030001,7.14,27.700001,39.549999,5.7,7.65,139.139999,16.08,4.11
8/23/2019,284.85,28.59,7.28,27.450001,37.009998,5.39,7.83,137.740005,15.55,4.14
8/26/2019,288.00,29.02,7.17,27.85,36.98,5.37,7.9,143.009995,16.110001,3.99
8/27/2019,286.87,29.059999,6.67,28.66,36.959999,5.11,7.88,147.020004,15.51,4.19
8/28/2019,288.89,28.75,6.76,28.48,36.48,5.04,7.97,145.889999,15.55,4.28
8/29/2019,292.58,28.93,6.89,28.870001,36.869999,5.08,7.96,149.880005,15.78,4.37
8/30/2019,292.45,28.76,6.78,28.879999,37.299999,4.8,7.99,151.360001,15.83,4.39
9/3/2019,290.74,29.129999,7.03,28.65,36.5,4.68,7.87,156.880005,15.93,4.39
9/4/2019,294.04,29.040001,7.24,29,37.880001,4.91,8.05,168.910004,15.8,4.32
9/5/2019,297.82,28.610001,7.38,29.540001,39.5,5.35,8.06,166.929993,15.87,4.43
9/6/2019,298.05,28.780001,7.3,29.15,39.700001,5.42,7.93,169.860001,16.620001,4.64
9/9/2019,298.20,28.360001,7.54,28.43,40.32,5.27,7.88,161.029999,15.31,4.66
9/10/2019,298.13,27.969999,7.91,28.790001,41.450001,5.23,7.25,144.139999,15.02,5.45
9/11/2019,300.25,27.780001,8.14,28.889999,42.5,5.3,7.46,149.759995,15.31,5.35
9/12/2019,301.29,27.940001,8.26,29.07,43.299999,5.29,7.13,147.779999,15.77,5.31
9/13/2019,301.09,27.85,8.66,29.4,43.57,5.24,7.17,147.550003,16,5.14
9/16/2019,300.16,28.190001,9.52,29.6,42.970001,5.32,7.07,149.539993,15.76,5.11
9/17/2019,300.92,28.49,10.31,29.48,42.389999,5.45,7.14,150.520004,16.83,5.14
9/18/2019,301.10,28.5,9.26,29.889999,42.369999,5.32,7.19,129.880005,16.9,5.13
9/19/2019,301.08,28.969999,9.48,29.73,42.849998,5.54,7.21,133.759995,16.879999,5.1
9/20/2019,298.28,29.25,9.27,29.34,42.119999,5.28,7.13,108.050003,17.040001,5.02
9/23/2019,298.21,28.84,9.3,29.139999,42.959999,5.28,7.17,107.370003,17.120001,4.96
9/24/2019,295.87,29.07,9.01,29.01,42.240002,5.3,6.98,103.529999,17.040001,4.83
9/25/2019,297.62,29.4,8.6,29.299999,42.990002,5.44,7.11,106.300003,17.110001,4.96
9/26/2019,297.00,29.709999,8.67,28.9,43.490002,5.65,6.91,103.339996,17,4.99
9/27/2019,295.40,29.610001,8.66,28.6,43.450001,5.69,6.8,99.739998,16.02,4.93
9/30/2019,296.77,29.610001,8.43,28.68,43.970001,5.75,6.89,101.760002,15.8,4.94
10/1/2019,293.24,29.639999,8.38,28.309999,40.630001,5.73,6.9,102.400002,15.52,4.94
10/2/2019,288.06,29.790001,8.49,28.280001,39,5.81,6.88,102.620003,14.8,5.01
10/3/2019,290.42,29.9,9.27,28.809999,39.34,5.9,6.96,108.839996,14.3,5.06
10/4/2019,294.35,30.09,9.02,28.879999,38.700001,6.03,6.86,106.769997,14.52,5.21
10/7/2019,293.08,29.93,9.06,29.209999,39.66,5.98,6.48,106.25,14.47,5.45
10/8/2019,288.53,29.700001,9.16,29,37.5,5.91,6.37,108,14.15,5.34
10/9/2019,291.27,30.190001,9.11,28.93,37.18,5.9,6.42,117.790001,14.21,5.34
10/10/2019,293.24,30.35,8.58,28.25,37.939999,5.99,6.46,116.129997,14.08,5.17
10/11/2019,296.28,30.25,8.33,28.08,39.130001,5.97,6.53,121.599998,14.16,5.18
10/14/2019,295.95,30.24,8.03,28.33,38.860001,5.85,6.48,119.120003,13.76,5.18
10/15/2019,298.88,30.42,7.86,28.719999,40.220001,5.79,6.64,132.820007,14.09,5.27
10/16/2019,298.40,30.48,7.38,29.440001,40.32,5.83,6.6,132.5,13.67,5.31
10/17/2019,299.28,30.41,8.03,29.93,40.790001,6.03,6.73,139.070007,13.78,5.29
10/18/2019,297.97,30.879999,7.49,29.34,39.790001,5.8,6.67,129.940002,13.52,5.03
10/21/2019,299.99,31.09,7.21,29.32,39.5,6.01,6.5,133.029999,14.58,4.97
10/22/2019,299.01,30.74,7.5,29.040001,39.07,5.96,6.38,129.059998,14,4.94
10/23/2019,299.88,30.84,7.68,29.139999,37.959999,5.98,6.5,128.759995,13.18,4.83
10/24/2019,300.37,30.889999,7.33,29.059999,38.779999,6,6.65,131.220001,13.52,4.9
10/25/2019,301.60,30.889999,7.44,29.940001,39.759998,6.06,6.59,133.740005,13.96,4.96
10/28/2019,303.30,30.780001,7.4,29.92,41.990002,5.74,6.91,146.880005,14.68,5.15
10/29/2019,303.21,30.799999,7.05,30.32,41.889999,5.76,6.88,147.240005,14.64,5.15
10/30/2019,304.14,30.459999,7.09,30.67,41.869999,5.8,6.98,149.429993,14.86,5.11
10/31/2019,303.33,30.790001,7.16,30.950001,41.830002,5.95,6.93,147.199997,15.06,5.15
11/1/2019,306.14,30.84,8.3,31.41,42.080002,5.92,7.12,146.5,15.18,5.26
11/4/2019,307.37,30.4,8.71,31.610001,44.259998,6.05,7.12,140.509995,15.35,5.17
11/5/2019,307.03,29.629999,8.75,31.35,42.799999,5.98,6.87,139.570007,14.83,5.27
11/6/2019,307.10,30,8.49,25.98,40.349998,5.75,6.87,141.050003,14.41,5.36
11/7/2019,308.18,29.52,7.92,26.41,38.459999,5.8,6.98,118.459999,14.16,5.61
11/8/2019,308.94,29.51,7.71,26.23,37.630001,5.69,7.47,121.940002,14.19,5.69
11/11/2019,308.35,29.459999,7.55,26.780001,39.150002,5.85,7.63,129.210007,14.39,5.56
11/12/2019,309.00,29.280001,7.23,26.51,39.040001,5.95,7.64,135.350006,14.38,5.55
11/13/2019,309.10,29.83,7.28,26.83,34.810001,5.97,7.79,142.369995,14.47,5.51
11/14/2019,309.55,30,7.24,26.75,35.709999,6.03,7.61,148.699997,14.37,5.28
11/15/2019,311.79,29.99,7.36,26.879999,35.669998,6.28,7.5,157.300003,13.94,5.15
11/18/2019,312.02,29.99,7.6,27.07,35.209999,6.21,5.92,160.119995,14.69,5.03
11/19/2019,311.93,29.93,7.92,26.799999,34.130001,6.25,5.62,153.910004,15.16,5.02
11/20/2019,310.77,30.059999,7.52,26.85,34.459999,6.64,4.59,158.929993,15.31,5.03
11/21/2019,310.27,29.32,7.25,26.49,35.18,6.51,4.1,155.910004,15.08,5
11/22/2019,310.96,29.639999,7.08,26.059999,36.93,6.58,4.54,158.75,15.26,4.99
11/25/2019,313.37,30.129999,6.97,25.6,37.68,6.57,4.76,158.080002,15.5,5.04
11/26/2019,314.08,30.49,6.81,25.780001,38.220001,6.59,4.79,164.279999,15.46,5
11/27/2019,315.48,30.35,6.56,25.809999,38.709999,6.8,4.97,161.639999,15.35,4.98
11/29/2019,314.31,30.530001,6.74,25.58,38.150002,6.56,4.96,160.369995,15.25,4.91
12/2/2019,311.64,30.17,6.98,25.549999,38.619999,6.16,4.85,136.070007,14.6,4.93
12/3/2019,309.55,30.08,6.82,25.360001,37.849998,6.13,4.83,144.630005,14.92,4.94
12/4/2019,311.46,30.129999,6.73,24.92,39.099998,6.09,4.72,150.580002,15,4.88
12/5/2019,312.02,29.82,6.57,25.33,38.970001,6.19,4.67,148.339996,14.68,4.98
12/6/2019,314.87,30.030001,6.9,26.049999,38.84,6.25,4.81,144.259995,14.74,4.93
12/9/2019,313.88,30.139999,6.8,25.719999,38.73,6.54,4.79,145.539993,14.23,4.84
12/10/2019,313.53,29.870001,6.9,25.41,38.830002,6.3,4.81,147.089996,14.09,4.85
12/11/2019,314.42,29.459999,6.9,26.1,40.400002,6.3,4.6,145.699997,14.23,4.93
12/12/2019,317.13,28.799999,7.06,26.43,40.16,6.8,4.39,139.570007,14.45,4.96
12/13/2019,317.32,29.030001,7.23,26.58,38.860001,6.74,4.41,132.490005,15.09,4.95
12/16/2019,319.50,29.18,7.17,26.559999,38.060001,6.84,4.54,138.350006,15.11,5
12/17/2019,319.57,28.690001,7.61,26.290001,37.25,6.89,4.83,135.279999,15.1,4.96
12/18/2019,319.59,28.85,7.41,26.26,37.549999,7.24,4.77,134.440002,15.11,5.01
12/19/2019,320.90,29.23,7.71,26.950001,37.439999,7.23,4.7,137.729996,15.46,5.08
12/20/2019,320.73,29.469999,7.61,27.219999,37.759998,7.34,4.8,136.889999,15.55,5.03
12/23/2019,321.22,29.18,7.61,26.85,37.669998,7.4,4.59,140.139999,15.49,4.98
12/24/2019,321.23,29.200001,7.67,27.040001,37.419998,7.69,4.63,145.570007,15.61,4.96
12/26/2019,322.94,29.43,7.47,27.280001,37.240002,8.2,4.75,144.600006,15.97,4.86
12/27/2019,322.86,29.51,7.15,27.15,37.560001,7.77,4.64,139.520004,16.030001,4.76
12/30/2019,321.08,29.76,6.79,27.049999,35.41,7.95,4.57,131.600006,15.89,4.61
12/31/2019,321.86,29.969999,6.58,27.34,36.240002,7.82,4.71,133.899994,16.33,4.55
1/2/2020,324.87,29.469999,6.36,28.1,35.68,7.62,5.05,137.100006,16.780001,4.73
1/3/2020,322.41,30.08,6.16,27.85,35.919998,7.44,4.87,137.509995,16.75,4.72
1/6/2020,323.64,30.190001,6.09,28.18,35.669998,7.3,4.58,143.369995,16.780001,4.72
1/7/2020,322.73,29.540001,5.95,28.6,36.040001,7.23,4.49,138.190002,17.030001,4.77
1/8/2020,324.45,29.84,5.74,28.83,34.950001,7.28,4.4,134.639999,16.67,4.8
1/9/2020,326.65,29.83,5.68,28.77,33.34,7.24,4.54,133.789993,17.360001,4.94
1/10/2020,325.71,30.059999,5.35,28.049999,32.709999,7.16,4.35,128.399994,17.41,4.9
1/13/2020,327.95,30.190001,5.04,28.969999,33.650002,6.9,4.39,133.929993,18,5.29
1/14/2020,327.45,29.870001,5.22,28.620001,34.5,7.04,4.59,133.419998,17.99,5.43
1/15/2020,328.19,30.09,5.14,28.870001,34.150002,7.01,4.39,132.5,18.190001,5.34
1/16/2020,330.92,30.530001,5.1,28.940001,34.450001,7.15,3.55,131.070007,18.25,5.34
1/17/2020,331.95,30.49,5.02,28.719999,34.439999,7.33,3.52,130.380005,19.110001,5.43
1/21/2020,331.30,30.91,5.03,28.879999,34.41,7.29,3.3,136.630005,19,5.38
1/22/2020,331.34,31.15,4.82,29.209999,35.02,7.27,3.36,132.429993,19.1,5.28
1/23/2020,331.72,31.360001,4.76,28.85,34.459999,7.11,3.35,134.070007,19.25,5.19
1/24/2020,328.77,31.34,4.44,28.030001,33.970001,7.1,3.21,130.089996,19.049999,4.92
1/27/2020,323.50,31.200001,4.2,27.93,32.189999,7.01,3.25,126.209999,18.620001,4.66
1/28/2020,326.89,31.290001,4.18,27.83,32.700001,7.22,3.28,129.610001,18.99,4.62
1/29/2020,326.62,31.32,4.28,26.610001,32.25,6.93,3.14,128.880005,19.139999,4.42
1/30/2020,327.68,31.51,4.1,27.35,31.83,7.1,2.95,130.639999,18.879999,4.24
1/31/2020,321.73,31.469999,3.86,27.360001,30,6.9,2.88,120.949997,18.379999,4.08
2/3/2020,324.12,31.41,3.82,27.709999,31.120001,7.11,2.66,127.5,18.23,4.29
2/4/2020,329.06,31.73,3.83,28.059999,31.959999,7.2,2.88,131.029999,18.98,4.37
2/5/2020,332.86,31.41,4.13,27.790001,32.360001,7.19,2.78,125.940002,16.190001,4.34
2/6/2020,333.98,31.559999,4.2,28.25,33.299999,7.22,2.85,126.160004,17,4.31
2/7/2020,332.20,31.51,4.03,27.74,31.84,7.01,2.76,124.25,17.129999,4.29
2/10/2020,334.68,31.92,3.98,28.129999,30.49,7.01,2.7,132.210007,17.6,4.32
2/11/2020,335.26,31.58,3.99,29.459999,31.93,6.81,2.62,137,17.610001,4.46
2/12/2020,337.42,31.82,3.84,29.549999,32.360001,6.77,2.53,138.289993,17.4,4.5
2/13/2020,337.06,32.349998,3.84,27.969999,31,6.61,2.24,139.050003,17.59,4.38
2/14/2020,337.60,32.549999,3.91,28.709999,31,6.45,2.25,130.25,17.559999,4.32
2/18/2020,336.73,32.610001,4.37,29.08,30.709999,6.55,2.21,127.150002,17.17,4.25
2/19/2020,338.34,31.77,3.6,28.690001,30.82,6.52,2.39,126.559998,17.200001,4.22
2/20/2020,336.95,31.540001,3.1,29.01,31.139999,6.48,2.66,124.080002,16.92,4.2
2/21/2020,333.48,31.389999,2.98,29.120001,30.389999,6.37,2.73,119.379997,16.700001,4.11
2/24/2020,322.42,31.25,2.7,28.219999,29.51,6.25,2.5,116.989998,16.15,4.08
2/25/2020,312.65,30.450001,2.1,27.379999,27.530001,6.08,2.37,118.669998,15.89,3.91
2/26/2020,311.50,29.610001,2.27,27.440001,27.17,6.17,2.41,112.709999,15.67,4.05
2/27/2020,297.51,28.940001,2.78,26.26,27.120001,5.93,2.48,110.029999,14.66,3.97
2/28/2020,296.26,28.690001,2.86,25.860001,27.57,5.8,2.62,113.669998,14.17,4.25
3/2/2020,309.09,29.85,2.53,26.209999,27.49,5.82,2.52,114.669998,14.39,4.06
3/3/2020,300.24,29.799999,2.35,25.82,26.540001,5.81,2.32,108.620003,13.55,4.04
3/4/2020,312.86,30.73,2.72,27.15,26.83,5.87,2.44,109.610001,13.63,4.05
3/5/2020,302.46,30.200001,3.11,26.440001,25.360001,5.92,2.3,106.440002,13.85,3.94
3/6/2020,297.46,29.540001,2.94,25.83,24.98,5.8,2.11,102.019997,13,3.85
3/9/2020,274.23,27.450001,2.61,22.65,22.26,4.93,2.13,96.260002,11.45,3.88
