Date,LEVI,CHWY,LYFT,NET,PINS,PTON,SDC,UBER,WORK,XP
6/14/2019,21.49,34.990002,60.959999,,27.41,,,43.23,,
6/17/2019,21.83,33.700001,63.599998,,27.85,,,43.779999,,
6/18/2019,21.76,37.360001,64.400002,,28.799999,,,43.860001,,
6/19/2019,22.309999,34.900002,63.549999,,28.09,,,44.860001,,
6/20/2019,21.780001,34.23,62.84,,27.540001,,,43.860001,38.619999,
6/21/2019,21.76,32.279999,64.260002,,27.98,,,44,37.220001,
6/24/2019,21.059999,31.530001,63.759998,,26.690001,,,43.09,35.759998,
6/25/2019,20.75,31.799999,64.040001,,26.139999,,,43.09,35.200001,
6/26/2019,20.709999,32.369999,62.970001,,26.23,,,42.5,37.189999,
6/27/2019,21.07,33.310001,65.269997,,27.23,,,45.130001,36.25,
6/28/2019,20.879999,35,65.709999,,27.219999,,,46.380001,37.5,
7/1/2019,21.25,33.650002,62,,26.68,,,44.27,36.549999,
7/2/2019,21.360001,33.009998,60.349998,,26.91,,,44,36.549999,
7/3/2019,21.790001,33.82,60.599998,,27.469999,,,44.23,36,
7/5/2019,22.27,34.27,59.389999,,27.25,,,43.529999,35.52,
7/8/2019,23.190001,34.400002,59.790001,,26.77,,,42.950001,35,
7/9/2019,23.66,33.290001,61.830002,,26.719999,,,44.200001,35.639999,
7/10/2019,20.82,33.209999,62.299999,,26.58,,,43.700001,35.189999,
7/11/2019,20.25,33.380001,61.849998,,26.1,,,43.990002,35,
7/12/2019,20.120001,33.959999,64.25,,26.41,,,43.990002,33.73,
7/15/2019,20.120001,33.09,64.790001,,26.67,,,44.529999,34.75,
7/16/2019,19.799999,32.810001,64.800003,,26.51,,,44.130001,34.400002,
7/17/2019,18.889999,31.66,65.169998,,25.91,,,43.619999,33.459999,
7/18/2019,18.4,32.849998,66,,25.780001,,,43.709999,32,
7/19/2019,18.75,30.690001,67.449997,,25.559999,,,43.18,31.299999,
7/22/2019,18.43,30.209999,66,,26.219999,,,43.689999,33.25,
7/23/2019,18.5,29.610001,64.93,,26.780001,,,43.360001,33.939999,
7/24/2019,19.24,32.700001,65.230003,,27.82,,,43.759998,34.099998,
7/25/2019,19.32,33.75,65.010002,,27.59,,,43.400002,33.720001,
7/26/2019,19.370001,32.450001,65.519997,,27.639999,,,44.52,34.09,
7/29/2019,19.290001,34.16,64.029999,,27.860001,,,43.880001,33.009998,
7/30/2019,18.82,34.43,62.459999,,28.620001,,,42.59,32.580002,
7/31/2019,19.059999,33.560001,60.869999,,28.99,,,42.139999,33.419998,
8/1/2019,18.309999,33.580002,59.77,,28.299999,,,41.310001,32,
8/2/2019,18.879999,32.57,58.610001,,33.57,,,40.400002,30.870001,
8/5/2019,18.639999,32.209999,59.509998,,33.720001,,,39.049999,31.389999,
8/6/2019,18.51,32.619999,58.700001,,32.68,,,39.150002,30.84,
8/7/2019,17.93,32.330002,60.290001,,32.099998,,,39.700001,30.77,
8/8/2019,17.610001,33.950001,62.099998,,33.389999,,,42.970001,31.530001,
8/9/2019,17.33,33.75,59.119999,,33.43,,,40.049999,30.780001,
8/12/2019,17.110001,33.720001,56.18,,33.619999,,,37,31.17,
8/13/2019,17.209999,32.970001,58.080002,,34.419998,,,36.450001,31.25,
8/14/2019,16.25,31.84,54.490002,,32.23,,,33.959999,30.76,
8/15/2019,16.120001,30.860001,52.799999,,32.009998,,,33.220001,30.16,
8/16/2019,16.299999,30.940001,52.470001,,32.220001,,,35.23,30,
8/19/2019,16.309999,31.57,51.68,,33.330002,,,34.610001,31.139999,
8/20/2019,16.459999,32.119999,53.650002,,34.360001,,,35.290001,30.5,
8/21/2019,16.98,31.5,54.150002,,36.560001,,,34.91,30.799999,
8/22/2019,17.200001,30.91,51.360001,,35.43,,,34,30.549999,
8/23/2019,16.66,29.780001,49.110001,,34.5,,,33.43,30.049999,
8/26/2019,17.129999,31,51.209999,,35.380001,,,33.310001,30.969999,
8/27/2019,16.709999,30.77,49.610001,,33.860001,,,33.110001,29.91,
8/28/2019,17.110001,30.4,48.84,,33.919998,,,32.59,29.799999,
8/29/2019,17.35,31.700001,49.73,,34.759998,,,32.759998,29.98,
8/30/2019,16.9,33,48.970001,,34.419998,,,32.57,28.639999,
9/3/2019,16.969999,33.290001,45.419998,,33.810001,,,30.700001,28.76,
9/4/2019,17.35,34.32,46.349998,,32.619999,,,31.99,31.07,
9/5/2019,17.58,34,46.400002,,31.26,,,32.509998,30.01,
9/6/2019,17.08,32.790001,44.5,,30.360001,,,31.860001,27.379999,
9/9/2019,18.190001,33.439999,44.380001,,28.200001,,,32.240002,24.92,
9/10/2019,18.530001,30.440001,45.450001,,28.799999,,,33.509998,26.75,
9/11/2019,19.01,30.280001,46.529999,,29.6,,,34,25.25,
9/12/2019,18.57,29.51,46.990002,,29.77,,16.67,34.07,25.620001,
9/13/2019,18,29.48,46.099998,18,29.040001,,18.68,33.25,24.49,
9/16/2019,17.91,30.43,47.790001,18.629999,29.26,,18.9,34.43,26.1,
9/17/2019,18.26,30.25,48.060001,18.75,30.110001,,19.07,34.290001,26.219999,
9/18/2019,18.299999,28.389999,46.619999,19.59,29.5,,19.48,34.259998,25.709999,
9/19/2019,18.49,27.43,47.279999,18.75,30.139999,,18.639999,33.82,25.719999,
9/20/2019,18.25,26.389999,46.43,19.870001,30.219999,,18.25,32.599998,25.370001,
9/23/2019,18.35,27.5,45.310001,20.959999,28.549999,,17.15,33,24.16,
9/24/2019,18.190001,26.030001,41.880001,20.709999,27.110001,,15.68,31.299999,23.200001,
9/25/2019,18.91,27.049999,41.779999,20.52,27.110001,,14.505,31.68,22.73,
9/26/2019,19.08,26.280001,41.900002,19.549999,27.379999,25.76,12.94,31.57,22.629999,
9/27/2019,19.209999,26.01,41.349998,18.24,26.5,25.24,13,30.290001,22.059999,
9/30/2019,19.040001,24.58,40.84,18.57,26.450001,25.1,13.88,30.469999,23.73,
10/1/2019,19.01,23.15,39.57,16.84,26.43,22.51,13.17,29.15,22.870001,
10/2/2019,19.290001,24.049999,38.389999,17.25,26.51,22.6,12.955,29,23.43,
10/3/2019,19.450001,24.42,39.52,16.780001,27.370001,22.33,13.7,29.719999,24.93,
10/4/2019,19.290001,25.860001,39.16,17.27,27.309999,23.01,14.72,29.67,24.969999,
10/7/2019,19.77,26.719999,39.240002,17.040001,26.51,23.51,13.49,30.370001,26.049999,
10/8/2019,18.959999,26.209999,38.66,17.190001,25.629999,23.209999,11.335,29.280001,25.700001,
10/9/2019,17.540001,25.389999,38.200001,17.34,25.65,24,10.97,29.07,24.57,
10/10/2019,17.549999,25.389999,37.700001,16.33,25.790001,23.139999,10.235,28.870001,23.82,
10/11/2019,17.41,26.040001,39.485001,16.469999,26.889999,22.389999,11.13,30.129999,25.99,
10/14/2019,17.120001,25.780001,39.799999,15.69,25.92,21.469999,9.7,31.120001,24.620001,
10/15/2019,17.379999,26.790001,41.080002,16.360001,25.57,23.445,10.31,32,24.74,
10/16/2019,17.629999,26.49,40.509998,15.85,25.74,23.030001,10,31.870001,23.639999,
10/17/2019,17.049999,26.74,41.669998,15.91,25.99,23.860001,9.41,32.619999,24,
10/18/2019,17.110001,27.049999,40.790001,15.29,25.309999,23.52,9.46,32.060001,21.809999,
10/21/2019,17.02,27.860001,40.880001,14.97,26.76,22.26,9.13,31.41,22.58,
10/22/2019,17.58,28.059999,43.560001,14.62,25.879999,21.16,9.5,32.529999,21.030001,
10/23/2019,17.459999,26.790001,43.080002,14.73,25.700001,21.08,10.02,33.049999,20.84,
10/24/2019,16.98,26.73,43.720001,15.84,25.77,21.34,10.82,33.279999,20.98,
10/25/2019,17.120001,27.790001,44.540001,16.17,25.860001,22.4,11.38,32.709999,20.459999,
10/28/2019,17.17,27.25,44.419998,16.030001,26.25,21.459999,12.06,33.220001,21.469999,
10/29/2019,17.32,25.77,43.68,15.72,25.57,23.18,11.76,32.419998,22.5,
10/30/2019,17.799999,25.389999,44.110001,16.73,25.92,23.719999,12.19,33.75,23.25,
10/31/2019,17.82,24.67,41.439999,16.84,25.139999,23.870001,11.695,31.5,22,
11/1/2019,17.82,23.91,42.98,16.83,20.860001,24.99,12.52,31.370001,21.940001,
11/4/2019,17.120001,23.75,42.830002,17.370001,20.58,24.610001,13.05,31.08,21.940001,
11/5/2019,17.35,24.530001,41.369999,17.1,20.469999,22.74,12.59,28.02,20.75,
11/6/2019,17.15,23.639999,42.919998,16.219999,20.040001,23.02,11.99,26.940001,20.139999,
11/7/2019,17.51,22.969999,43.290001,15.89,19.99,22.629999,11.99,27.379999,20.34,
11/8/2019,17.129999,22.99,43.23,16.120001,20.059999,23.52,11.59,27.01,20.5,
11/11/2019,17.049999,22.950001,42.970001,16.23,20.4,24.040001,11.85,27.139999,20.129999,
11/12/2019,17,23.030001,42.330002,16.16,20.52,24.690001,11.08,26.700001,20.700001,
11/13/2019,16.950001,23.85,43.299999,16.26,20.200001,25.98,8.83,26.709999,21.299999,
11/14/2019,17.01,23.4,41.919998,16.67,19.6,25.93,8.89,25.99,21.690001,
11/15/2019,17.18,23.4,43.040001,16.74,19.540001,27.23,8.6,26.790001,22.860001,
11/18/2019,17.059999,22.129999,44.860001,16.889999,19.5,30.25,8.04,26.75,23.110001,
11/19/2019,17.01,23.120001,44.150002,16.299999,19.68,29.24,8.96,27.049999,21.18,
11/20/2019,16.370001,23.200001,43.950001,16.92,19.4,29.1,9,28.030001,21.700001,
11/21/2019,16.57,22.68,46.759998,17.360001,19.07,29.799999,8.99,29.459999,21,
11/22/2019,16.99,22.889999,46.459999,17.77,18.65,29.360001,8.94,29.559999,21.17,
11/25/2019,17.049999,23.389999,48.939999,18.07,18.950001,30.870001,9.37,29.110001,22.5,
11/26/2019,16.85,23.9,49,18.790001,19.52,30.959999,9.595,29.530001,22.09,
11/27/2019,16.98,24.379999,49.369999,19.610001,19.809999,32.16,9.98,29.49,22.620001,
11/29/2019,16.780001,24.76,48.98,19.48,19.48,35.23,9.97,29.6,22.82,
12/2/2019,16.639999,23.83,47.389999,18.940001,18.799999,36.84,9.86,28.98,22.51,
12/3/2019,16.889999,24.309999,47.509998,18.950001,18.43,33.48,9.3,29.02,22.57,
12/4/2019,16.99,22.889999,47.314999,18.959999,18.370001,32.959999,8.57,29.059999,21.66,
12/5/2019,17.190001,24.33,45.064999,17.73,18.440001,31.309999,8.42,28.65,22.780001,
12/6/2019,17.43,24.950001,45.200001,18.48,18.76,32.630001,8.07,27.860001,22.5,
12/9/2019,17.41,24.18,45.419998,17.709999,18.209999,34.77,8.24,27.68,23,
12/10/2019,17.969999,25.5,45.259998,17.67,17.99,32.779999,7.96,27.889999,22.25,
12/11/2019,18.02,26.879999,47.360001,17.17,18.200001,32.029999,8.12,28.42,20.75,34.459999
12/12/2019,18.41,27.950001,46.599998,17.66,17.76,30.85,7.8,28.690001,20.9,34.639999
12/13/2019,18.959999,28.26,46.75,17.950001,17.450001,31.530001,8,28.49,21.389999,37.709999
12/16/2019,18.780001,28.030001,47.93,18.370001,18.209999,31.34,7.95,30.049999,21.41,35.799999
12/17/2019,19.280001,28.57,47.5,17.610001,18.209999,32.93,7.8,29.75,20.709999,34.299999
12/18/2019,19.85,27.91,47.009998,17.389999,18.530001,31.889999,7.81,30.129999,21.129999,38.099998
12/19/2019,19.530001,28.559999,46.279999,18,19.09,31.93,8.55,29.99,21.23,37.759998
12/20/2019,19.91,29.08,47.919998,18.120001,18.98,29.99,8.1,30.450001,21.51,40
12/23/2019,19.52,28.440001,45.540001,17.34,18.389999,29.219999,8.34,30.33,21.530001,39.23
12/24/2019,19.629999,28.809999,45.700001,17.35,18.48,28.75,8.42,30.440001,21.35,39.630001
12/26/2019,19.66,29.42,45.73,17.18,18.299999,27,8.33,30.67,22,38.669998
12/27/2019,19.25,28.629999,45.84,16.690001,18.49,27,8.49,30.17,22,38.490002
12/30/2019,19.030001,28.49,43.5,17.209999,18.110001,27.690001,8.22,29.74,22.209999,38.27
12/31/2019,19.290001,29,43.02,17.059999,18.639999,28.4,8.74,29.74,22.48,38.52
1/2/2020,19.120001,29.620001,43.580002,17.030001,18.799999,29.74,8.32,30.99,23.02,38.59
1/3/2020,19.190001,29.34,43.189999,17.17,18.360001,30.6,8.38,31.370001,22.459999,38.220001
1/6/2020,19.07,29.370001,43.099998,17.690001,18.91,29.75,10.19,31.58,23.52,36.209999
1/7/2020,19.25,29.200001,44.25,17.67,19.26,30.4,10.14,32.810001,23.83,36.59
1/8/2020,19.120001,28.620001,45.080002,17.780001,19.719999,29.65,10.6,33.93,23.77,36.889999
1/9/2020,18.709999,29.43,45.59,17.02,19.629999,27.870001,9.825,33.970001,23.17,37.82
1/10/2020,18.65,29.23,46.060001,17.48,19.780001,28.01,9.22,34.009998,23.120001,37.59
1/13/2020,18.85,30.52,46.349998,18.360001,19.620001,28.530001,10.2,34.139999,23.200001,37.540001
1/14/2020,18.99,31.129999,47.68,18.700001,21.51,29.690001,11.7,34.84,22.280001,37.150002
1/15/2020,19.07,30.5,47.080002,18.85,21.76,30.860001,13.72,35.009998,22.33,37.549999
1/16/2020,19.690001,29.27,46.830002,18.959999,22.950001,30.83,13.26,34.68,22.969999,37.700001
1/17/2020,19.98,29.370001,46.52,18.6,23,31.700001,12.895,35.130001,22.459999,38.790001
1/21/2020,20,30.139999,47.98,18,22.299999,32,12.73,37.599998,22.309999,40.59
1/22/2020,19.889999,29.02,47.470001,18.049999,22.42,30.68,13.5,37.040001,22.139999,42.48
1/23/2020,19.950001,28.030001,48.48,18.17,22.610001,30.059999,13.69,37.400002,21.219999,41
1/24/2020,20.139999,28.469999,48.43,17.77,22.440001,30.5,13.07,36.799999,20.59,38.529999
1/27/2020,20.25,28.98,47.360001,17.82,21.83,31.25,13.26,36.299999,20.059999,37.610001
1/28/2020,19.700001,29.26,48.209999,18.08,22.18,31.379999,12.96,37.009998,20.98,39.040001
1/29/2020,19.799999,28.25,46.84,17.59,22.620001,31.5,13.92,36.990002,20.799999,40.330002
1/30/2020,19.75,28.620001,47.790001,18.32,22.200001,32.259998,13.44,36.68,20.639999,38.889999
1/31/2020,19.639999,26.51,47.48,17.860001,22.030001,32.360001,13.39,36.290001,20.73,40.139999
2/3/2020,19.16,28.200001,47.959999,17.690001,22.35,33.369999,13.05,37.59,20.98,40.459999
2/4/2020,19.299999,27.34,50,17.93,22.459999,33.470001,13.73,38.529999,23.25,38.970001
2/5/2020,19.9,26.9,48.060001,18,21.91,32.700001,14.15,36.810001,23.309999,39.900002
2/6/2020,19.790001,27.709999,47.419998,17.77,23.01,29,14.145,37.09,22.65,38.299999
2/7/2020,19.35,27.879999,49.919998,18.17,25.200001,27.860001,14.54,40.630001,22.99,37.360001
2/10/2020,19.959999,28.049999,53.720001,18.34,24.290001,28.6,14.38,40.009998,26.540001,37.32
2/11/2020,19.969999,27.73,53.939999,18.370001,24.030001,28.65,14.86,41.27,25.98,38.990002
2/12/2020,20.4,28.1,48.459999,17.82,23.940001,28.34,14.91,41.25,25.809999,40.91
2/13/2020,20.48,28.870001,47.029999,18.07,23.540001,28.85,15.33,40.09,26.549999,41.360001
2/14/2020,20.219999,28.700001,44.689999,17.75,23.219999,27.66,12.83,39.66,27.99,40.32
2/18/2020,19.83,28.92,45.099998,17.5,22.76,27.08,13.08,40.18,27.58,40.939999
2/19/2020,19.379999,29.299999,46.240002,18.01,23.6,27.1,12.37,41.049999,27.5,42.490002
2/20/2020,20,29.24,45.470001,20.299999,23.540001,26.98,12.07,40.919998,27.49,42.990002
2/21/2020,19.719999,30.4,44.700001,21.02,22.48,25.49,12.015,40.720001,28.440001,42.330002
2/24/2020,19.120001,30.84,42.52,19.809999,21.65,26.5,11.81,38.310001,27.92,39.5
2/25/2020,18.790001,29.49,41.82,20.290001,20.959999,27.110001,11.33,35.889999,26.75,37.5
2/26/2020,17.780001,30.74,39.860001,22.110001,20.309999,29.190001,8,34.450001,26.610001,36.200001
2/27/2020,17.530001,30.07,37.779999,21.940001,20.209999,28.719999,7.81,32.450001,26.219999,35.450001
2/28/2020,16.99,29.6,38.119999,21.299999,19.5,26.690001,7.48,33.869999,27.02,34.650002
3/2/2020,17.870001,28.93,36.91,22.08,20,27.92,7.33,32.849998,27.209999,37.150002
3/3/2020,18.459999,27.75,36.970001,22.08,19.280001,26.684999,7.61,33.040001,26.92,36.16
3/4/2020,18.74,27.93,40.27,22.700001,19.799999,27.25,8.19,34.529999,27.799999,38.84
3/5/2020,17.889999,28.52,37.080002,23.35,18.940001,27.1,8.25,32.209999,28.389999,35.759998
3/6/2020,17.219999,28.02,36.02,22.77,18.51,24.98,8.06,31.68,26.42,30.99
3/9/2020,16.459999,27.290001,32.810001,20.74,16.209999,23.209999,7,28.17,24.889999,26.639999
3/10/2020,16.66,27.110001,32.889999,21.110001,16.74,22.969999,6.86,28.969999,25.059999,29.950001
3/11/2020,15.51,25.459999,29.01,20.59,15.45,22,6.49,26.24,23.620001,23.24
3/12/2020,13.17,22.77,23.879999,19.16,13.31,19.51,5.3,22.610001,21.35,17.709999
3/13/2020,14.42,26.049999,24.17,19.059999,14.31,19.719999,5.49,22.6,19.59,22.389999
3/16/2020,14.15,24.27,19.120001,15.92,11.64,22.25,4.4,20.290001,17.040001,18.540001
3/17/2020,13.88,27.91,18.66,18.690001,12.65,25.450001,4.98,18.91,19.9,19.92
3/18/2020,12.39,30.85,16.049999,19.700001,10.92,25.790001,3.99,14.82,18.01,17.6
3/19/2020,12.36,32.419998,20.700001,20.690001,12.61,24.99,4.01,20.49,21.01,20.9
3/20/2020,11.46,31.92,21.27,21.719999,12.21,23.01,4.1,21.33,22.23,17.940001
3/23/2020,10.37,32.139999,22.610001,21.41,12.52,23.34,4.09,22.4,24.75,16.959999
3/24/2020,12.52,33.650002,27.059999,22.41,14.26,24.57,4.28,26.389999,25.950001,19.639999
3/25/2020,13.14,31.07,27.950001,21.66,14.03,24.52,4.28,26.190001,25.879999,23
3/26/2020,14.37,33.810001,29.940001,21.6,15.2,25.75,4.85,28.120001,28.48,24.83
3/27/2020,12.76,36.16,27.6,21.959999,14.94,25.98,5.5,27.280001,28.58,22.26
3/30/2020,13.02,38,26.92,23.889999,15.42,27.700001,4.94,27.83,28.209999,20.58
3/31/2020,12.43,37.490002,26.85,23.48,15.44,26.549999,4.67,27.92,26.84,19.290001
4/1/2020,10.65,35.98,23.5,24.120001,14.17,27.959999,4.16,25.42,25.75,17.93
4/2/2020,10.07,35.060001,22.450001,23.059999,13.7,26.74,4.05,23.68,24.26,17.200001
4/3/2020,9.51,33.369999,22,24.08,13.82,28.75,3.88,22.82,24.26,17.66
4/6/2020,10.94,33.220001,25.73,23.639999,15.21,28.370001,4.21,25.99,24.309999,20.4
4/7/2020,12.01,33.310001,27.5,22.799999,15.06,27.58,4.04,25.74,23.48,21.530001
4/8/2020,13.13,36.93,29.639999,22.84,16.83,27.5,4.35,26.940001,24.9,21.59
4/9/2020,13.78,42.610001,30.33,21.18,16.75,28.450001,4.36,27.110001,24.700001,22.57
4/13/2020,13.83,40.240002,30.66,23.620001,16.469999,31.99,4.12,27.99,24.959999,21.18
4/14/2020,13.92,41.32,30.5,22.91,17.24,31.879999,4.27,27.75,25.32,22.780001
4/15/2020,13,43.91,28.389999,23.889999,17.030001,35.610001,4.18,27.41,28.030001,23.389999
4/16/2020,12.68,44.91,27.139999,25.42,17.01,36.349998,4.16,27.030001,29.379999,25.450001
4/17/2020,13.5,43.779999,29.07,24.83,17.450001,33.490002,4.65,28,28.1,26.82
4/20/2020,12.86,44.720001,30.1,26.18,17.43,31.07,4.685,28.190001,29.25,26.93
4/21/2020,12.32,43.439999,29.25,23.940001,16.870001,31.389999,4.77,27.190001,26.459999,24.66
4/22/2020,12.59,44.82,30.700001,24.610001,19.26,31.18,5.53,28.24,26.16,26.02
4/23/2020,12.36,43.349998,30.09,23.73,18.85,29.889999,5.28,28.33,26.530001,25.75
4/24/2020,12.6,44.040001,31.959999,23.280001,20.620001,31.74,5.28,29.49,26.059999,22.9
4/27/2020,13.11,46.18,34.32,24.469999,20.780001,31.780001,5.39,30.08,27.309999,23.780001
4/28/2020,13.15,44.16,32.740002,23.469999,19.889999,30,6.71,30.120001,26.879999,24.93
4/29/2020,13.36,45,34.060001,23.780001,20.85,31.889999,6.82,31.370001,27.07,25.129999
4/30/2020,12.89,43.240002,32.830002,23.559999,20.66,31.5,7.72,30.27,26.690001,25.16
5/1/2020,12.54,42.900002,29.605,22.84,19.75,32.049999,6.95,28.389999,26.379999,23.1
5/4/2020,12.34,39.240002,27.030001,23.67,21.43,33.900002,6.95,27.42,27.200001,22.93
5/5/2020,12.04,42.09,26.68,24.51,20.809999,36.220001,6.75,28.07,27.290001,22.57
5/6/2020,11.8,40.369999,26.120001,24.950001,17.719999,38.029999,7.46,27.82,27.629999,22.889999
5/7/2020,11.82,39.400002,31.780001,29.52,18.700001,44.119999,7.56,30.93,29.950001,24.42
5/8/2020,12.84,39.41,32.73,26.26,19.790001,43,8.02,32.790001,31.16,25.110001
5/11/2020,12.4,39.049999,31.360001,28.120001,18.610001,42.799999,9.19,31.639999,31.26,25.35
5/12/2020,12.6,40.360001,29.530001,28.790001,17.76,46.169998,8.09,32.400002,31.01,24.860001
5/13/2020,11.85,41.77,28.370001,27.870001,16.610001,45.169998,7.72,33.02,30.200001,27.9
5/14/2020,12.2,41.290001,27.719999,28.02,17.059999,45.110001,7,32.790001,31.66,26.059999
5/15/2020,12.09,42.110001,28.15,29.49,18.24,48.419998,6.86,32.470001,31.33,26.51
5/18/2020,13.07,41.080002,30.43,28.07,18.52,43.610001,6.76,33.619999,29,27.57
5/19/2020,12.43,40.049999,30.690001,28.040001,18.66,44.799999,7.16,33.400002,29.690001,26.5
5/20/2020,12.43,39.450001,30.82,27.549999,18.889999,45.110001,6.98,34.48,31.35,27.5
5/21/2020,13.06,40.189999,30.389999,28.040001,18.690001,45.299999,7.64,34.259998,31.639999,28.48
5/22/2020,12.92,42.75,31.26,28.26,18.6,45.810001,7.6,34.830002,31.709999,28.799999
5/26/2020,14.16,41.709999,32.470001,28.09,19.5,41.700001,7.5,34.560001,32.41,30.92
5/27/2020,14.58,40.130001,33.75,28.190001,19.110001,41.07,7.84,34.880001,32.110001,30.52
5/28/2020,13.63,41.790001,31.73,28.1,19.799999,42.610001,7.63,34.150002,32.540001,30.43
5/29/2020,13.49,44.439999,31.26,29.07,20.290001,42.189999,7.81,36.32,35.049999,30.360001
6/1/2020,13.81,45.09,32.59,30.049999,20.43,45.849998,8.07,35.82,37.18,30.540001
6/2/2020,14.28,49.419998,31.68,30.200001,20.51,49.009998,8.33,35.810001,38.380001,32.25
6/3/2020,15.34,48.220001,34.439999,29.379999,21.440001,47.830002,8.66,36.75,39.900002,34.650002
6/4/2020,15.44,49.110001,36.075001,28.469999,21.200001,47.880001,8.47,36.43,37.939999,34.68
6/5/2020,16.07,48.439999,38.610001,29.139999,22.129999,45.900002,8.81,37.209999,32.560001,36.580002
6/8/2020,15.81,48.77,40.98,29.17,22.190001,44.779999,9.41,37.080002,32.009998,41.035
6/9/2020,15.44,51.509998,39.209999,28.719999,22.040001,47.639999,8.7,36.59,31.32,40.709999
6/10/2020,14.63,49.630001,38.560001,29.4,22.41,47.110001,8.16,34.830002,32.470001,42.240002
6/11/2020,13.66,49.18,35.32,28.5,20.26,45.98,7.16,31.1,30.34,39.009998
6/12/2020,13.79,48.130001,36.889999,28.82,20.889999,47.099998,7.36,32.240002,30.860001,41.200001
6/15/2020,14.14,46.759998,36.209999,30.98,21.15,49.939999,7.54,32.669998,30.870001,41.759998
6/16/2020,14.42,47.09,36.709999,31.65,22.200001,49.91,8.09,33.490002,32.360001,43.849998
6/17/2020,14.18,49.560001,35.32,35.799999,22.4,49.169998,7.91,33.290001,32.400002,46.27
6/18/2020,13.78,48.200001,35.830002,36.73,23.059999,51.080002,8.04,33.400002,34.220001,48.080002
6/19/2020,13.39,50.299999,34.82,36,23.209999,50.889999,7.98,32.299999,33.130001,47.220001
6/22/2020,13.45,50.91,34.25,37,23.950001,53.029999,7.39,32.68,34.209999,46.450001
6/23/2020,13.5,48.91,35.599998,35.400002,24.07,54.880001,7.65,33.049999,34.040001,49.43
6/24/2020,13,49.740002,32.794998,35,23.17,55.549999,7.14,30.459999,31.969999,44.810001
6/25/2020,12.93,49.439999,33.189999,36,22.58,58.060001,7.45,30.58,32.82,46.150002
6/26/2020,12.25,46.939999,32.27,35.529999,21.610001,58.43,7.5,29.610001,32.529999,43.880001
6/29/2020,13.24,45.150002,33.060001,35.110001,22.040001,57.209999,7.71,29.629999,30.870001,43.52
6/30/2020,13.4,44.689999,33.009998,35.950001,22.17,57.77,7.9,31.08,31.09,42.009998
7/1/2020,13.7,46.459999,32,36.93,23.280001,60.25,8.1,30.43,31.059999,43.360001
7/2/2020,13.35,47.080002,31.82,36.470001,24.110001,59.16,8.1,30.68,30.309999,44.790001
7/6/2020,14.41,46.970001,33.220001,38.34,25.82,60.48,8.33,32.52,31.120001,47.59
7/7/2020,13.83,47.799999,30.940001,37.91,25.85,60.82,8.21,32.82,31.48,46.75
7/8/2020,12.68,49.990002,32.18,38.400002,27,62.52,8.24,33.93,34.240002,47.700001
7/9/2020,12.43,51.919998,29.9,39.73,27.42,64.489998,8.08,33.150002,34.02,47.16
7/10/2020,12.6,48.549999,30.700001,40.080002,26.559999,68.470001,8.26,33.139999,33.84,47.009998
7/13/2020,12.39,49.049999,28.809999,36.75,24.77,61.580002,8.865,31.719999,33.419998,45.73
7/14/2020,12.3,48,27.92,36.75,24.74,62.950001,8.73,30.93,32.369999,44.619999
7/15/2020,12.63,47.119999,30.780001,36.119999,24.620001,63.130001,8.75,32.810001,32.119999,44.93
7/16/2020,12.45,48.220001,29.58,35.099998,24.65,61.290001,8.56,32.349998,31.610001,42.599998
7/17/2020,12.36,46.799999,29.73,37.02,24.93,58.529999,8.47,32.549999,32.110001,42.59
7/20/2020,12,49.43,30.57,38.369999,26.08,64.709999,8.42,33.66,33.290001,44.59
7/21/2020,12.15,48.810001,30.49,38.18,25.719999,62.880001,9.265,32.549999,32.610001,44.939999
7/22/2020,12.04,48.709999,30.84,38.040001,25.389999,64.139999,9.12,32.66,30.940001,45.639999
7/23/2020,12.19,47.52,30.860001,36.43,24.639999,62.310001,8.46,32.169998,30.35,44.32
7/24/2020,12.33,45.959999,30.42,35.720001,24.540001,61.82,8.44,31.18,29.719999,44.630001
7/27/2020,12.18,46.73,29.889999,37.360001,24.27,63.68,8.82,30.99,29.370001,47.23
7/28/2020,12.57,46.32,29.49,37.650002,24,64.110001,8.45,30.809999,28.75,47.279999
7/29/2020,12.32,47.59,29.889999,38.700001,24.950001,66.650002,8.67,31.02,28.6,48.459999
7/30/2020,12.25,49.02,29.48,41.130001,25.190001,65.279999,8.65,30.24,28.77,47.43
7/31/2020,12.16,52.490002,29.23,41.619999,34.290001,68.220001,8.45,30.26,29.549999,46.5
8/3/2020,12.08,56.84,29.09,42.509998,36.080002,72.68,8.53,31.190001,30.5,47.099998
8/4/2020,12.16,58.139999,30.5,42.310001,34.91,70.010002,8.79,32.68,30.540001,47.849998
8/5/2020,12.4,58.82,30.889999,42.490002,35.880001,71.209999,9.37,33.200001,30.01,47.939999
8/6/2020,12.07,56.740002,32.34,41.349998,35.900002,69.720001,9.05,34.709999,30.09,50
8/7/2020,12.5,54.91,30.190001,40.060001,34.98,68.300003,9.05,32.900002,28.950001,48.130001
8/10/2020,12.91,53.400002,31.049999,36.990002,35.860001,67.120003,8.93,32.27,28.120001,47.98
8/11/2020,12.91,50.610001,30.65,37.810001,34.400002,64.959999,8.95,31.209999,27.610001,47.349998
8/12/2020,12.87,53.150002,30.52,38.860001,35.529999,64.360001,9.32,30.84,27.85,46.529999
