Date,ADT,BILI,DBX,GTES,IQ,PAGS,SPOT,WHD,ZS
2/21/2020,6.98,26.879999,22.450001,12.6,24.1,36.580002,146.949997,28.790001,54.509998
2/24/2020,6.94,26.92,21.76,11.76,24.18,34.68,145.330002,27.049999,51.860001
2/25/2020,6.9,26.719999,20.639999,11.31,23.98,34.029999,141.800003,26.26,50.41
2/26/2020,6.29,27.57,19.879999,11.05,24.26,34.57,140.490005,25.51,51.330002
2/27/2020,6.44,26.629999,19.33,10.64,24.42,32.740002,134.509995,25.370001,49.740002
2/28/2020,6.39,25.68,19.559999,10.46,22.43,31.370001,137.119995,27.309999,51.990002
3/2/2020,6.6,27.23,19.290001,10.81,23.790001,31.9,139.339996,28,52.779999
3/3/2020,6.32,26.24,19.315001,10.36,23.360001,32.529999,137.160004,27.299999,51.330002
3/4/2020,6.77,27.549999,19.799999,10.5,23.93,32.669998,144.25,26.950001,53.389999
3/5/2020,6.27,28.110001,19.34,9.79,23.43,29.51,148.080002,25.780001,53.360001
3/6/2020,5.92,26.68,19.41,9.46,21.5,27.5,145.139999,22.639999,49.389999
3/9/2020,5.27,25.120001,17.67,8.96,20.01,24.18,139.779999,14.52,43.939999
3/10/2020,5.24,26,17.389999,9.44,20.85,27.370001,141.899994,14.7,47.009998
3/11/2020,4.75,25.67,16.16,8.78,19.76,25.940001,135.059998,13,42.880001
3/12/2020,4.83,23.799999,15.69,8.01,18.540001,20.93,126.989998,12.69,39.5
3/13/2020,4.7,23.370001,18.35,7.96,18.690001,23.309999,131.559998,12.85,41.889999
3/16/2020,4.03,22.16,16.08,6.23,17.57,20.190001,117.639999,11.47,41.82
3/17/2020,4.3,24.35,16.809999,6.05,18.190001,19.93,118.870003,10.42,46.860001
3/18/2020,3.84,21.01,16.52,6.33,17.02,15.71,121.239998,8.41,50.169998
3/19/2020,3.97,20.84,17.82,7.12,17.15,16.91,129.130005,11.74,51.805
3/20/2020,3.87,20.190001,17.59,6.76,17.540001,15.95,124.360001,11.93,53.639999
3/23/2020,3.72,20.26,17.110001,6.13,17.469999,14.95,118.18,11.62,58.029999
3/24/2020,4.32,22.200001,18.799999,6.71,18.709999,16.870001,129.690002,13.19,62.139999
3/25/2020,4.42,22.870001,18.41,7.22,18.549999,19.99,124.230003,12.64,59.130001
3/26/2020,4.66,23.040001,18.92,7.69,19.51,21.5,126.809998,12.39,60.549999
3/27/2020,4.71,22.110001,17.75,7.45,18.58,18.82,122.540001,11.2,58.630001
3/30/2020,4.34,22.959999,18.15,7.5,18.66,19.459999,121.43,11.14,58.84
3/31/2020,4.32,23.42,18.1,7.38,17.799999,19.33,121.440002,11.6,60.860001
4/1/2020,4.09,24.059999,17.879999,7,18.18,18.5,121.610001,11,61.990002
4/2/2020,4.11,24.42,18.23,6.55,17.9,18.9,121.910004,12.56,61.18
4/3/2020,4.17,24.110001,17.959999,6.16,17.059999,17.32,122.120003,11.46,63.400002
4/6/2020,4.38,25.559999,18.059999,6.94,16.76,19.75,122.519997,13.73,63.310001
4/7/2020,4.2,26.49,17.700001,7.2,17.299999,20.040001,127.610001,13.99,62.360001
4/8/2020,4.7,26.200001,18.290001,7.79,16.51,21.73,126.040001,15.31,64.93
4/9/2020,5.35,26.83,18.059999,7.95,17.370001,21.809999,131.860001,15.73,62.59
4/13/2020,5.15,26.209999,18.530001,7.8,17.43,20.440001,129.830002,15.2,62.169998
4/14/2020,5.71,27.48,19,7.68,18.049999,21.26,135.929993,14.86,66.480003
4/15/2020,5.32,28.1,18.950001,6.92,18.450001,20.76,138.779999,13.82,69.959999
4/16/2020,5.28,28.780001,18.735001,6.8,19.24,21.059999,139.490005,12.38,70.370003
4/17/2020,5.37,29,19.18,7.85,19.280001,21.610001,141.860001,13.17,68
4/20/2020,5.25,29.68,20.34,7.18,19.25,21.059999,144.539993,12.31,70.510002
4/21/2020,5.05,28.57,19.66,7.21,18.57,19.98,139.139999,12.66,65.18
4/22/2020,5.1,30.200001,19.969999,6.94,18.43,21.530001,139.740005,13.39,66.910004
4/23/2020,5.24,28.01,19.834999,7.37,18.139999,22.030001,138.710007,14.33,66.239998
4/24/2020,5.29,27.74,20.205,7.6,17.76,20.639999,137.839996,14.43,67.5
4/27/2020,5.53,27.709999,20.799999,7.94,17.219999,21.549999,140.25,15,70.470001
4/28/2020,5.66,26.959999,20.549999,8.26,16.65,23.1,139.779999,15.37,66.720001
4/29/2020,5.81,27.76,20.98,9.23,17.219999,25.4,155.779999,18.17,66.629997
4/30/2020,5.73,27.389999,21.02,8.59,16.969999,25.33,151.570007,17.780001,67.080002
5/1/2020,5.49,25.139999,19.6,8.33,16.360001,25.559999,144.839996,16.040001,66.849998
5/4/2020,5.5,26.530001,19.879999,8.08,16.43,26.08,145.309998,16.389999,69.080002
5/5/2020,5.58,27.51,20.035,8.08,16.57,27.18,145.020004,15.83,71.230003
5/6/2020,5.53,27.98,20.344999,8.23,16.959999,28.85,148.479996,15.27,72.540001
5/7/2020,5.63,28.65,21.889999,8.15,16.83,27.99,148.039993,15.71,74.879997
5/8/2020,5.65,29,21.879999,8.93,17.530001,28.629999,152.149994,16.879999,74.019997
5/11/2020,6.05,28.68,22.940001,8.93,17.9,27.73,156.020004,16.299999,76.959999
5/12/2020,5.8,29.24,22.129999,8.69,17.799999,26,153.940002,17.09,76.449997
5/13/2020,5.65,30.68,21.52,8.71,17.33,23.67,148.979996,15.55,75.160004
5/14/2020,5.85,31.030001,21.5,8.54,17.48,23,152.070007,15.88,75.620003
5/15/2020,6.02,30.879999,22.370001,8.59,17.950001,24.65,158.830002,16.41,76.389999
5/18/2020,6.3,33.66,21.59,9.67,18.33,27.34,161.429993,18,73.809998
5/19/2020,6.41,35.220001,21.75,9.14,17.66,27.32,175.029999,16.620001,75.239998
5/20/2020,6.2,32.700001,22.225,9.56,16.76,26.93,189.800003,18.209999,77.059998
5/21/2020,6.42,33.93,22.129999,9.75,16.5,26.219999,192.740005,18.200001,75.629997
5/22/2020,6.52,33.040001,21.665001,9.54,15.5,26.299999,190.169998,17.950001,76.940002
5/26/2020,6.92,33.130001,22.9,10.12,15.87,28.1,191,18.540001,76.519997
5/27/2020,6.86,32.299999,22.809999,10.49,15.93,30.26,185.949997,19.379999,74.529999
5/28/2020,6.97,30.74,22.59,10.06,15.77,29.809999,177.220001,20.1,75.800003
5/29/2020,7.08,32.43,22.57,10.05,16.59,31.73,180.929993,19.08,98.089996
6/1/2020,7.95,33.060001,23.540001,10.14,16.700001,33.02,182.710007,19.24,109.980003
6/2/2020,8.13,34.189999,23.27,10.22,17.200001,32.32,189.360001,19.83,106.169998
6/3/2020,7.94,34.150002,23.549999,10.62,17.860001,34.860001,184.630005,19.709999,107.410004
6/4/2020,8.12,33.560001,23.280001,10.84,17.75,35.490002,181.839996,21.200001,103.050003
6/5/2020,8.37,34.5,21.98,11.37,18.059999,36.630001,184.279999,22.139999,99.309998
6/8/2020,8.53,34.959999,22.540001,11.86,17.51,36.799999,187.300003,24.209999,102.739998
6/9/2020,8.49,33.869999,21.93,11.41,18.09,37.5,191.309998,23.549999,103.589996
6/10/2020,8.36,35.48,21.98,11,18.25,37.93,189.399994,21.85,105.720001
6/11/2020,7.91,33.900002,20.42,10.28,17.84,34.689999,178.679993,20.17,102.68
6/12/2020,8.02,35.869999,21.030001,10.5,17.799999,36.93,180.070007,20.09,102.470001
6/15/2020,8.24,38.209999,21.52,10.62,19.15,36,187.880005,20.440001,104.519997
6/16/2020,8.45,39.34,22.549999,10.98,24.1,37.18,185.479996,20.540001,102.809998
6/17/2020,8.5,41.110001,22.709999,10.71,24.73,36.959999,199.830002,19.76,106.18
6/18/2020,8.33,42.610001,23,10.67,24.82,36.490002,225.279999,19.74,113.050003
6/19/2020,7.99,44.720001,23.299999,10.66,24.459999,36.130001,231.289993,19.629999,108.57
6/22/2020,8.01,42.889999,23.51,10.45,24.27,35.98,236.059998,19.959999,109.669998
6/23/2020,8.19,44.639999,23.65,10.35,23.75,36.349998,241.759995,20.280001,110.309998
6/24/2020,7.78,44.029999,22.639999,9.93,22.92,35,242.860001,19.83,108.260002
6/25/2020,7.76,44.57,22.16,10,22.57,35.490002,267.470001,20.309999,111.610001
6/26/2020,7.62,44.52,21.469999,9.86,22.719999,34.27,264.950012,19.75,106
6/29/2020,7.82,45.5,21.290001,10.14,23.26,35.16,265.140015,19.77,105.389999
6/30/2020,7.98,46.32,21.77,10.28,23.190001,35.34,258.190002,20.629999,109.5
7/1/2020,7.91,47.150002,21.780001,9.87,23.139999,35.939999,258.899994,19.92,111.510002
7/2/2020,7.71,48.18,21.65,9.87,23.82,37.459999,271.48999,20.09,110.209999
7/6/2020,7.78,44.139999,22.42,9.98,23.940001,37.889999,260.26001,20.67,114.779999
7/7/2020,7.6,46.23,22.440001,9.9,23.33,38.790001,261.98999,20.16,113.839996
7/8/2020,7.66,46.669998,22.74,9.94,22.889999,38.689999,269.26001,19.99,120.849998
7/9/2020,7.4,48.23,22.4,9.73,23.139999,37.5,274.790009,19.139999,127.410004
7/10/2020,7.6,47.549999,22.110001,9.94,22.99,37.169998,278.23999,19.58,125.489998
7/13/2020,7.61,45.310001,20.26,9.87,22.860001,35.110001,261.190002,19.41,119.910004
7/14/2020,7.8,43.98,20.290001,10.24,23.25,35.189999,262.799988,20.219999,122.43
7/15/2020,8.33,43.220001,20.85,10.6,23.02,35.959999,258.5,21.440001,119.839996
7/16/2020,8.28,42.540001,20.66,10.59,22.59,35.07,268.679993,20.879999,117.150002
7/17/2020,8.18,41.900002,20.83,10.68,22.309999,36.110001,263.230011,20.92,120.309998
7/20/2020,8.05,42.380001,22.889999,10.65,22.68,38.220001,291.190002,20.76,127.599998
7/21/2020,8.02,44.16,22.42,10.85,22.65,37.869999,276.380005,22.280001,125.470001
7/22/2020,8.08,42.310001,22.15,10.9,22.530001,38.669998,289.619995,21.6,125.110001
7/23/2020,7.99,41,21.84,11.22,21.18,37.259998,267.540009,22.4,123.459999
7/24/2020,7.96,40.099998,21.35,10.85,20.4,37.139999,268.73999,21.91,121.720001
7/27/2020,8,41.32,21.549999,11.1,20.709999,37.900002,272.5,22.66,124.870003
7/28/2020,7.91,40.860001,22.27,10.81,20.66,37.669998,267.119995,22.120001,124.379997
7/29/2020,8.44,41.77,22.559999,11.12,20.75,39.52,262.209991,22.91,126.970001
7/30/2020,8.65,41.299999,22.389999,10.84,20.66,39.41,261.790009,22.540001,129.289993
7/31/2020,8.61,43.580002,22.75,10.54,21.1,38.23,257.820007,22.620001,129.850006
8/3/2020,13.48,46.029999,23.16,10.87,21.700001,38.709999,254.429993,23.469999,132.580002
8/4/2020,12.77,45.189999,23.23,11.14,22.719999,39,250.020004,23.700001,132.490005
8/5/2020,12.78,45.52,23.219999,11.8,22.77,39.509998,249.25,24.360001,134.529999
8/6/2020,12.02,44.439999,23.27,11.5,22.92,40.5,255.320007,23.99,132.279999
8/7/2020,12.2,41.610001,20.690001,11.75,22.610001,40.220001,252.119995,24.09,125.849998
8/10/2020,11.93,41,19.92,12.13,22.5,38.240002,248.990005,24.99,122.389999
8/11/2020,11.62,40.34,19.66,12.16,22.110001,37.740002,253.720001,24.879999,117.510002
8/12/2020,11.94,40.939999,19.639999,12.38,22.219999,39.139999,253.289993,24.950001,119.339996
8/13/2020,11.88,41.75,19.629999,12.23,21.68,40.119999,253.660004,24.950001,122.07
8/14/2020,11.79,41.580002,19.5,12.19,19.26,39.549999,251.320007,24.969999,122.889999
8/17/2020,11.52,43.490002,19.92,11.76,19.27,41.150002,259.910004,24.799999,124.489998
8/18/2020,11.38,45.310001,20.48,11.56,19.129999,42.689999,256.799988,23.879999,127.970001
8/19/2020,11.5,45.27,20.139999,11.59,18.83,41.869999,261.720001,23.85,128.259995
8/20/2020,11.58,45.07,20.16,11.49,18.91,42.009998,269.329987,23.309999,136.419998
8/21/2020,11.46,44.990002,20.120001,11.47,19.02,43.09,270.980011,22.75,135.220001
8/24/2020,11.37,46.119999,20.209999,11.72,19.459999,43.82,269.130005,23.68,135.740005
8/25/2020,11.26,47,20.139999,11.91,19.629999,44.75,268.690002,23.780001,135.630005
8/26/2020,11.07,48.720001,20.57,11.76,19.559999,44.189999,278.290009,22.709999,140
8/27/2020,11.01,45.139999,20.309999,11.62,19.610001,44.189999,272.01001,22.870001,138.759995
8/28/2020,10.95,47.389999,20.719999,11.78,21.43,44.209999,279.359985,23.26,141.130005
8/31/2020,10.65,47.25,21.17,11.29,21.65,42.139999,282.160004,22.09,143.339996
9/1/2020,11.1,52.25,21.32,11.72,22.73,43.799999,291.75,21.99,159.360001
9/2/2020,10.86,50.880001,21.75,11.97,22.209999,42.470001,276.290009,21.719999,158.520004
9/3/2020,10.3,47.27,20.57,11.31,22.09,39.82,261.660004,22,143.449997
9/4/2020,10.29,47.02,19.75,11.46,22.01,39.119999,248.210007,22.17,134.339996
9/8/2020,10.32,44.389999,19.879999,11.12,21.24,37.34,240.020004,20.379999,133.169998
9/9/2020,10.72,45.099998,20.355,11.37,21.08,37.259998,244.929993,20.59,134.190002
9/10/2020,10.94,42.970001,19.764999,11.01,21.4,36.650002,247.779999,19.51,132.610001
9/11/2020,10.95,43.02,19.85,11.23,21.32,35.16,241.600006,20.360001,128.5
9/14/2020,10.8,43.950001,20.18,11.4,22.309999,36.290001,238.550003,20.370001,130.100006
9/15/2020,10.8,45.389999,20.35,12.08,22.26,37.259998,237.910004,20.360001,132.639999
9/16/2020,9.36,44.150002,20.219999,11.96,22.75,37.25,234.850006,20.709999,131.059998
9/17/2020,9.17,44.220001,19.5,11.91,22.879999,37.490002,234.309998,20.469999,127.209999
9/18/2020,8.72,43.080002,19.280001,11.83,23.200001,37.5,233.889999,20.85,129.100006
9/21/2020,8.72,43.09,19.23,10.97,23.51,37.52,239.339996,19.66,134.929993
9/22/2020,8.64,43.310001,19.530001,11.05,23.58,38.84,241.009995,19.68,137.990005
9/23/2020,8.18,41.849998,19.18,10.86,23.66,36.330002,235.050003,17.93,135.610001
9/24/2020,8.25,41.889999,18.780001,10.72,23.799999,36.369999,231.259995,17.84,134.559998
9/25/2020,8.17,42.200001,19.15,10.82,23.290001,37.299999,235.979996,18.16,138.270004
9/28/2020,8.42,41.810001,19.280001,11.08,22.58,37.73,236.419998,18.99,138.419998
9/29/2020,8.36,40.66,19.129999,11.13,22.799999,37.540001,242.449997,19.290001,140.490005
9/30/2020,8.17,41.599998,19.26,11.12,22.58,37.709999,242.570007,19.190001,140.690002
10/1/2020,8.16,42.509998,19.475,10.98,23.18,39.139999,250.190002,18.799999,144.294998
10/2/2020,8.19,41.799999,19.18,11.22,22.85,38.52,240.279999,20.08,142.050003
10/5/2020,8.2,45.099998,19.51,11.71,23.4,38.779999,251.369995,20.42,145.309998
10/6/2020,8.36,48.169998,19.280001,11.53,23.77,38.529999,248.539993,20.059999,145.509995
10/7/2020,8.42,47.669998,19.66,11.94,24.4,40,251.509995,20.24,147.679993
10/8/2020,8.41,46.599998,19.67,12.05,23.73,40.880001,249.800003,20.85,147.660004
10/9/2020,8.34,48.419998,20.389999,11.81,23.93,41.849998,250,20.379999,151.960007
10/12/2020,8.37,47.880001,20.030001,11.97,23.66,40.889999,251.440002,20.299999,151.149994
10/13/2020,8.27,47.66,20.34,12.21,23.450001,40.450001,266.950012,19.360001,154.419998
10/14/2020,8.08,43.689999,19.84,11.99,23,39.540001,257.619995,19.59,155.089996
10/15/2020,8.12,43.759998,20.139999,12.06,22.969999,39.189999,261.549988,18.969999,154.970001
10/16/2020,7.94,43.82,20.32,12.13,22.389999,39.459999,262.549988,18.559999,154.850006
10/19/2020,7.62,44,19.889999,11.8,22.52,38.740002,261.01001,18.25,153.169998
10/20/2020,7.63,45.240002,19.780001,12.06,22.51,39.23,260.950012,18.559999,150.800003
10/21/2020,7.47,45.16,19.98,11.78,22.940001,40.439999,271.320007,18.440001,146.850006
10/22/2020,7.39,45.299999,20.200001,11.87,23.02,39.349998,271.880005,18.6,146.580002
10/23/2020,7.47,44.439999,19.719999,11.93,23.190001,40.48,283.48999,18.709999,147.050003
10/26/2020,7.38,45,19.125,11.56,23.1,38.84,284.959991,17.73,149
10/27/2020,7.16,45.82,19.030001,11.51,23.98,38.810001,287.450012,17.6,148.639999
10/28/2020,7.02,44.369999,18.610001,11.2,24.6,36.52,276.140015,16.75,144.059998
10/29/2020,6.79,46.41,18.75,11.24,25.040001,37.369999,266.869995,17.07,142.559998
10/30/2020,6.59,44.669998,18.26,11.1,24.700001,36.610001,239.889999,17,135.75
11/2/2020,6.71,44.459999,17.969999,11.8,25.190001,37.490002,231.600006,17.870001,134.429993
11/3/2020,6.73,44.619999,18.200001,12.07,24.92,38.599998,236.529999,18.290001,134.649994
11/4/2020,6.91,48.16,18.549999,11.88,26.26,40.84,239.279999,17.75,145.350006
11/5/2020,7.21,46.060001,20.120001,12.24,25.799999,43.630001,256.380005,18.959999,150.070007
11/6/2020,7.21,48.869999,19.145,12.04,25.799999,44.220001,276.100006,18.82,150.059998
11/9/2020,7.32,46.040001,18.75,12.58,26.969999,43.599998,274.200012,23.700001,128.770004
11/10/2020,7.32,43.700001,18.469999,12.87,26.360001,43.810001,249.990005,23.73,127.760002
11/11/2020,7.56,44.200001,18.82,12.85,26.129999,44.279999,261.040009,22.74,135.490005
11/12/2020,7.31,45.900002,18.77,12.57,26.17,43.369999,258.690002,22.58,140.059998
11/13/2020,7.54,48.900002,19.059999,12.75,26.700001,43.639999,253.5,23.209999,131.919998
11/16/2020,7.57,50.049999,18.690001,13.02,27.77,44.220001,245.850006,24.940001,133.520004
11/17/2020,7.63,50.049999,18.549999,12.89,23.709999,45.240002,250.440002,24.6,136.639999
11/18/2020,7.68,47.849998,18.43,13.22,22.58,43.939999,253.020004,23.719999,135.380005
11/19/2020,8.03,58.459999,18.92,12.91,22.6,43.939999,249.940002,23.860001,138.539993
11/20/2020,7.76,60,19.030001,12.89,22.629999,42.57,260,23.49,143.009995
11/23/2020,8.02,63.32,19.120001,13.04,22.139999,44,268.859985,24.68,143.039993
11/24/2020,8.16,62.84,18.450001,13.4,22.25,46.619999,270.140015,26.049999,141.190002
11/25/2020,8.01,62.009998,19.110001,13.41,22.389999,48.139999,270.089996,25.4,146.940002
11/27/2020,8.08,64.860001,19.540001,13.36,22.01,47.68,277.619995,25.07,149.740005
11/30/2020,7.77,62.860001,19.969999,12.88,22.360001,47.360001,291.369995,23.200001,155.75
12/1/2020,7.76,60.82,20.17,13.19,22.6,48.439999,284.98999,24.58,151.679993
12/2/2020,7.95,61.790001,20.110001,13.09,22.85,47.970001,320.890015,25.219999,146.789993
12/3/2020,7.76,62.330002,20.23,12.79,22.809999,47.849998,316.429993,25.120001,185.610001
12/4/2020,8.45,67.790001,20.35,13.1,23.030001,48.169998,319.769989,27.709999,180.75
12/7/2020,8.12,72.550003,20.5,13.14,21.950001,47.389999,342,27.16,178.110001
12/8/2020,8.48,75.300003,21.59,13.26,21.700001,48.290001,332.859985,27.4,184.600006
12/9/2020,8.63,73.059998,21.26,13.58,21.559999,46.459999,332.450012,26.700001,176.699997
12/10/2020,8.69,75.709999,21.24,13.34,21.780001,46.59,343.299988,27.33,179.75
12/11/2020,8.46,75.910004,22.49,13.27,22.549999,47.419998,341.220001,26.92,181.910004
12/14/2020,8.36,78.199997,23.32,13.12,22.6,49.84,320.339996,26.620001,183.449997
12/15/2020,8.62,76.660004,23.120001,13.48,22.309999,52.740002,326.970001,28.15,181.240005
12/16/2020,8.49,78.830002,23.52,13.3,18.105,53.939999,318.529999,27.49,184.029999
12/17/2020,8.41,82.190002,23.889999,13.26,17.360001,54.580002,328.059998,27.07,187.759995
12/18/2020,8.43,84.68,23.68,13.25,17.23,54.369999,336.100006,26.530001,195.880005
12/21/2020,8.19,87.610001,23.549999,13.08,17.01,54.07,325.570007,25.629999,199.619995
12/22/2020,8.13,85.879997,24.870001,12.85,16.969999,54.799999,321.959991,25.4,206.779999
12/23/2020,8.17,82.779999,24.610001,13.07,17.110001,53.849998,330.790009,26.450001,207.470001
12/24/2020,8.1,82.010002,24.65,13.09,17.440001,53.82,328.390015,25.940001,205.270004
12/28/2020,8,81.379997,23.6,12.95,17.08,54.619999,317.290009,25.940001,199.369995
12/29/2020,7.81,82.449997,22.93,12.81,17.549999,54.150002,318.429993,25.360001,197.839996
12/30/2020,7.93,94.349998,22.6,12.84,17.540001,55.93,319.350006,25.82,201.309998
12/31/2020,7.85,85.720001,22.190001,12.76,17.48,56.880001,314.660004,26.07,199.710007
1/4/2021,7.84,94.739998,22.049999,12.5,18.040001,54.5,311,26.67,196.089996
1/5/2021,8.05,102.459999,22.23,12.91,18.639999,54.389999,313.720001,28.610001,193.479996
1/6/2021,8.24,105.599998,21.85,13.59,18.610001,52.27,314.23999,30.190001,184.419998
1/7/2021,8.4,111.400002,22.559999,13.77,18.82,53.799999,331.359985,30.76,193.050003
1/8/2021,8.83,118.470001,22.5,13.78,19.610001,54.599998,353.109985,30.549999,197.369995
1/11/2021,8.6,112.470001,23.35,13.8,20.01,52.880001,344.070007,29,198.699997
1/12/2021,8.95,115.440002,23.610001,13.92,19.469999,52.779999,347.01001,29.84,205.899994
1/13/2021,8.74,119.309998,22.120001,13.84,19.309999,52.84,347.059998,28.209999,207.080002
1/14/2021,9.01,123.220001,22.690001,14.21,19.85,53.400002,342.269989,29.16,209.869995
1/15/2021,8.78,122.629997,22.08,14.5,19.76,52.509998,319.820007,28.17,211.059998
1/19/2021,8.87,127.879997,21.77,14.65,19.49,54.889999,319.75,28.700001,212
1/20/2021,9.21,127.800003,22.17,14.65,21.139999,58.07,331.410004,29.290001,214.759995
1/21/2021,9.13,123.879997,21.940001,14.5,20.860001,57.110001,348.299988,28.07,213.630005
1/22/2021,9,133.75,22.16,14.81,20.620001,56.09,338.959991,29.02,217.360001
1/25/2021,8.9,134.270004,22.02,14.81,20.799999,53.93,333.609985,27.59,207.660004
1/26/2021,9.97,126,22.200001,15.86,20.889999,51.5,337.01001,26.82,197
1/27/2021,10.21,120.43,24.26,15.15,21.799999,46.970001,330.190002,25.030001,199.220001
1/28/2021,9.63,119,23.084999,14.73,21.93,49.669998,325.440002,26.74,206.279999
1/29/2021,9.03,113.889999,22.629999,14.12,21.85,48.950001,315,26.200001,199.699997
2/1/2021,8.84,121.639999,22.889999,14.41,21.889999,52.009998,332.649994,26.6,204.470001
2/2/2021,8.89,129.979996,23.110001,14.58,22.219999,54.23,345.049988,26.809999,216.710007
2/3/2021,9.25,135.190002,23.92,14.81,22.82,53.299999,317.25,28.41,209.559998
2/4/2021,9.37,142.570007,23.690001,15.12,23.200001,55.240002,314.700012,28.93,213.75
2/5/2021,9.3,138.979996,24.84,15.37,23.209999,56.220001,310.769989,29.030001,216.779999
2/8/2021,9.38,144.039993,24.82,15.38,23.549999,57.23,323.790009,30.01,215.869995
2/9/2021,9.45,140.119995,24.15,15.93,25,59.439999,334,29.620001,220
2/10/2021,9.34,156.369995,23.91,16.110001,25.139999,61.490002,335.709991,29.469999,223.089996
2/11/2021,9.26,148.520004,23.700001,16.17,26.32,61.919998,331.899994,28.790001,222.889999
2/12/2021,9.33,153.119995,24.51,16.299999,26.459999,61.82,339.700012,28.709999,226.479996
2/16/2021,9.33,148.839996,24.49,16.6,25.110001,61.509998,353.730011,29.4,223.630005
2/17/2021,9.41,146.839996,24.1,16.66,24.98,61,355.190002,29.370001,224.830002
2/18/2021,9.39,143.470001,24.370001,16.35,25.610001,59.73,354.880005,29.559999,223.380005
2/19/2021,9.68,143.600006,23.455,16.99,24.719999,61.450001,364.589996,29.85,226.029999
2/22/2021,9.72,129.110001,22.5,17.18,23.879999,58.349998,349.910004,30.67,213.449997
2/23/2021,9.91,129.259995,23.18,17.870001,24.75,58.049999,336.309998,30.530001,206.509995
2/24/2021,10.25,127.139999,22.92,16.440001,24.870001,57.939999,334.690002,33.900002,207.809998
2/25/2021,9.48,131.839996,22.639999,15.64,25.26,55.299999,303.059998,32.790001,195.789993
2/26/2021,7.61,125.970001,22.545,15,25.33,58.060001,307.380005,31.870001,205.029999
3/1/2021,7.74,144.669998,23.15,15.47,25.450001,61.689999,321.279999,34.380001,210.160004
3/2/2021,7.18,137.940002,22.950001,15.49,25.93,60.110001,322.73999,33.279999,202.610001
3/3/2021,7.07,138.779999,22.42,15.81,26.389999,55.639999,300.23999,33.400002,187.830002
3/4/2021,6.87,126.660004,23.049999,15.21,25.620001,52.630001,285.01001,34.66,180.899994
3/5/2021,7.24,118.839996,23.48,16.07,26.07,53.099998,274.980011,36.889999,175.369995
3/8/2021,7.61,98.589996,23.76,15.83,25.76,49.439999,258.329987,38.68,167.839996
3/9/2021,7.61,107.400002,24.74,15.35,27.09,51.549999,273.579987,32.48,181.429993
3/10/2021,7.93,103.099998,24.48,16.15,27.83,49.580002,270.190002,33.459999,180.070007
3/11/2021,8.57,110.440002,25.450001,16.5,27.690001,52.200001,286.959991,32.82,188.869995
3/12/2021,8.32,109.989998,27.059999,16.559999,26.440001,51.740002,279.890015,33.099998,184.610001
3/15/2021,8.25,111.650002,27.959999,16.780001,25.139999,51.450001,285.459991,32.950001,184.270004
3/16/2021,8.33,113.309998,27.75,16.59,25.5,50.52,284.690002,31.75,182.179993
3/17/2021,8.22,111.349998,28.059999,17.09,26.030001,50.18,283.350006,32.07,185.330002
3/18/2021,7.96,108.82,26.34,16.75,26.629999,47.080002,271.730011,30.280001,178.210007
3/19/2021,7.95,108.860001,26.860001,16.790001,27.77,48.23,272.109985,30.690001,181.559998
3/22/2021,7.99,106.879997,27.32,16.49,28.040001,47.790001,275.470001,30.549999,182.610001
3/23/2021,7.78,105.989998,27.35,15.58,28.91,47.32,267.299988,29.540001,183
3/24/2021,7.75,95.699997,26.540001,15.7,23.17,45.540001,258.679993,30.26,175.100006
3/25/2021,8.01,95.650002,26.35,16.07,20.08,46.150002,254.630005,30.889999,172.850006
3/26/2021,8.21,97.080002,26.59,16.25,17.43,45.990002,261.309998,31.799999,169.779999
3/29/2021,8.32,101.540001,26.16,15.72,16.549999,44.299999,252.589996,30.280001,165.75
3/30/2021,8.29,105.050003,26.25,16.02,17.209999,45.619999,257.690002,30.129999,165.789993
3/31/2021,8.44,107.059998,26.66,15.99,16.620001,46.299999,267.950012,30.620001,171.669998
4/1/2021,8.46,111.980003,27.389999,16.35,16.639999,48.529999,273.100006,31.190001,175.770004
4/5/2021,8.89,110.419998,27.870001,16.450001,16.99,47.639999,273.299988,30.99,175.190002
4/6/2021,9.02,114.150002,27.809999,16.58,18.68,48.299999,282.339996,30.73,182.119995
4/7/2021,8.94,106.75,27.620001,16.440001,17.6,46.869999,280.149994,30.9,180.020004
4/8/2021,9.21,109.150002,27.690001,16.440001,17.24,48.220001,280.940002,30.02,185.190002
4/9/2021,9.5,105.800003,26.99,16.91,16.799999,47.919998,279.200012,29.67,185.039993
4/12/2021,9.52,103,26.049999,16.969999,16.16,46.540001,276.910004,30.129999,188.380005
4/13/2021,9.25,104.43,26.17,16.43,16.66,47.099998,293.119995,28.700001,196.649994
4/14/2021,9.32,103.040001,26.32,16.57,15.35,45.900002,287.600006,30.120001,192.389999
4/15/2021,9.45,103,26.370001,17.09,15.17,46.400002,299.73999,29.190001,195.919998
4/16/2021,9.62,103.480003,26.379999,17.23,15.22,46.310001,292.019989,29.129999,192.490005
4/19/2021,9.2,105.720001,26.120001,17.4,15,44.599998,280.369995,28.959999,190.940002
4/20/2021,8.76,100.639999,25.719999,16.77,14.15,43.700001,271.200012,27.719999,186.080002
4/21/2021,8.91,104.160004,25.85,17.110001,15.26,44.990002,261.709991,28.129999,186.119995
4/22/2021,8.89,108.150002,25.99,17.01,15.43,45.200001,265.160004,28.08,190.029999
