Date,SPY,NLSN,ARCO,GRPN,HCA,KMI,YNDX,ZNGA
1/3/2011,127.050003,,,,,,,
1/4/2011,126.980003,,,,,,,
1/5/2011,127.639999,,,,,,,
1/6/2011,127.389999,,,,,,,
1/7/2011,127.139999,,,,,,,
1/10/2011,126.980003,,,,,,,
1/11/2011,127.43,,,,,,,
1/12/2011,128.580002,,,,,,,
1/13/2011,128.369995,,,,,,,
1/14/2011,129.300003,,,,,,,
1/18/2011,129.520004,,,,,,,
1/19/2011,128.25,,,,,,,
1/20/2011,128.080002,,,,,,,
1/21/2011,128.369995,,,,,,,
1/24/2011,129.100006,,,,,,,
1/25/2011,129.169998,,,,,,,
1/26/2011,129.669998,,,,,,,
1/27/2011,129.990005,25.4,,,,,,
1/28/2011,127.720001,25,,,,,,
1/31/2011,128.679993,26.07,,,,,,
2/1/2011,130.740005,25.75,,,,,,
2/2/2011,130.490005,25.950001,,,,,,
2/3/2011,130.779999,25.950001,,,,,,
2/4/2011,131.149994,26.08,,,,,,
2/7/2011,131.970001,25.790001,,,,,,
2/8/2011,132.570007,26.030001,,,,,,
2/9/2011,132.270004,25.58,,,,,,
2/10/2011,132.320007,25.4,,,,,,
2/11/2011,133.110001,25.219999,,,,31.049999,,
2/14/2011,133.429993,25.370001,,,,30.700001,,
2/15/2011,133.009995,25.379999,,,,30.940001,,
2/16/2011,133.850006,26,,,,30.719999,,
2/17/2011,134.25,27.01,,,,30.549999,,
2/18/2011,134.529999,27.690001,,,,31.370001,,
2/22/2011,131.830002,26.42,,,,30.719999,,
2/23/2011,131.020004,26.66,,,,30.42,,
2/24/2011,130.929993,25.950001,,,,30.459999,,
2/25/2011,132.330002,25.99,,,,30.5,,
2/28/2011,133.149994,26.59,,,,30.5,,
3/1/2011,130.929993,27.129999,,,,30.450001,,
3/2/2011,131.210007,26.92,,,,30.57,,
3/3/2011,133.470001,26.74,,,,30.77,,
3/4/2011,132.470001,26.549999,,,,30.85,,
3/7/2011,131.429993,27,,,,30.9,,
3/8/2011,132.580002,27.1,,,,30.969999,,
3/9/2011,132.389999,26.969999,,,,30.75,,
3/10/2011,129.940002,26.02,,,31.02,30.1,,
3/11/2011,130.839996,26,,,31.120001,30.1,,
3/14/2011,130.050003,26.459999,,,30.91,29.99,,
3/15/2011,128.559998,26.34,,,31.34,29.879999,,
3/16/2011,126.18,26.030001,,,31.25,30.049999,,
3/17/2011,127.849998,26.09,,,31.91,30.15,,
3/18/2011,127.760002,26.639999,,,33.060001,30.5,,
3/21/2011,129.740005,27,,,32.25,30.82,,
3/22/2011,129.289993,27.15,,,31.870001,30.700001,,
3/23/2011,129.660004,26.780001,,,32.68,30.02,,
3/24/2011,130.899994,27.059999,,,32.689999,30.049999,,
3/25/2011,131.300003,27.620001,,,32.950001,29.52,,
3/28/2011,130.979996,27.49,,,33.040001,29.620001,,
3/29/2011,131.860001,27.940001,,,33.889999,29.790001,,
3/30/2011,132.770004,27.82,,,34.240002,29.690001,,
3/31/2011,132.589996,27.309999,,,33.869999,29.639999,,
4/1/2011,133.149994,27.290001,,,33.740002,29.5,,
4/4/2011,133.259995,27.75,,,33.669998,29.440001,,
4/5/2011,133.240005,27.41,,,34.02,29.440001,,
4/6/2011,133.660004,27.5,,,33.299999,29.459999,,
4/7/2011,133.320007,27.48,,,33.66,29.219999,,
4/8/2011,132.860001,27.030001,,,33.169998,29.33,,
4/11/2011,132.460007,27.65,,,32.119999,29.25,,
4/12/2011,131.470001,28.08,,,31.530001,28.73,,
4/13/2011,131.460007,28.07,,,32.060001,28.83,,
4/14/2011,131.559998,27.66,21.200001,,32.139999,29.120001,,
4/15/2011,132.039993,28.02,21.360001,,31.98,28.879999,,
4/18/2011,130.559998,27.299999,22.9,,32.080002,28.52,,
4/19/2011,131.309998,27.6,24.73,,31.74,28.780001,,
4/20/2011,133.100006,27.280001,24.040001,,31.65,29.450001,,
4/21/2011,133.779999,28.75,23.67,,31.4,29.629999,,
4/25/2011,133.639999,28.6,23.559999,,31.4,29.360001,,
4/26/2011,134.789993,28.469999,22.879999,,32,29.120001,,
4/27/2011,135.669998,28.719999,22.389999,,32.650002,28.860001,,
4/28/2011,136.110001,29.32,22.1,,32.57,28.83,,
4/29/2011,136.429993,29.889999,22.030001,,32.799999,28.58,,
5/2/2011,136.220001,29.83,22.5,,33.439999,28.82,,
5/3/2011,135.729996,29.35,22.690001,,32.610001,28.190001,,
5/4/2011,134.830002,28.85,22.65,,33.549999,27.959999,,
5/5/2011,133.610001,29.77,22.610001,,34.34,27.98,,
5/6/2011,134.199997,29.83,22.030001,,34.25,28,,
5/9/2011,134.720001,30.290001,22.48,,34.490002,28.290001,,
5/10/2011,135.869995,30.219999,22.24,,34.59,28.52,,
5/11/2011,134.440002,30.190001,21.809999,,34.540001,28.309999,,
5/12/2011,135.080002,30.27,21.48,,34.509998,28.450001,,
5/13/2011,134.039993,30.6,22.25,,34.599998,27.93,,
5/16/2011,133.190002,30.9,21.9,,34.25,27.540001,,
5/17/2011,133.169998,32.060001,21.75,,34.540001,27.5,,
5/18/2011,134.360001,32.029999,22.35,,35.07,27.559999,,
5/19/2011,134.679993,31.700001,22.25,,35.049999,28.290001,,
5/20/2011,133.610001,31.940001,22.01,,34.630001,28.5,,
5/23/2011,132.059998,31.450001,22,,34.41,28.33,,
5/24/2011,131.949997,30.610001,22.01,,34.490002,29.059999,,
5/25/2011,132.389999,30.74,21.9,,34.68,29.02,,
5/26/2011,133,31.02,22.67,,34.830002,28.690001,,
5/27/2011,133.509995,31.360001,23.139999,,34.740002,29.18,,
5/31/2011,134.899994,31.49,22.75,,34.889999,29.290001,,
6/1/2011,131.869995,30.83,22.09,,34.77,29,,
6/2/2011,131.729996,32,22.370001,,34.360001,29.379999,,
6/3/2011,130.419998,31.620001,22.969999,,34.139999,29.75,,
6/6/2011,129.039993,31.15,22.66,,33.740002,29.52,,
6/7/2011,128.960007,31.77,23.15,,34.52,29.790001,,
6/8/2011,128.419998,31.440001,21.73,,34.759998,29.73,,
6/9/2011,129.399994,31.49,21.85,,35.240002,29.690001,,
6/10/2011,127.599998,30.559999,21.34,,33.900002,29.530001,,
6/13/2011,127.699997,30.639999,21.01,,33.650002,29.450001,,
6/14/2011,129.320007,30.610001,20.790001,,33.540001,29.5,,
6/15/2011,127.019997,29.74,20.73,,33.150002,29.360001,,
6/16/2011,127.300003,29.129999,20.950001,,33.869999,29.209999,,
6/17/2011,127.050003,30.280001,20.15,,34.59,29.700001,,
6/20/2011,127.699997,29.540001,20.450001,,34.23,29.610001,,
6/21/2011,129.449997,30.549999,21.16,,33.900002,29.620001,,
6/22/2011,128.669998,30.01,20.73,,33.419998,29.620001,,
6/23/2011,128.300003,30.75,20.91,,33.209999,29.1,,
6/24/2011,126.809998,29.969999,20.75,,32.25,28.6,,
6/27/2011,127.940002,29.4,20.700001,,32.48,28.26,,
6/28/2011,129.610001,29.93,21.25,,32.75,28.299999,,
6/29/2011,130.720001,30.5,21.25,,32.759998,28.4,,
6/30/2011,131.970001,31.16,21.09,,33,28.73,,
7/1/2011,133.919998,30.84,21.5,,33.060001,29.27,,
7/5/2011,133.809998,30.9,21.809999,,33.169998,29.26,,
7/6/2011,133.970001,30.690001,22.02,,33.990002,29.110001,,
7/7/2011,135.360001,31.360001,22.459999,,34.290001,28.98,,
7/8/2011,134.399994,30.620001,22.35,,33.830002,28.92,,
7/11/2011,131.970001,30.08,21.959999,,33.060001,28.360001,,
7/12/2011,131.399994,30.049999,21.719999,,32.799999,28.17,,
7/13/2011,131.839996,30.1,21.280001,,33.240002,28.190001,,
7/14/2011,130.929993,30.299999,21,,33.220001,28.030001,,
7/15/2011,131.690002,31.040001,20.709999,,33.220001,28.59,,
7/18/2011,130.610001,30.530001,19.98,,32.59,28.190001,,
7/19/2011,132.729996,30.84,21.34,,33.029999,28.35,,
7/20/2011,132.649994,30.219999,21.5,,33.25,28.5,,
7/21/2011,134.490005,30.51,21.790001,,34.43,28.51,,
7/22/2011,134.580002,30.940001,23.5,,34.610001,28.360001,,
7/25/2011,133.830002,30.379999,23.469999,,27.969999,27.5,,
7/26/2011,133.330002,30.290001,23.51,,28.040001,27.57,,
7/27/2011,130.600006,30.389999,22.9,,27.370001,28.18,,
7/28/2011,130.220001,30.389999,22.709999,,27.219999,28.16,,
7/29/2011,129.330002,29.959999,23.459999,,26.68,28.23,,
8/1/2011,128.779999,29.889999,23.51,,24.940001,28.23,,
8/2/2011,125.489998,29,25.129999,,24.639999,27.85,,
8/3/2011,126.169998,29.110001,25.4,,24.76,27.719999,,
8/4/2011,120.260002,28.120001,24.85,,22.9,26.469999,,
8/5/2011,120.080002,27.65,24.24,,21.99,25.92,,
8/8/2011,112.260002,26.120001,22.030001,,18.190001,23.66,,
8/9/2011,117.480003,27.049999,22.07,,18.35,25.92,,
8/10/2011,112.290001,26.469999,22.450001,,18.58,26.049999,,
8/11/2011,117.330002,27.43,24.5,,19.469999,27.450001,,
8/12/2011,118.120003,27.049999,24.309999,,21.219999,26.77,,
8/15/2011,120.620003,27.879999,24.639999,,22.58,27.08,,
8/16/2011,119.589996,27.870001,24.950001,,21.77,26.5,,
8/17/2011,119.669998,28.51,26,,20.99,26.280001,,
8/18/2011,114.510002,27.41,24.690001,,19.959999,24.82,,
8/19/2011,112.639999,26.559999,23.42,,19.27,23.82,,
8/22/2011,112.730003,27.68,24.42,,19.059999,23.76,,
8/23/2011,116.440002,27.440001,24.610001,,19.58,24.540001,,
8/24/2011,118.080002,27.75,24.889999,,20.040001,24.450001,,
8/25/2011,116.279999,27.52,24.549999,,19.059999,24.450001,,
8/26/2011,117.970001,28.290001,24.25,,19.5,24.780001,,
8/29/2011,121.360001,29.549999,25.780001,,19.98,25.309999,,
8/30/2011,121.68,29.43,26.959999,,19.860001,25.370001,,
8/31/2011,122.220001,29.66,27.57,,20.030001,25.85,,
9/1/2011,120.940002,29.389999,27.139999,,19.190001,25.719999,,
9/2/2011,117.849998,29.51,27.059999,,18.65,25.190001,,
9/6/2011,116.989998,28.83,26.700001,,18.76,25.370001,,
9/7/2011,120.290001,29.07,27.18,,19.84,25.440001,,
9/8/2011,119.040001,29.129999,28.25,,19.49,25.4,,
9/9/2011,115.919998,28.33,28.52,,18.299999,24.85,,
9/12/2011,116.669998,27.799999,28.049999,,18.4,24.959999,,
9/13/2011,117.739998,27.610001,27.459999,,17.66,24.969999,,
9/14/2011,119.370003,27.059999,27.940001,,18.610001,25.25,,
9/15/2011,121.43,27.719999,27.459999,,20.84,25.540001,,
9/16/2011,121.519997,28.280001,27.360001,,21.23,25.5,,
9/19/2011,120.309998,28.26,27.1,,19.809999,26.68,,
9/20/2011,120.169998,27.67,27.360001,,19.9,26.700001,,
9/21/2011,116.629997,28.59,24.950001,,19.82,26.549999,,
9/22/2011,112.860001,26.120001,22.969999,,19.92,25.690001,,
9/23/2011,113.540001,26.620001,23.24,,19.459999,25.52,,
9/26/2011,116.239998,26.76,25.01,,19.85,26.34,,
9/27/2011,117.540001,27.4,25.030001,,19.83,27.030001,,
9/28/2011,115.139999,27.35,23.790001,,19.200001,26.620001,,
9/29/2011,116.050003,26.75,23.27,,19.799999,26.32,,
9/30/2011,113.150002,26.08,23.190001,,20.16,25.889999,,
10/3/2011,109.93,25.049999,22,,18.809999,25.48,,
10/4/2011,112.339996,25.120001,23.299999,,18.610001,26.049999,,
10/5/2011,114.419998,26.530001,24.09,,18.07,26.59,,
10/6/2011,116.489998,27.379999,24.51,,18.27,26.700001,,
10/7/2011,115.709999,27.290001,23.889999,,18.6,26.34,,
10/10/2011,119.580002,27.5,24.67,,19.18,26.870001,,
10/11/2011,119.699997,27.08,24.799999,,19.1,26.85,,
10/12/2011,120.75,27.700001,25.280001,,20.32,26.9,,
10/13/2011,120.510002,27.950001,25.49,,21.129999,26.92,,
10/14/2011,122.57,28.219999,25.74,,22.049999,26.889999,,
10/17/2011,120.230003,28.040001,24.120001,,21.799999,28.190001,,
10/18/2011,122.580002,28.299999,23.67,,22.700001,28.059999,,
10/19/2011,121.129997,28.18,22.639999,,21.940001,27.58,,
10/20/2011,121.660004,28.809999,21.700001,,21.67,28.23,,
10/21/2011,123.970001,28.98,22.360001,,23.309999,29.219999,,
10/24/2011,125.489998,28.780001,22.280001,,22.799999,29.98,,
10/25/2011,123.050003,28.18,21.860001,,22.16,30.110001,,
10/26/2011,124.300003,27.389999,21.799999,,22.34,29.66,,
10/27/2011,128.630005,29.879999,22.889999,,22.540001,29.440001,,
10/28/2011,128.600006,29.450001,23.09,,22.780001,29.1,,
10/31/2011,125.5,29.35,23.4,,23.450001,28.6,,
11/1/2011,122,28.74,22.75,,23.5,27.82,,
11/2/2011,123.989998,28.700001,22.59,,23.35,28.059999,,
11/3/2011,126.25,28.93,22.6,,23.09,28.17,,
11/4/2011,125.480003,29.469999,22,522.200012,23.51,28.309999,,
11/7/2011,126.260002,30.049999,22.379999,519.400024,24.52,27.959999,,
11/8/2011,127.879997,30.25,21.610001,498,25.209999,28.15,,
11/9/2011,123.160004,29.48,21.02,480.399994,25.02,27.030001,,
11/10/2011,124.32,30.01,21.4,488.200012,25.870001,27.43,,
11/11/2011,126.660004,30.309999,21.35,485,26.530001,27.57,,
11/14/2011,125.459999,30.93,21.77,481.399994,26.530001,27.73,,
11/15/2011,126.080002,30.99,22,481.399994,26.610001,27.959999,,
11/16/2011,124.080002,30.09,21.469999,480.600006,25.52,27.77,,
11/17/2011,122.110001,28.879999,20.950001,495.399994,25.049999,28.32,,
11/18/2011,121.980003,28.559999,21.219999,523.799988,25.200001,28.25,,
11/21/2011,119.660004,28.68,20.5,471.600006,25.040001,28.59,,
11/22/2011,119.190002,29.219999,20.389999,401.399994,23.950001,28.610001,,
11/23/2011,116.559998,28.459999,19.959999,339.200012,23.58,28.02,,
11/25/2011,116.339996,28.51,19.549999,335,23.459999,29,,
11/28/2011,119.709999,29.02,20.82,304.799988,23.77,28.799999,,
11/29/2011,120.050003,28.65,20.99,320.200012,24.049999,29.540001,,
11/30/2011,124.989998,29.049999,21.92,350,24.379999,29.5,,
12/1/2011,124.970001,29.370001,22.450001,379,24.190001,30.26,,
12/2/2011,124.860001,29.860001,22.389999,379,22.450001,31,,
12/5/2011,126.220001,29.700001,22.25,380.799988,23.65,30.91,,
12/6/2011,126.260002,28.879999,21.82,384.799988,23.24,30.860001,,
12/7/2011,126.730003,28.85,22,423,22.67,30.42,,
12/8/2011,123.949997,28.1,22.459999,445.399994,21.450001,29.549999,,
12/9/2011,126.050003,28.709999,22.67,469.600006,21.18,29.6,,
12/12/2011,124.209999,28.719999,22.17,445,20.66,29.49,,
12/13/2011,123.050003,28.5,21.549999,466.399994,20.219999,29.200001,,
12/14/2011,121.739998,27.889999,20.68,451,20.6,29.09,,
12/15/2011,122.18,27.860001,20.360001,461.600006,21.139999,28.83,,
12/16/2011,121.589996,27.799999,20.129999,460.799988,21.57,29.84,,
12/19/2011,120.290001,28.35,19.77,440,21.23,29.790001,16.950001,9.05
12/20/2011,123.93,29.469999,20.08,455,21.059999,30.139999,17.84,9.24
12/21/2011,124.169998,29.780001,20.040001,459.200012,21.9,30.709999,18.030001,9.47
12/22/2011,125.269997,29.82,20.530001,442,21.879999,30.950001,19.200001,9.47
12/23/2011,126.389999,29.870001,21.049999,456.799988,21.459999,31.370001,19.959999,9.39
12/27/2011,126.489998,29.74,21.209999,461,21.379999,31.74,19.49,9.75
12/28/2011,124.830002,29.540001,20.700001,452.399994,20.91,31.290001,19.799999,9.5
12/29/2011,126.120003,29.65,20.629999,427.600006,21.27,31.559999,19.5,9.37
12/30/2011,125.5,29.690001,20.530001,412.600006,22.030001,32.169998,19.700001,9.41
1/3/2012,127.5,29.93,20.23,385.399994,21.639999,32.490002,19.74,9.45
1/4/2012,127.699997,29.290001,19.85,375.799988,20.799999,32.490002,19.15,9.19
1/5/2012,128.039993,29.35,19.790001,357.600006,21.290001,32.650002,19.290001,8.91
1/6/2012,127.709999,29.32,19.290001,356.200012,22.34,32.889999,18.610001,8.81
1/9/2012,128.020004,29.24,18.559999,366,21.65,32.810001,18.73,8
1/10/2012,129.130005,29.6,17.85,383,22.459999,33.18,18.860001,8.53
1/11/2012,129.199997,29.58,18.16,380,23.799999,33.389999,19.200001,8.33
1/12/2012,129.509995,29.26,17.879999,385.200012,23.32,33.080002,19.049999,8.45
1/13/2012,128.839996,28.5,18.82,383,23.9,32.860001,18.6,8.87
1/17/2012,129.339996,29.33,19.190001,390.200012,24.02,33.07,18.299999,9.22
1/18/2012,130.770004,29.360001,19.77,411.399994,24.26,32.830002,18.52,8.65
1/19/2012,131.460007,28.700001,19.84,423.799988,24.51,33.029999,18.75,8.53
1/20/2012,131.949997,28.09,20.290001,417,24.5,32.77,18.74,9.09
1/23/2012,131.610001,28.98,20.18,415.200012,24.639999,32.810001,18.440001,9.12
1/24/2012,131.460007,28.67,20.99,412,26.059999,32.68,18.719999,9.71
1/25/2012,132.559998,28.620001,21.91,401.600006,27,33.23,19.790001,9.53
1/26/2012,131.880005,29.059999,21.610001,390.600006,26.360001,32.84,20.889999,9.52
1/27/2012,131.820007,29.18,21.65,400.799988,25.719999,32.380001,20.700001,10.05
1/30/2012,131.369995,29.01,21.18,392.600006,24.85,32.240002,20.24,10.39
1/31/2012,131.320007,28.98,21.5,407.799988,24.440001,32.470001,20.34,10.49
2/1/2012,132.470001,28.98,21.719999,429.799988,24.969999,32.330002,20.65,10.6
2/2/2012,132.679993,28.74,22.389999,461.600006,25.27,32.18,21.389999,12.39
2/3/2012,134.539993,30.219999,22.700001,488.600006,26.459999,31.92,21.82,13.39
2/6/2012,134.449997,28.85,22.940001,470.200012,28.4,32.259998,21.5,12.77
2/7/2012,134.789993,28.09,22.24,483.799988,28.82,31.84,21.5,13.31
2/8/2012,135.190002,28.48,20.49,491.600006,28.969999,32.07,21.9,13.69
2/9/2012,135.360001,28.389999,21.059999,423.399994,27.799999,32.639999,22.139999,13.25
2/10/2012,134.360001,28.469999,20.83,420.600006,27.83,32.349998,21.27,13.33
2/13/2012,135.360001,27.440001,20.67,389,27.309999,32.57,20.940001,13.42
2/14/2012,135.190002,27.309999,20.719999,387,25.09,32.310001,21.5,14.35
2/15/2012,134.559998,27.82,21.18,390.200012,24.84,32.150002,21.57,11.8
2/16/2012,136.050003,28.440001,21.700001,406,25.940001,32.330002,21.709999,12.06
2/17/2012,136.410004,28.280001,21.559999,405.200012,25.08,32.23,22.059999,12.93
2/21/2012,136.470001,28.02,21.629999,396.799988,25.17,32.07,23.57,13.03
2/22/2012,136.029999,27.83,21.389999,388.200012,25.6,32.23,22.629999,12.66
2/23/2012,136.630005,27.940001,21.559999,387.799988,26.07,32.32,22.969999,12.81
2/24/2012,136.929993,27.9,21.120001,390,26.74,33.240002,22.700001,12.93
2/27/2012,137.160004,28.809999,20.959999,389.799988,26.98,34.759998,22.16,13.24
2/28/2012,137.559998,29.280001,21.09,397.399994,26.93,35.259998,22.01,13.3
2/29/2012,137.020004,29.49,21.02,394.399994,26.67,35.240002,21.299999,13.17
3/1/2012,137.729996,29.540001,20.870001,390.200012,26.25,35.919998,21.6,14.48
3/2/2012,137.309998,29.5,20.76,384,25.91,36.290001,23.26,14.69
3/5/2012,136.75,29.52,19.200001,362.600006,25.879999,36.23,23.190001,13.97
3/6/2012,134.75,29.190001,18.65,366.600006,25.16,35.349998,23.129999,14.06
3/7/2012,135.690002,29.190001,19.4,346.399994,25.389999,36.299999,23.139999,13.77
3/8/2012,137.039993,29.65,20.200001,339.600006,25.280001,36.73,23.950001,13.67
3/9/2012,137.570007,29.49,19.5,341.200012,25.620001,37.52,23.469999,13.89
3/12/2012,137.580002,29.530001,19.07,334.799988,25.02,36.740002,22.940001,13.76
3/13/2012,140.059998,29.780001,18.950001,341.200012,25.25,36.610001,23.5,13.38
3/14/2012,139.910004,29.809999,18.879999,337.600006,25.76,36.049999,24.1,13.35
3/15/2012,140.720001,30.15,18.65,356.799988,25.42,36.25,23.969999,13.06
3/16/2012,140.300003,30.4,18.58,360.399994,25.440001,36.849998,24.68,13.03
3/19/2012,140.850006,30.27,18.469999,356.399994,25.16,37.139999,24.49,13.24
3/20/2012,140.440002,30.629999,18.450001,354.399994,24.67,36.75,24.030001,13.39
3/21/2012,140.210007,30.5,18.389999,346,25.02,37.07,24.209999,13.72
3/22/2012,139.199997,30.1,18.48,337.799988,24.780001,37.380001,23.75,13.76
3/23/2012,139.649994,30.43,18.34,337.799988,25.049999,38.599998,24.01,13.4
3/26/2012,141.610001,30.42,18.309999,347.600006,25.309999,38.369999,24.280001,13.08
3/27/2012,141.169998,30.299999,18.1,365.600006,24.280001,38.439999,24.950001,13.01
3/28/2012,140.470001,29.82,18.139999,356,23.959999,39.25,25,12.24
3/29/2012,140.229996,29.549999,18.030001,354,23.889999,39.009998,25.35,12.84
3/30/2012,140.809998,30.139999,18.09,367.600006,24.74,38.650002,26.870001,13.15
4/2/2012,141.839996,30.17,18.24,305.600006,25.98,39.099998,27.01,12.88
4/3/2012,141.259995,30.290001,18.549999,300.399994,26.92,39.73,26.67,12.29
4/4/2012,139.860001,30,18.09,290.799988,26.860001,39.220001,26.040001,12.22
4/5/2012,139.789993,29.76,18.48,283.600006,26.959999,39.849998,26.620001,11.91
4/9/2012,138.220001,29.629999,18.43,277.799988,26.85,39.380001,26.6,12
4/10/2012,135.899994,29.18,17.969999,271,26.35,38.099998,25.57,11.51
4/11/2012,137,29.18,18.379999,261.600006,26.73,38.23,26.25,11.52
4/12/2012,138.789993,29.43,18.629999,271.200012,27.57,38.52,26.57,12.13
4/13/2012,137.139999,29.190001,18.870001,262.399994,27,38.41,26.559999,11.85
4/16/2012,137.050003,28.959999,18.83,253.399994,27.18,37.700001,26.459999,10.95
4/17/2012,139.080002,29.129999,19,251.600006,27.610001,37.240002,27.129999,10.31
4/18/2012,138.610001,28.91,18.24,240.800003,27.49,37.25,26.91,10.04
4/19/2012,137.720001,28.709999,18.450001,235.199997,27.6,36.73,27.299999,9.58
4/20/2012,137.949997,29.24,19.02,222.600006,26.98,36.16,26.65,9.22
4/23/2012,136.789993,28.92,18.43,237,26.26,35.110001,25.84,9
4/24/2012,137.309998,29.27,18.360001,239.199997,26.860001,35.09,24.540001,8.6
4/25/2012,139.190002,29.17,18.440001,245.399994,27.049999,35.919998,24.540001,9.11
4/26/2012,140.160004,29.57,18.58,238.399994,27.299999,35.68,23.370001,9.42
4/27/2012,140.389999,29.370001,17.85,239.600006,27.23,35.84,24.690001,8.52
4/30/2012,139.869995,29.219999,17.870001,214.199997,26.92,35.900002,23.719999,8.34
5/1/2012,140.740005,29.120001,17.92,217.399994,27.559999,36.419998,23.92,8.46
5/2/2012,140.320007,29.129999,17.76,211.600006,26.99,36.369999,24.08,8.96
5/3/2012,139.25,29.26,17.1,206.199997,26.76,35.75,23.93,8.65
5/4/2012,137,29.6,14.28,199.399994,26.690001,35.25,23.35,8.33
5/7/2012,137.100006,29.07,14.19,209.199997,26.26,35.150002,22.57,8.34
5/8/2012,136.550003,29.219999,14,206.600006,26.6,34.970001,21.82,7.93
5/9/2012,135.740005,28.940001,14.35,201.399994,26.440001,34.080002,21.799999,8
5/10/2012,136.020004,28.68,14.35,197.399994,26.27,34.299999,21.93,7.82
5/11/2012,135.610001,28.57,14.06,198,26.25,33.990002,22.4,7.48
5/14/2012,134.110001,28.040001,13.65,234.800003,25.889999,33.549999,21.530001,7.95
5/15/2012,133.339996,28.059999,13.48,243.399994,25.719999,33.299999,21.469999,8.56
5/16/2012,132.830002,28.18,12.7,261,25.370001,33.25,22.18,8.22
5/17/2012,130.860001,27.18,12.39,248.199997,25.440001,33,21,8.27
5/18/2012,129.740005,27.5,12.44,231.600006,24.629999,32.5,20.469999,7.16
5/21/2012,131.970001,27.77,12.64,247.800003,25.85,33.360001,21.25,7.09
5/22/2012,132.199997,27.82,13.23,239,26.07,33.799999,21.16,6.8
5/23/2012,132.270004,27.360001,13.57,240.600006,26,33.16,20.92,7.07
5/24/2012,132.529999,27.690001,13.38,237.800003,26.1,32.110001,20.280001,6.8
5/25/2012,132.100006,27.74,13.69,241,26.02,32.419998,20.450001,6.61
5/29/2012,133.699997,28.09,13.93,235.800003,26.35,33.5,21.049999,6.09
5/30/2012,131.759995,27.67,13.55,222,26,33.669998,20.42,5.87
5/31/2012,131.470001,27.74,13.52,212.800003,25.99,34.189999,19.93,6.26
6/1/2012,128.160004,27.35,12.67,193.800003,24.74,32.349998,18.49,6.01
6/4/2012,128.100006,27.35,12.53,179,24.4,33,19.08,5.71
6/5/2012,129.070007,27.32,12.84,195.800003,25.030001,33.02,18.950001,5.73
6/6/2012,131.970001,27.52,14.01,212.600006,25.77,31.9,18.790001,6.17
6/7/2012,132.050003,27.34,13.97,212.399994,25.450001,31.49,18.879999,6.03
6/8/2012,133.100006,27.01,13.99,215.199997,25.75,31.530001,18.950001,6.05
6/11/2012,131.410004,27.43,13.55,206.800003,26.09,31.440001,17.709999,5.55
6/12/2012,132.919998,27.780001,13.4,199,26.200001,31.35,17.43,4.98
6/13/2012,132.070007,27.370001,13.96,192,26.219999,31.23,17.18,5.05
6/14/2012,133.470001,27.370001,14.26,188.600006,26.4,31.469999,16.66,5.03
6/15/2012,134.139999,26.809999,14.49,201.199997,26.73,31.9,17.559999,5.56
6/18/2012,134.399994,26.98,14.06,223,26.870001,31.85,18.559999,5.78
6/19/2012,135.699997,27.59,14.1,218.600006,27.15,32.360001,18.809999,5.97
6/20/2012,135.479996,27.77,14.3,213.399994,27.23,32.34,18.559999,5.89
6/21/2012,132.440002,27.49,13.61,210,26.530001,31.98,17.74,5.72
6/22/2012,133.460007,26.959999,14.06,208,26.25,31.68,17.83,6
6/25/2012,131.320007,26.48,13.76,197.800003,25.610001,30.83,17.309999,6.07
6/26/2012,131.979996,25.91,14.42,205,26.190001,30.76,17.370001,5.77
6/27/2012,133.169998,25.959999,14.95,202.600006,26.610001,30.99,17.860001,5.63
6/28/2012,132.789993,25.629999,14.45,197,29.469999,31.219999,17.940001,5.38
6/29/2012,136.100006,26.219999,14.78,212.600006,30.43,32.220001,19.049999,5.44
7/2/2012,136.509995,26.450001,14.71,190.199997,29.99,32.740002,18.969999,5.57
7/3/2012,137.410004,26.57,14.86,175.800003,29.5,33.16,19.27,5.4
7/5/2012,136.789993,26.559999,14.91,176.399994,28.74,33.259998,20.25,5.44
7/6/2012,135.490005,26.639999,14.99,168.800003,28.41,32.959999,18.9,5.36
7/9/2012,135.320007,26.77,14.84,175.800003,28.15,32.740002,18.85,5.24
7/10/2012,134.139999,26.35,14.9,166.199997,28.030001,32.790001,18.35,5.01
7/11/2012,134.160004,26.26,14.71,155.399994,27.91,33.049999,18.41,4.95
7/12/2012,133.509995,26.09,14.51,159.600006,27.83,33.34,18.299999,5.02
7/13/2012,135.75,26.32,14.27,155.800003,28.16,34.540001,18.559999,4.9
7/16/2012,135.429993,26.17,13.7,153.399994,27.77,34.700001,17.84,4.83
7/17/2012,136.360001,26.049999,13.39,144.199997,28.129999,35.040001,18.01,4.58
7/18/2012,137.369995,25.969999,13.3,141.399994,28.6,35.389999,18.690001,4.61
7/19/2012,137.729996,25.99,12.91,148,27.790001,35.25,19.450001,4.56
7/20/2012,136.470001,25.76,12.56,148,27.52,34.990002,18.969999,4.8
7/23/2012,135.089996,25.66,12.22,147.600006,27.02,34.860001,18.540001,5.09
7/24/2012,133.929993,25.030001,12.8,144.800003,26.76,34.869999,18.82,4.92
7/25/2012,133.960007,27.530001,12.95,144.800003,27.16,35.259998,19,5.08
7/26/2012,136.169998,27.98,13.33,132.199997,26.9,35.720001,19,3.18
7/27/2012,138.679993,28.049999,13.37,151.800003,27.309999,35.810001,20.219999,3.09
