Date,YELP,VIPS,WDAY,SRC,RLGY,PBF,MANU,FB,BERY
12/27/2016,39.950001,11.33,68.099998,47.578476,26.370001,27.9,14.55,118.010002,50.25
12/28/2016,38.779999,11.11,66.93,46.860989,25.91,27.82,14.65,116.919998,49.59
12/29/2016,38.68,11.07,67.040001,47.802692,25.799999,27.549999,14.35,116.349998,49.240002
12/30/2016,38.130001,11.01,66.089996,48.699551,25.73,27.879999,14.25,115.050003,48.73
1/3/2017,38.220001,11.23,68.379997,48.430492,26.190001,28.450001,14.7,116.860001,49.369999
1/4/2017,39.419998,11.22,71.360001,49.551571,27.07,27.08,15.45,118.690002,50.200001
1/5/2017,39.619999,11.4,72.279999,50.538116,27.24,25.73,15.8,120.669998,49.830002
1/6/2017,39.310001,11.69,73.849998,50.179371,26.120001,25.120001,15.8,123.410004,50.130001
1/9/2017,40.139999,11.64,74.760002,49.461884,26.26,24.219999,15.9,124.900002,50.360001
1/10/2017,40.400002,11.56,74.349998,48.83408,26.049999,24.190001,15.75,124.349998,50.630001
1/11/2017,40.700001,11.21,81.699997,48.968609,26,24.25,15.85,126.089996,50.869999
1/12/2017,40.689999,11,80.120003,49.417042,26.1,23.809999,15.75,126.620003,50.470001
1/13/2017,40.939999,11.05,80.889999,49.327354,26.27,23.709999,15.95,128.339996,50.82
1/17/2017,40.360001,10.94,80.989998,50.403587,26.139999,24.549999,15.75,127.870003,50.900002
1/18/2017,40.720001,10.79,82.110001,49.775784,25.780001,24.379999,15.8,127.919998,51.610001
1/19/2017,40.919998,10.92,82.040001,48.609863,25.549999,24.18,15.85,127.550003,50.75
1/20/2017,41.060001,10.58,81.779999,48.52018,25.469999,24.280001,15.85,127.040001,51.02
1/23/2017,41.529999,10.75,82.080002,49.058296,25.41,24.040001,15.8,128.929993,51.669998
1/24/2017,42.41,10.92,82.629997,48.430492,25.5,25.15,15.85,129.369995,52.380001
1/25/2017,42.529999,11.13,84.730003,47.892376,26.799999,25.15,15.8,131.479996,52.040001
1/26/2017,42.75,10.89,84.099998,47.713005,26.15,23.780001,15.9,132.779999,51.560001
1/27/2017,42.41,10.91,84.769997,47.174889,26.129999,23.309999,15.9,132.179993,51.529999
1/30/2017,41.689999,11.06,82.709999,46.636772,26.01,23.49,15.55,130.979996,50.709999
1/31/2017,41.779999,11.32,83.089996,47.174889,25.91,23.190001,15.25,130.320007,51.029999
2/1/2017,42.900002,11.49,82.379997,46.412556,25.719999,22.860001,15.6,133.229996,51.549999
2/2/2017,42.619999,11.49,82.669998,47.085201,25.76,22.92,15.1,130.839996,51.220001
2/3/2017,42.32,11.53,84.400002,47.264572,26.219999,23.15,15,130.979996,50.490002
2/6/2017,41.849998,11.5,85.370003,47.53363,25.950001,23.290001,15,132.059998,49.41
2/7/2017,41.689999,11.5,86.050003,47.623318,25.959999,23.370001,15.1,131.839996,49.529999
2/8/2017,41.41,11.86,85.800003,48.20628,25.91,24.360001,15.15,134.199997,49.419998
2/9/2017,41.490002,12.1,86,48.20628,25.9,24.360001,15.15,134.139999,48.959999
2/10/2017,35.830002,12.48,85.519997,48.654709,26.5,24.23,15.25,134.190002,49.029999
2/13/2017,35.540001,12.29,85.410004,48.609863,26.809999,24.18,15.8,134.050003,49.189999
2/14/2017,35.849998,12.43,86.239998,48.026905,27.27,24.6,15.6,133.850006,49.380001
2/15/2017,35.630001,12.58,87.059998,47.892376,27.290001,24.559999,16.9,133.440002,49.619999
2/16/2017,34.77,12.29,85.5,48.295963,26.870001,24.02,17.35,133.839996,50.310001
2/17/2017,34.669998,12.16,88.43,48.340809,27.190001,24.25,16.950001,133.529999,50.700001
2/21/2017,34.43,13.03,88.639999,48.609863,27.27,24.809999,16.950001,133.720001,50.529999
2/22/2017,34.09,13.41,88.220001,48.161434,27.35,24.120001,17.049999,136.119995,50.619999
2/23/2017,33.470001,13.37,88.190002,48.878925,27.41,24.540001,16.950001,135.360001,50.560001
2/24/2017,33.459999,13.04,89.660004,49.282513,28.82,23.92,16.950001,135.440002,49.919998
2/27/2017,34.07,13.08,90.190002,49.641254,28.389999,23.440001,17.15,136.410004,50.029999
2/28/2017,33.700001,13.01,82.93,49.282513,27.700001,24.49,16.85,135.539993,50.330002
3/1/2017,34.66,12.99,84.949997,48.878925,28.33,24.25,16.950001,137.419998,50.959999
3/2/2017,34,13.15,84,48.654709,27.860001,23.16,16.9,136.759995,50.84
3/3/2017,33.369999,12.92,83.940002,48.251122,27.629999,22.799999,16.6,137.169998,51.150002
3/6/2017,33.52,13,82.669998,47.488789,27.5,22.32,16.450001,137.419998,50.360001
3/7/2017,33.720001,13.01,82.800003,47.309418,27.610001,22.16,16.450001,137.300003,49.48
3/8/2017,33.529999,13.19,82.889999,46.008968,27.74,22.23,16.700001,137.720001,49.889999
3/9/2017,34.380001,12.77,82.230003,45.784752,27.379999,21.85,16.549999,138.240005,49.84
3/10/2017,34.52,13.02,82.650002,45.336323,27.4,22.08,16.549999,138.789993,49.91
3/13/2017,34.580002,13.36,84.489998,45.201794,27.309999,22.620001,16.549999,139.600006,50.09
3/14/2017,33.77,13.46,83.959999,45.067265,26.93,22.110001,16.5,139.320007,50.220001
3/15/2017,34.16,13.7,83.580002,46.143497,27.27,22.58,16.450001,139.720001,50.639999
3/16/2017,34.27,14.38,85.040001,46.143497,27.82,22.35,16.5,139.990005,50.360001
3/17/2017,34.110001,14.1,84.959999,46.412556,29.27,21.9,16.65,139.839996,50.32
3/20/2017,34.650002,14.27,85.5,46.098656,28.99,21.709999,16.75,139.940002,49.700001
3/21/2017,33.619999,13.54,81.82,46.322868,28.91,20.84,16.549999,138.509995,48.41
3/22/2017,33.5,13.77,81.449997,45.919285,28.77,21.110001,16.35,139.589996,48.169998
3/23/2017,32.77,13.8,81.470001,45.470852,28.98,20.92,16.4,139.529999,48.360001
3/24/2017,32.48,13.8,82.949997,45.605381,29.49,20.780001,16.25,140.339996,48.139999
3/27/2017,32.43,13.87,82.919998,45.112106,28.719999,21.23,16.25,140.320007,47.5
3/28/2017,31.809999,13.98,83.730003,44.798206,29.84,21.110001,16.85,141.759995,48.02
3/29/2017,32.779999,13.79,84.580002,45.112106,29.75,21.940001,16.75,142.649994,47.98
3/30/2017,32.52,13.42,83.699997,44.977577,29.85,21.82,16.799999,142.410004,48.220001
3/31/2017,32.75,13.34,83.279999,45.42601,29.790001,22.17,16.9,142.050003,48.57
4/3/2017,32.630001,13.37,82.32,45.650223,29.1,21.99,16.950001,142.279999,48.119999
4/4/2017,32.849998,12.86,82.290001,46.591927,29.059999,21.93,16.950001,141.729996,47.52
4/5/2017,33.220001,12.73,82.400002,46.143497,28.700001,20.68,16.9,141.850006,47.529999
4/6/2017,33.43,13.49,82.970001,46.502243,29.01,20.48,16.799999,141.169998,47.68
4/7/2017,33.23,13.3,82.519997,46.233185,28.83,20.809999,16.799999,140.779999,47.799999
4/10/2017,32.740002,13.33,81.860001,46.367714,29.17,21.08,16.9,141.039993,48.349998
4/11/2017,33.369999,13.31,81.309998,47.085201,29.18,21.17,16.950001,139.919998,48.200001
4/12/2017,32.16,13.29,83.449997,46.860989,28.450001,20.98,16.799999,139.580002,48.84
4/13/2017,32.029999,13.15,83.599998,46.412556,28,20.709999,16.85,139.389999,48.990002
4/17/2017,32.689999,13.51,83.760002,46.816143,28.370001,20.82,16.799999,141.419998,48.939999
4/18/2017,32.860001,13.42,83.580002,46.995518,28.59,20.66,16.5,140.960007,48.889999
4/19/2017,32.830002,13.42,84.349998,46.591927,29.129999,20.379999,16.35,142.270004,48.959999
4/20/2017,33.43,13.47,85.709999,46.860989,29.33,20.610001,16.5,143.800003,49
4/21/2017,33.490002,13.8,85,46.816143,29.93,21.57,16.4,143.679993,49.259998
4/24/2017,33.889999,13.96,86.879997,45.695068,29.92,22.299999,16.049999,145.470001,49.650002
4/25/2017,34.209999,14.12,86.870003,45.201794,30.379999,22.559999,16.25,146.490005,49.84
4/26/2017,34.580002,13.8,86.620003,44.529148,30.969999,22.92,16.4,146.559998,50.599998
4/27/2017,36.009998,13.91,86.830002,43.94619,31.030001,23.1,16.450001,147.699997,50.400002
4/28/2017,35.41,13.87,87.400002,42.242153,30.549999,22.32,16.5,150.25,50
5/1/2017,35.720001,13.99,88.650002,41.031391,30.879999,22.120001,16.9,152.460007,50.150002
5/2/2017,35.98,13.86,89.349998,41.47982,30.809999,21.790001,16.25,152.779999,50.16
5/3/2017,35.200001,13.85,89.269997,40,30.450001,21.780001,16.299999,151.800003,54.459999
5/4/2017,35.299999,13.78,90.650002,30.089685,29.98,20.6,16.35,150.850006,55.709999
5/5/2017,35.68,13.78,91.860001,33.677132,31.15,21.299999,16.35,150.240005,55.869999
5/8/2017,35.700001,13.66,90.260002,33.766815,31.17,21.950001,16.549999,151.059998,55.509998
5/9/2017,34.700001,14.23,89.779999,32.914799,30.83,22.27,16.799999,150.479996,56.099998
5/10/2017,28.33,14.48,90.169998,34.035873,30.85,22.6,16.450001,150.289993,56.869999
5/11/2017,29.299999,14.46,89.07,33.228699,30.85,22.48,16.450001,150.039993,56.439999
5/12/2017,28.700001,14.91,90.889999,33.183857,30.76,22.18,16.299999,150.330002,56.18
5/15/2017,29.01,14.78,95.720001,32.78027,30.92,21.870001,16.35,150.190002,56.259998
5/16/2017,28.52,13.76,96.529999,31.883408,30.280001,21.42,16.25,149.779999,56.27
5/17/2017,27.379999,13.82,93.75,32.242153,29.84,21.360001,16.450001,144.850006,55.950001
5/18/2017,27.99,13.18,95.440002,32.600899,29.790001,21.27,16.25,147.660004,56.310001
5/19/2017,27.84,13.38,97.82,32.556053,29.940001,21.799999,16.549999,148.059998,56.09
5/22/2017,28.290001,13.54,99.489998,32.421524,30.309999,21.75,16.75,148.240005,56.560001
5/23/2017,27.780001,13.18,98.440002,32.376682,30.469999,21.540001,16.9,148.070007,56.389999
5/24/2017,27.780001,13.05,99.419998,32.690582,30.629999,20.99,17.35,150.039993,56.990002
5/25/2017,28.07,13.15,100.5,32.959641,30.34,20.360001,17.799999,151.960007,58.110001
5/26/2017,27.65,12.87,99.989998,32.286995,30.540001,20.15,17.299999,152.130005,58.599998
5/30/2017,27.73,12.49,99.309998,32.331841,30.299999,19.370001,16.9,152.380005,57.93
5/31/2017,27.92,12.37,99.980003,32.421524,30.459999,19.32,16.450001,151.460007,57.990002
6/1/2017,28.83,13.16,101.5,33.497757,30.6,20.09,17,151.529999,58.630001
6/2/2017,28.790001,13.43,104.410004,33.452915,30.959999,19.99,16.950001,153.610001,58.77
6/5/2017,30.09,13,102.870003,32.959641,30.34,20.57,16.85,153.630005,58.099998
6/6/2017,29.6,12.71,102.660004,33.004482,30.030001,20.74,16.700001,152.809998,57.740002
6/7/2017,30.209999,13.34,102.5,33.049328,29.780001,20.74,16.4,153.119995,58.27
6/8/2017,30.43,12.91,102.839996,33.452915,29.65,21.23,16.35,154.710007,58.110001
6/9/2017,29.799999,12.61,97.970001,33.632286,29.700001,22.389999,16.65,149.600006,57.93
6/12/2017,30.719999,12.28,97.349998,34.215248,30.290001,22.08,16.25,148.440002,57.68
6/13/2017,30.719999,12.1,98.669998,34.57399,30.049999,22.17,16.299999,150.679993,57.98
6/14/2017,30.549999,11.98,98.580002,34.529148,30.110001,20.969999,16.25,150.25,57.93
6/15/2017,30.629999,11.79,98.269997,34.753365,29.719999,20.66,16.450001,149.800003,58.040001
6/16/2017,30.15,11.79,98.389999,34.798206,30,21.82,16.450001,150.639999,57.759998
6/19/2017,30.280001,11.89,100.209999,34.663677,30.65,22.34,16.35,152.869995,57.759998
6/20/2017,29.440001,11.58,98.940002,34.170403,30.75,21.59,16.200001,152.25,58.080002
6/21/2017,29.360001,11.73,102.239998,33.049328,30.959999,21.49,16.299999,153.910004,57.810001
6/22/2017,29.959999,11.7,102.830002,33.318386,31.26,21.75,16.299999,153.399994,57.380001
6/23/2017,30.879999,11.87,103.330002,33.811661,31.629999,22.26,16.4,155.070007,57.040001
6/26/2017,30.030001,11.77,102.230003,34.798206,31.870001,22.48,16.35,153.589996,58.130001
6/27/2017,29.4,11.57,98.360001,34.125561,32.040001,22.77,16.1,150.580002,57.639999
6/28/2017,30.15,11.63,98.940002,34.080715,32.220001,22.51,16.15,153.240005,57.990002
6/29/2017,29.889999,11.53,96.449997,33.273544,32.290001,22.120001,16.299999,151.039993,56.549999
6/30/2017,30.02,10.55,97,33.228699,32.450001,22.26,16.25,150.979996,57.009998
7/3/2017,30.07,10.23,95.529999,34.035873,33,22.780001,16.129999,148.429993,56.75
7/5/2017,30.290001,10.32,96.949997,33.363228,32.66,22.27,16.049999,150.339996,56.599998
7/6/2017,29.33,10.05,95.639999,33.049328,32.220001,21.4,16,148.820007,56.889999
7/7/2017,29.549999,10.05,97.099998,33.363228,32.610001,22.190001,16.049999,151.440002,57.580002
7/10/2017,30.16,10.06,98.410004,32.825111,32.369999,22.43,16.15,153.5,58.200001
7/11/2017,31.110001,10.26,99.379997,33.139011,32.290001,22.299999,16.15,155.270004,58.32
7/12/2017,32.009998,10.61,102.949997,33.677132,33.139999,21.879999,16.110001,158.899994,58.09
7/13/2017,31.49,11.33,102.220001,34.035873,33.310001,21.700001,16.15,159.259995,57.900002
7/14/2017,31.889999,11.25,103.779999,34.394619,33.77,22.09,16.6,159.970001,57.619999
7/17/2017,31.790001,11.05,102.889999,34.57399,33.23,22.35,16.75,159.729996,57.759998
7/18/2017,32.93,11.49,102.540001,34.394619,33.099998,21.76,17.049999,162.860001,57.639999
7/19/2017,32.880001,11.93,102.699997,34.932735,33.810001,22.16,17.200001,164.139999,58.189999
7/20/2017,32.400002,11.94,103.129997,35.156952,33.990002,21.85,17.25,164.529999,57.360001
7/21/2017,32.110001,12.02,102.639999,35.156952,33.869999,21.85,17.299999,164.429993,57.189999
7/24/2017,31.73,11.77,103.650002,35.246635,33.560001,21.950001,17.200001,166,56.73
7/25/2017,32,11.72,103.830002,35.560539,33.939999,22.299999,17.049999,165.279999,56.889999
7/26/2017,32.450001,12,105.199997,36.098656,33.450001,22.25,17.200001,165.610001,56.759998
7/27/2017,32.759998,12.14,102.68,35.874439,32.919998,22.200001,17.15,170.440002,56.759998
7/28/2017,33.02,12.31,103.25,35.291481,33.009998,21.629999,17.15,172.449997,56.029999
7/31/2017,32.529999,12.3,102.110001,35.560539,33.200001,22.77,17.15,169.25,56.080002
8/1/2017,33.220001,12.25,103.510002,35.919285,33.700001,23.299999,17.15,169.860001,56.360001
8/2/2017,32.25,11.93,100.080002,35.560539,33,23.33,17.15,169.300003,56.860001
8/3/2017,31.370001,11.67,100.910004,36.233185,34.029999,23.040001,17.049999,168.589996,57.650002
8/4/2017,40.049999,11.83,101.169998,37.399101,34.509998,23.4,17.1,169.619995,57.419998
8/7/2017,41.73,12.22,100.800003,37.443947,34.98,23.219999,17.549999,171.979996,57.57
8/8/2017,41.689999,12.11,101.110001,37.21973,34.860001,22.67,17.35,171.229996,57.029999
8/9/2017,41.549999,11.73,101.160004,37.802692,34.580002,22.040001,17.15,171.179993,57.060001
8/10/2017,40.93,11.34,98.139999,37.578476,34.23,21.5,17.25,167.399994,57.32
8/11/2017,42.029999,11.44,99.379997,37.040359,33.880001,21.16,16.75,168.080002,57.580002
8/14/2017,42.529999,11.21,102.370003,37.892376,34.580002,21.32,16.799999,170.75,58.25
8/15/2017,41.560001,11.17,101.900002,38.026905,34.669998,21.450001,16.4,171,58.040001
8/16/2017,41.98,11.1,106.199997,38.071751,34.689999,21.049999,16.75,170,58.48
8/17/2017,41.43,10.2,102.900002,38.565022,34.02,20.09,16.549999,166.910004,58.27
8/18/2017,41.810001,9.86,101.400002,37.713005,33.849998,20.360001,16.35,167.410004,57.82
8/21/2017,41.459999,9.27,101.32,38.609863,34.34,20.049999,16.450001,167.779999,56.860001
8/22/2017,41.869999,9.34,104.889999,38.026905,34.139999,20.120001,16.5,169.639999,57.639999
8/23/2017,42.119999,9.19,103.790001,38.071751,34.349998,19.950001,16.450001,168.710007,57.110001
8/24/2017,41.75,9.2,104.370003,37.892376,34.610001,20.299999,16.450001,167.740005,56.639999
8/25/2017,42.139999,9,103.57,38.116592,34.049999,20.969999,16.549999,166.320007,56.900002
8/28/2017,42.139999,8.88,103.5,37.488789,34.970001,22.709999,16.549999,167.240005,55.689999
8/29/2017,42.32,9.04,104.410004,37.488789,33.900002,22.82,16.450001,168.050003,55.52
8/30/2017,42.900002,9.27,107.540001,37.668159,33.970001,23.82,16.549999,169.919998,56.240002
8/31/2017,42.599998,9.31,109.690002,39.013454,33.900002,23.68,16.5,171.970001,56.240002
9/1/2017,42.98,9.12,108.839996,39.013454,34.439999,24.790001,17.1,172.020004,56.849998
9/5/2017,43.040001,9.07,108.160004,38.789238,33.490002,23.93,16.65,170.720001,56.27
9/6/2017,43.040001,9.12,108.5,38.83408,32.970001,24.450001,16.85,172.089996,56
9/7/2017,43.740002,9.25,109.82,38.968609,33.139999,25.01,16.700001,173.210007,56.450001
9/8/2017,43.75,9.21,107.900002,38.744396,33.48,25.459999,16.700001,170.949997,56.310001
9/11/2017,43.700001,9.46,108.269997,39.147984,34.02,24.950001,16.700001,173.509995,56.990002
9/12/2017,43.849998,9.82,106.980003,38.699551,34.470001,25.24,16.75,172.960007,56.990002
9/13/2017,42.950001,9.89,107.019997,38.609863,34.220001,25.33,16.9,173.050003,56.549999
9/14/2017,42.91,9.88,105.550003,38.878925,33.860001,24.719999,16.75,170.960007,56.650002
9/15/2017,43.57,10.03,105.040001,39.192825,33.830002,24.83,16.9,171.639999,56.549999
9/18/2017,43.5,10.11,106.559998,39.103138,33.900002,25.450001,16.9,170.009995,55.93
9/19/2017,43.849998,9.85,106.279999,38.878925,34.060001,25.82,16.85,172.520004,55.490002
9/20/2017,44.169998,9.55,105,38.83408,34.400002,26.4,17.1,172.169998,56.040001
9/21/2017,43.610001,9.32,103.830002,38.385651,34.310001,26.030001,17.450001,171.110001,55.91
9/22/2017,43.419998,9.35,103.889999,37.847534,34.330002,26.24,17.299999,170.539993,55.889999
9/25/2017,41.900002,9.01,100.269997,37.802692,34.459999,26.77,17.5,162.869995,55.91
9/26/2017,41.720001,9.01,99.800003,38.340809,34.689999,26.620001,17.65,164.210007,55.779999
9/27/2017,42.700001,9.17,100.720001,38.116592,33.119999,26.52,17.700001,167.679993,55.73
9/28/2017,42.66,9.2,101.849998,37.53363,33.630001,27.84,17.700001,168.729996,56.259998
9/29/2017,43.299999,8.79,105.389999,38.430492,32.950001,27.610001,18,170.869995,56.650002
10/2/2017,44.09,8.71,103.290001,38.52018,33.389999,26.91,17.799999,169.470001,57.41
10/3/2017,45.799999,8.74,104.519997,38.654709,33.630001,26.91,18.25,169.960007,57.900002
10/4/2017,46.07,8.7,105.260002,38.744396,33.970001,27.08,18.200001,168.419998,58.560001
10/5/2017,46.389999,8.53,107.029999,38.20628,34.060001,26.83,18.1,171.240005,58.779999
10/6/2017,46.73,8.35,110.230003,37.713005,33.18,26.379999,18.25,172.229996,59.259998
10/9/2017,45.630001,8.16,108.690002,37.668159,33.369999,26.610001,18,172.5,59.509998
10/10/2017,44.400002,8.28,108.309998,37.757847,33.150002,26.82,18.25,171.589996,59.099998
10/11/2017,43.98,8.15,108.510002,38.161434,32.830002,27.040001,18.299999,172.740005,58.959999
10/12/2017,43.75,7.9,108.639999,38.071751,32.599998,27.139999,18.25,172.550003,58.990002
10/13/2017,43.650002,7.88,109.360001,38.430492,32.150002,27.32,18.25,173.740005,59.060001
10/16/2017,43.52,8.34,107.230003,38.251122,31.959999,27.360001,18.200001,174.520004,58.919998
10/17/2017,43.200001,8.35,107.620003,38.385651,32.830002,27.719999,18.200001,176.110001,58.98
10/18/2017,44.580002,8.4,107.18,37.982063,33.259998,27.559999,18.25,176.029999,59.5
10/19/2017,44.439999,8.13,106.769997,37.085201,33.290001,27.58,18.200001,174.559998,59.200001
10/20/2017,44.52,8.25,108.559998,36.233185,32.869999,27.73,18.25,174.979996,59.880001
10/23/2017,43.599998,8.03,107.75,35.650223,32.799999,27.42,18.200001,171.270004,59.52
10/24/2017,43.68,8.04,107.18,36.322868,32.380001,27.440001,18.299999,171.800003,59.759998
10/25/2017,44.02,7.97,105.800003,36.098656,32.630001,27.780001,18.25,170.600006,59.959999
10/26/2017,45,8.35,107.120003,35.695068,32.369999,27.75,18.299999,170.630005,60.639999
10/27/2017,45.400002,8.2,108.510002,36.726456,32.209999,28.07,18.299999,177.880005,60.34
10/30/2017,47.150002,7.87,108.419998,36.90583,31.940001,28.67,18,179.869995,59.799999
10/31/2017,46.720001,7.9,110.989998,37.264572,32.330002,28.969999,17.950001,180.059998,59.450001
11/1/2017,46.029999,8.24,110.269997,37.713005,32.529999,29.940001,18.049999,182.660004,59.169998
11/2/2017,45.98,8.29,110.599998,38.340809,30.389999,30.73,18.35,178.919998,58.52
11/3/2017,46.07,8.33,109.760002,38.116592,26.77,30.83,18.25,178.919998,59
11/6/2017,45.650002,8.36,108.419998,38.295963,27.01,31.469999,18.549999,180.169998,58.610001
11/7/2017,44.689999,8.29,108.529999,38.609863,26.66,31.9,18.5,180.25,57.98
11/8/2017,45.110001,8.44,110.879997,38.654709,26.5,31.610001,18.5,179.559998,58.48
11/9/2017,45.549999,8.47,106.150002,38.654709,26.610001,30.870001,18.700001,179.300003,58.02
11/10/2017,45.98,8.21,107.309998,38.385651,26.34,31.290001,19,178.460007,57.540001
11/13/2017,45.900002,8.23,106.169998,38.654709,26.49,30.77,19,178.770004,58.57
11/14/2017,45.91,8.11,107.470001,38.475334,26.129999,32.029999,19.1,178.070007,58.549999
11/15/2017,45.59,8.37,106.610001,37.982063,26.059999,31.959999,18.9,177.949997,58.25
11/16/2017,46.330002,8.88,109.339996,38.251122,26.09,32.66,19,179.589996,59.91
11/17/2017,46.82,9.78,111.68,38.475334,26.5,32.970001,19.549999,179,59.610001
11/20/2017,47.18,9.25,113.800003,38.116592,26.48,32.82,19.75,178.740005,59.450001
11/21/2017,46.970001,8.22,115.290001,38.475334,26.43,33.369999,20.700001,181.860001,59.950001
11/22/2017,47.18,8.44,115.150002,38.385651,26.389999,33.610001,21.15,180.869995,59.48
11/24/2017,47.580002,8.14,116.139999,38.161434,26.440001,33.139999,21.5,182.779999,59.619999
11/27/2017,47.389999,8.02,114.940002,37.892376,26.43,33.119999,21.6,183.029999,59.369999
11/28/2017,47.439999,8,114.760002,37.668159,26.540001,32.450001,21.4,182.419998,59.439999
11/29/2017,45.200001,8.01,106.540001,37.937222,27.18,31.700001,20.35,175.130005,59.310001
11/30/2017,44.549999,8.23,103,38.295963,27.91,32.369999,20.85,177.179993,59.77
12/1/2017,43.889999,8.41,100.519997,38.340809,27.66,31.860001,20.35,175.100006,60.080002
12/4/2017,43.049999,8.5,96.580002,38.026905,27.23,32.59,20.200001,171.470001,60.790001
12/5/2017,42.900002,8.27,99.199997,37.53363,27.450001,32.869999,20.200001,172.830002,60.77
12/6/2017,41.880001,8.19,102.349998,37.264572,27.360001,32.18,20.15,176.059998,60.349998
12/7/2017,40.790001,8.23,104.199997,37.488789,27.6,32.799999,20.200001,180.139999,60.240002
12/8/2017,40.470001,8.46,104.849998,37.892376,27.530001,33.400002,20.049999,179,60.200001
12/11/2017,41.25,8.46,104.809998,37.443947,27.559999,32.939999,19.950001,179.039993,60.240002
12/12/2017,41.5,8.18,102.489998,37.757847,26.9,32.630001,20.15,176.960007,59.799999
12/13/2017,42.299999,8.42,101.470001,38.071751,26.42,33.830002,20,178.300003,59.369999
12/14/2017,42.169998,8.36,103.349998,37.937222,26.120001,32.849998,20.200001,178.389999,58.41
12/15/2017,42.43,8.44,103.470001,38.52018,26.24,33.080002,19.549999,180.179993,59.240002
12/18/2017,43.810001,11.75,103.650002,38.789238,26.709999,33.369999,20.200001,180.820007,59.470001
12/19/2017,43.549999,12.01,102.93,38.878925,26.09,32.799999,20.35,179.509995,59.43
12/20/2017,43.32,12.02,102,38.475334,26.209999,34.080002,20.9,177.889999,59.18
12/21/2017,43.040001,12.08,102.889999,38.430492,26.129999,34.810001,21.15,177.449997,59.27
12/22/2017,41.91,12.21,102.32,38.699551,26.41,34.98,20.299999,177.199997,59.25
12/26/2017,42.119999,12.2,102.93,38.83408,26.309999,35.27,20.200001,175.990005,58.419998
12/27/2017,42.299999,11.99,103.059998,38.744396,26.309999,35.59,20.200001,177.619995,58.689999
12/28/2017,42.23,11.91,102.199997,38.430492,26.51,35.369999,20.200001,177.919998,58.830002
12/29/2017,41.959999,11.72,101.739998,38.475334,26.5,35.450001,19.799999,176.460007,58.669998
1/2/2018,43.240002,12.5,103.400002,37.578476,26.85,36.27,19.950001,181.419998,59.41
1/3/2018,43.119999,12.2,105.169998,37.623318,26.42,36.360001,20,184.669998,59.669998
1/4/2018,42.82,12.01,109.25,36.636772,26.52,36.23,19.700001,184.330002,59.98
1/5/2018,43.169998,12.37,109.32,36.681614,26.66,36.16,19.6,186.850006,61.029999
1/8/2018,43.669998,13.58,109.940002,36.90583,26.700001,36.009998,19.799999,188.279999,61.029999
1/9/2018,43.290001,13.23,109.699997,36.547085,26.99,35.099998,19.799999,187.869995,60.389999
1/10/2018,43.290001,13.09,114.139999,36.412556,26.860001,35.040001,19.799999,187.839996,59.990002
1/11/2018,44,13.62,114.239998,36.457397,27.549999,34.91,19.9,187.770004,60.73
1/12/2018,45.389999,14.51,112.900002,36.322868,27,35.119999,19.9,179.369995,60.23
1/16/2018,43.580002,16.040001,110.089996,36.188339,26.860001,34.529999,19.549999,178.389999,59.130001
1/17/2018,43.880001,15.14,112.260002,36.681614,27.030001,34.73,19.6,177.600006,58.950001
1/18/2018,42.990002,15.67,113.279999,36.591927,26.540001,33.91,20.1,179.800003,58.93
1/19/2018,42.849998,15.93,114.110001,37.354259,26.700001,33.599998,21,181.289993,59.599998
1/22/2018,43.400002,16,115.300003,38.161434,26.82,34.099998,20.75,185.369995,58.389999
1/23/2018,43.57,15.99,117.209999,38.161434,26.959999,34.209999,20.549999,189.350006,58.220001
1/24/2018,42.5,16.440001,115.870003,37.892376,27.34,32.950001,20.25,186.550003,59.389999
1/25/2018,43.029999,16.83,115.32,38.385651,26.73,33.07,20.200001,187.479996,59.950001
1/26/2018,44.119999,17.65,118.809998,37.802692,26.950001,33.16,20.549999,190,59.5
1/29/2018,44.380001,17.280001,116.519997,36.860989,27.02,32.400002,20.549999,185.979996,58.98
1/30/2018,43.529999,16.719999,120.260002,36.591927,27.280001,32.029999,20.200001,187.119995,58.75
1/31/2018,43.82,16.530001,119.889999,36.636772,27.51,32.330002,20.1,186.889999,59.189999
2/1/2018,45.799999,15.96,119.029999,36.008968,27.4,32.259998,20.799999,193.089996,58.939999
2/2/2018,44.779999,15.65,117.489998,35.470852,26.6,30.9,20.1,190.279999,58.5
2/5/2018,44.07,15.21,114.75,34.529148,25.98,30.07,19.049999,181.259995,56.619999
2/6/2018,44.279999,15.51,116.07,34.887894,25.950001,31.02,18.799999,185.309998,57.07
2/7/2018,44.939999,15.97,117.769997,34.484306,25.639999,30.219999,19,180.179993,54.790001
2/8/2018,38.630001,15.31,110.970001,33.273544,24.52,29,18.950001,171.580002,53.470001
2/9/2018,38.290001,15.34,112.959999,34.035873,24.639999,29.209999,19.049999,176.110001,54.330002
2/12/2018,38.970001,16.389999,115.629997,33.94619,25.040001,29.66,20.1,176.410004,54.799999
2/13/2018,38.669998,17.49,116.629997,33.811661,24.940001,29.82,19.65,173.149994,55.119999
2/14/2018,41.369999,18.92,120.709999,34.170403,25.15,30.200001,19.65,179.520004,55.07
2/15/2018,41.970001,18.16,124.309998,34.304932,25.4,30.190001,19.4,179.960007,56.09
2/16/2018,41.73,18.1,124.010002,34.887894,26.110001,30.67,19.15,177.360001,56.470001
