Date,YELP,VIPS,WDAY,SRC,RLGY,PBF,MANU,FB,BERY
10/31/2014,60,22.929001,95.480003,53.363228,41.009998,26.07,15.98,74.989998,26.02
11/3/2014,61.32,22.860001,95.629997,53.856503,41.080002,26.34,16.07,73.879997,26.030001
11/4/2014,60.099998,23.67,95.510002,53.766815,40.560001,26.48,15.81,75.760002,26.209999
11/5/2014,57.650002,22.709999,92.650002,53.363228,41.099998,25.82,15.73,74.830002,26.43
11/6/2014,58.779999,23.379999,94.989998,52.197308,42.709999,25.75,15.83,75.260002,26.57
11/7/2014,58.41,23.34,94.559998,52.556053,42.790001,26.52,15.86,75.599998,26.440001
11/10/2014,59.07,24.51,95.160004,52.376682,42.779999,25.889999,15.78,75,26.860001
11/11/2014,62.310001,24.549999,94.620003,52.511211,43.389999,26.68,15.86,74.610001,26.6
11/12/2014,60.580002,23.879999,94.470001,51.883408,43.029999,27.16,16.139999,74.720001,26.620001
11/13/2014,58.099998,24.440001,94.199997,51.883408,42.599998,26.5,16.25,74.25,26.42
11/14/2014,59.82,24.469999,95.290001,50.896862,42.970001,27.09,16.309999,74.879997,25.879999
11/17/2014,58,23.99,93.309998,51.345291,42.82,27.540001,16.290001,74.239998,25.91
11/18/2014,57.459999,23.709999,92.870003,52.242153,43.380001,27.66,16.139999,74.339996,26.1
11/19/2014,55.77,22.440001,90.900002,52.017937,42.939999,28.67,15.91,73.330002,26.049999
11/20/2014,57.880001,22.639999,91.650002,51.47982,44.540001,28.83,15.85,73.599998,26.25
11/21/2014,58.09,22.68,93,51.883408,45.790001,29.389999,16.18,73.75,27.27
11/24/2014,58.84,22.719999,92.489998,52.511211,46.689999,28.83,16.290001,74.010002,28.299999
11/25/2014,58.82,21.98,87.370003,52.690582,46.290001,29.799999,16.42,75.629997,28.75
11/26/2014,58.400002,22.940001,87.870003,52.511211,45.959999,29.620001,16.58,77.620003,28.889999
11/28/2014,57.09,22.860001,87.050003,52.511211,46.02,28.26,16.440001,77.699997,28.940001
12/1/2014,55.130001,22.4,85.010002,52.197308,45.009998,28.4,16.040001,75.099998,29.450001
12/2/2014,55.169998,22.17,83.559998,51.928249,45.740002,29.33,16.209999,75.459999,29.73
12/3/2014,54.77,21.59,82.730003,51.748878,45.650002,29.799999,16.040001,74.879997,29.92
12/4/2014,55.139999,21.75,82.290001,52.242153,45.610001,29.51,16.030001,75.239998,30.030001
12/5/2014,53.84,22.209999,83.360001,51.569508,45.720001,28.34,16.379999,76.360001,30.43
12/8/2014,51.52,21.450001,81.959999,51.748878,45.32,27.4,16.43,76.519997,30.09
12/9/2014,52.73,21.559999,83.650002,51.47982,45.360001,28.08,14.78,76.839996,30.26
12/10/2014,51.959999,20.65,82.449997,51.390137,44.27,27.360001,15.2,76.18,30.49
12/11/2014,52.450001,20.190001,82.980003,52.062778,43.759998,27.58,15.23,77.730003,30.59
12/12/2014,52.700001,19.700001,81.580002,52.152466,42.880001,27.360001,15.24,77.830002,30.48
12/15/2014,53.259998,20.5,80.889999,51.838566,42.23,26.120001,15.51,76.989998,29.940001
12/16/2014,50.040001,19.83,78.870003,51.973095,41.810001,26.030001,15.5,74.690002,29.940001
12/17/2014,51.900002,19.049999,80.620003,53.049328,43.59,26.91,15.68,76.110001,30.459999
12/18/2014,52.490002,20.33,84.57,53.183857,43.610001,26.129999,15.62,78.400002,30.790001
12/19/2014,54.59,20.629999,85.449997,53.587444,43.43,25.99,15.64,79.879997,30.51
12/22/2014,53,20.07,84.139999,53.901344,43.310001,25.66,15.79,81.449997,30.91
12/23/2014,53.360001,19.540001,84.860001,53.542603,43.52,25.84,15.76,80.610001,31.049999
12/24/2014,53,19.950001,84.279999,53.542603,43.91,25.99,15.65,80.769997,31.549999
12/26/2014,52.939999,19.959999,84.959999,53.408073,44.439999,26.290001,15.94,80.779999,31.68
12/29/2014,53.009998,19.280001,83.690002,53.632286,44.830002,26.34,15.8,80.019997,31.780001
12/30/2014,54.240002,19.610001,83.07,53.856503,44.529999,26.469999,15.96,79.220001,31.75
12/31/2014,54.73,19.540001,81.610001,53.318386,44.490002,26.639999,15.9,78.019997,31.549999
1/2/2015,55.150002,20.5,80.410004,53.991032,44.189999,26.450001,15.81,78.449997,31.74
1/5/2015,52.529999,21.620001,80.010002,53.811661,43.380001,24.950001,15.75,77.190002,31.700001
1/6/2015,52.439999,21.75,79.419998,55.291481,42.720001,24.49,15.49,76.150002,31.82
1/7/2015,52.209999,22.16,79.349998,55.964127,44,24.440001,15.51,76.150002,31.950001
1/8/2015,53.830002,22.9,82.779999,55.560539,44.48,25.49,15.7,78.18,32.189999
1/9/2015,56.07,22.68,82.599998,54.977577,45.209999,25.219999,15.26,77.739998,31.690001
1/12/2015,54.02,21.700001,83.489998,55.515694,45.349998,24.74,15.96,76.720001,32.619999
1/13/2015,53.18,21.48,83.849998,55.291481,45.169998,24.040001,16.200001,76.449997,32.950001
1/14/2015,52.200001,21.49,81.010002,56.008968,45.330002,23.83,16.200001,76.279999,32.98
1/15/2015,50.119999,21.049999,78.059998,56.233185,45.330002,22.950001,16.059999,74.050003,33.07
1/16/2015,51.389999,21.879999,78.400002,56.726456,45.540001,24.42,16.17,75.18,33.130001
1/20/2015,51.41,22.110001,78.32,56.367714,46.029999,24.629999,16.049999,76.239998,33.200001
1/21/2015,53.41,22.17,80.389999,56.367714,46.470001,25.549999,15.86,76.739998,32.970001
1/22/2015,54.799999,21.99,81.400002,57.085201,47.009998,26.52,16.09,77.650002,33.119999
1/23/2015,55.189999,22.889999,83.199997,56.771301,46.830002,27.360001,15.92,77.830002,33.119999
1/26/2015,55.41,23.07,82.779999,57.399101,47.200001,27.43,15.89,77.5,33.060001
1/27/2015,55.630001,23.700001,80.629997,57.399101,47.049999,27.530001,15.92,75.779999,32.689999
1/28/2015,53,22.950001,78.660004,57.264572,45.950001,28.110001,16,76.239998,32.619999
1/29/2015,52.93,21.969999,79.169998,57.892376,46.060001,27.85,16.02,78,32.48
1/30/2015,52.470001,22.389999,79.459999,57.668159,46.5,28.1,15.98,75.910004,33.82
2/2/2015,53.470001,21.700001,81.389999,57.354259,46.860001,28.25,16.1,74.989998,33.560001
2/3/2015,55.779999,22.33,84.739998,57.847534,47.5,28.530001,16.23,75.400002,33.91
2/4/2015,56.740002,23.34,84.919998,57.668159,47.459999,28.1,16.32,75.629997,34.75
2/5/2015,57.470001,23.139999,87.629997,58.251122,46.990002,28.610001,16.35,75.610001,34.880001
2/6/2015,45.110001,22.959999,86.43,56.367714,47.009998,28.469999,16.33,74.470001,34.939999
2/9/2015,42.169998,22.049999,86.089996,55.919285,46.77,28.67,16.26,74.440002,34.650002
2/10/2015,44.66,21.42,86.139999,56.098656,47.299999,29,17.030001,75.190002,34.939999
2/11/2015,46.18,21.59,88.870003,55.964127,47.939999,28.42,17.23,76.510002,34.73
2/12/2015,47.630001,21.440001,91.169998,56.412556,48.34,29.91,17.41,76.230003,34.950001
2/13/2015,47.529999,21.799999,91.839996,56.457397,48.860001,30.18,17.200001,75.739998,34.98
2/17/2015,48.189999,25.110001,90.919998,55.919285,48.09,29.98,16.950001,75.599998,34.77
2/18/2015,47.540001,25.76,91.300003,56.636772,47.509998,30.26,16.91,76.709999,35.220001
2/19/2015,47.34,25.6,91.870003,55.42601,47.240002,30.799999,16.49,79.419998,34.939999
2/20/2015,47.790001,25.639999,92.739998,55.919285,47.48,30.91,16.42,79.900002,35.34
2/23/2015,47.349998,25.65,91.989998,56.05381,46.490002,31.700001,16.280001,78.839996,35.23
2/24/2015,47.290001,25.309999,93.029999,54.932735,47.84,31.41,16.389999,78.449997,35.419998
2/25/2015,47.150002,25.379999,93.940002,55.874439,47.169998,31.65,16.209999,79.559998,34.610001
2/26/2015,47.75,25.370001,88.650002,55.291481,46.470001,31.940001,15.99,80.410004,34.959999
2/27/2015,48,24.450001,85.5,54.932735,46,31.17,15.99,78.970001,34.310001
3/2/2015,47.860001,24.950001,88.809998,54.932735,46.599998,30.17,16,79.75,34.400002
3/3/2015,48.580002,24.65,88.120003,54.798206,46.23,30.690001,16.01,79.599998,34.259998
3/4/2015,47.790001,24.49,82.639999,54.304932,46.419998,30.379999,15.88,80.900002,34.700001
3/5/2015,47.939999,25.139999,84.209999,54.349777,46.400002,30.690001,15.77,81.209999,34.299999
3/6/2015,47.049999,25.389999,82.610001,52.331841,45.459999,29.59,15.73,80.010002,34.189999
3/9/2015,45.82,25.209999,83.029999,52.645741,46.040001,29.23,15.71,79.440002,34.5
3/10/2015,45.23,25.190001,81.290001,52.556053,45.389999,29.129999,15.58,77.550003,34.439999
3/11/2015,45.73,26.129999,82.330002,52.286995,45.18,29.68,15.54,77.57,34.380001
3/12/2015,46.799999,26.67,83.169998,52.869953,45.889999,29.620001,15.49,78.93,34.860001
3/13/2015,46.450001,25.639999,82.559998,52.914799,46.009998,30.01,15.42,78.050003,34.639999
3/16/2015,46.709999,25.35,83.870003,53.318386,45.75,30.809999,15.57,78.07,34.889999
3/17/2015,47.220001,25.6,83.400002,53.363228,44.799999,30.91,15.5,79.360001,35.799999
3/18/2015,46.82,26.18,84.889999,54.753365,45.150002,31.549999,15.52,80.910004,36.02
3/19/2015,45.18,27.379999,85.349998,54.304932,43.919998,31.719999,15.49,82.75,35.720001
3/20/2015,44.939999,28.41,84.910004,54.977577,44.66,32.09,15.53,83.800003,36.400002
3/23/2015,47.029999,28.559999,85.220001,55.156952,44.310001,32.220001,15.76,84.43,35.970001
3/24/2015,47.040001,28.82,86.489998,54.663677,44.919998,32.27,16.02,85.309998,36.150002
3/25/2015,45.759998,28.370001,83.260002,53.94619,44.73,33.360001,15.75,82.919998,35.209999
3/26/2015,45.709999,28.07,83.980003,53.004482,44.41,32.950001,15.77,83.010002,35
3/27/2015,47.16,28.620001,85.059998,53.09417,45.23,32.619999,16.450001,83.300003,35.43
3/30/2015,47.389999,28.719999,86.139999,53.991032,46.240002,34.209999,16.27,83.199997,36.799999
3/31/2015,47.349998,29.440001,84.410004,54.170403,45.48,33.919998,15.91,82.220001,36.189999
4/1/2015,45.5,29.309999,83.410004,54.753365,45.93,33.98,15.83,81.669998,36.139999
4/2/2015,47.139999,29.110001,86.230003,55.156952,46.779999,32.080002,15.87,81.559998,36.09
4/6/2015,47.310001,29.219999,88.5,55.605381,47.310001,32.02,15.92,82.440002,35.939999
4/7/2015,46.990002,28.52,87.480003,54.394619,46.889999,29.860001,15.87,82.32,35.860001
4/8/2015,47.43,29.66,88,54.304932,47.599998,29.85,15.78,82.279999,36.34
4/9/2015,47,29.77,87.690002,53.856503,47.349998,29.190001,15.65,82.169998,36.23
4/10/2015,47.650002,30,88.699997,53.09417,47.110001,29.35,15.66,82.040001,36.049999
4/13/2015,47.400002,29.92,87.269997,53.09417,47.110001,28.41,15.99,83.010002,36.110001
4/14/2015,47.599998,28.889999,86.379997,52.959641,46.470001,28.549999,16.059999,83.519997,35.599998
4/15/2015,49.57,29.360001,88.18,52.600899,46.57,28.27,16.02,82.709999,34.799999
4/16/2015,49.369999,29.16,89.720001,52.645741,45.470001,28.4,15.98,82.309998,34.759998
4/17/2015,48.299999,28.9,84.370003,52.914799,45.099998,28.129999,15.77,80.779999,34.470001
4/20/2015,48.25,28.58,86.110001,52.914799,45.450001,28.299999,15.77,83.089996,34.740002
4/21/2015,49.310001,29.98,86.019997,53.004482,46.200001,29.200001,15.81,83.620003,35.150002
4/22/2015,50.450001,29.549999,87.589996,52.78027,46.91,29.6,15.75,84.629997,35.07
4/23/2015,50.32,29.870001,87.900002,53.004482,46.700001,28.83,15.79,82.410004,35.09
4/24/2015,50.610001,28.950001,88.529999,52.914799,47.490002,29.65,15.79,81.529999,34.790001
4/27/2015,51.02,29.809999,87.769997,52.600899,47.43,29.66,15.81,81.910004,34.349998
4/28/2015,51.220001,29.209999,86.639999,52.376682,47.740002,29.24,15.56,80.68,34.709999
4/29/2015,51.279999,28.68,90.220001,51.16592,47.310001,28.959999,15.6,80.470001,33.73
4/30/2015,39.389999,28.290001,91.209999,50.627804,47.41,28.379999,15.52,78.769997,34.220001
5/1/2015,39.759998,27.969999,89.5,50.941704,47.82,28.59,15.65,78.989998,35.139999
5/4/2015,39.610001,28.65,90.739998,51.255604,47.279999,27.77,15.49,78.809998,34.150002
5/5/2015,38.880001,27.799999,90.07,50.044842,45.389999,27.6,15.26,77.559998,32.889999
5/6/2015,38.220001,27.02,90.480003,49.596413,45.279999,27.379999,15.15,78.099998,32.200001
5/7/2015,47.009998,27.32,89.68,50.179371,45.669998,27.200001,15.2,78.43,32.470001
5/8/2015,49.93,27.9,89.510002,51.121075,46.740002,27.74,15.17,78.510002,32.869999
5/11/2015,48.619999,27.32,90.260002,50,45.720001,27.469999,15.5,78.010002,33.5
5/12/2015,48.830002,25.780001,88.410004,50.224216,45.240002,26.93,15.51,77.459999,33.139999
5/13/2015,47.84,26.66,89.190002,49.372196,45.790001,27.459999,15.57,78.440002,33.509998
5/14/2015,47.349998,25.209999,90.849998,50.134529,46.639999,28.18,16.01,81.370003,33.900002
5/15/2015,46.889999,26.219999,90.080002,51.031391,46.970001,27.75,16.610001,80.419998,34.07
5/18/2015,46.560001,26.59,91.900002,50.717487,46.799999,27.93,16.34,80.879997,35
5/19/2015,46.459999,25.91,90.650002,50.134529,46.709999,27.6,16.559999,80.629997,35.220001
5/20/2015,46.43,25.49,90.43,50.358746,47.419998,27.360001,16.530001,80.550003,34.889999
5/21/2015,46.139999,24.790001,91.82,49.820629,46.470001,27.200001,16.549999,80.480003,35.23
5/22/2015,46.48,25.43,92.18,49.596413,46.490002,27.43,16.41,80.540001,34.66
5/26/2015,45.549999,26.57,92.489998,49.147984,46.529999,26.75,16.639999,79.330002,34.029999
5/27/2015,45.52,26.540001,82,49.103138,46.650002,26.92,16.959999,80.550003,34.580002
5/28/2015,47.75,25.379999,80.139999,48.878925,47.43,26.85,16.959999,80.150002,34.169998
5/29/2015,47.91,24.969999,78.919998,48.385651,46.950001,26.82,17.07,79.190002,33.470001
6/1/2015,47.41,24.299999,79.089996,49.237667,47.330002,26.450001,17,80.290001,33.759998
6/2/2015,48.580002,24.209999,79.800003,48.744396,47.43,26.33,16.790001,80.440002,33.279999
6/3/2015,47.560001,24.52,80.650002,47.847534,46.880001,26,16.940001,82.440002,33.02
6/4/2015,47.150002,23.969999,78.209999,47.488789,46.099998,25.959999,16.93,82.050003,32.91
6/5/2015,48.220001,24.559999,79.379997,46.950672,45.77,26.959999,16.84,82.139999,33.23
6/8/2015,45.669998,23.799999,78.040001,47.21973,45.369999,27.139999,16.540001,80.669998,33.279999
6/9/2015,45.439999,23.620001,78.129997,46.591927,45.150002,26.49,16.540001,80.669998,33.349998
6/10/2015,44.459999,24.32,79.599998,46.367714,45.580002,26.75,16.52,82.160004,33.610001
6/11/2015,43.540001,24.280001,80.059998,46.771301,46.279999,27.360001,16.4,81.830002,33.830002
6/12/2015,44.040001,25.35,79.629997,46.726456,45.950001,26.690001,16.27,81.529999,33.740002
6/15/2015,44,24.99,79.57,46.502243,45.73,26.27,16.33,80.709999,33.709999
6/16/2015,44.700001,25.290001,78.989998,47.085201,45.84,26.15,16.27,81.059998,33.889999
6/17/2015,44.599998,25.93,79.099998,47.578476,45.439999,26.4,17.059999,81.790001,33.860001
6/18/2015,45.439999,24.85,80.470001,48.295963,46.360001,29.969999,17.65,82.910004,34
6/19/2015,45.119999,23,79.970001,47.802692,45.990002,29.059999,17.9,82.510002,33.900002
6/22/2015,45.279999,23.209999,80.349998,46.995518,46.110001,28.790001,17.790001,84.739998,33.919998
6/23/2015,46.02,23.809999,81.459999,46.547085,46.52,28.93,18.129999,87.879997,34
6/24/2015,45.25,23.129999,79.199997,46.143497,47.09,28.809999,18.16,88.860001,33.650002
6/25/2015,44.880001,22.639999,79.540001,44.843048,46.459999,28.57,18.4,87.980003,33.560001
6/26/2015,44.509998,21.969999,78.599998,44.349777,46.939999,28.610001,18.42,88.010002,33.669998
6/29/2015,42.470001,21.540001,76.309998,43.766815,46.119999,27.98,18.370001,85.800003,32.740002
6/30/2015,43.029999,22.25,76.389999,43.363228,46.720001,28.42,17.860001,85.769997,32.400002
7/1/2015,42.439999,22.190001,75.900002,43.856503,47.400002,29.540001,18.15,86.910004,33.189999
7/2/2015,38.18,20.43,75.790001,44.304932,47.91,29.68,18.02,87.290001,33.150002
7/6/2015,37.490002,20.75,76.68,44.708519,48.599998,30.24,17.719999,87.550003,33.41
7/7/2015,36.299999,20.52,77.650002,45.246635,48.57,30.76,17.66,87.220001,33.810001
7/8/2015,35.400002,20.620001,76.830002,44.843048,48.23,29.950001,17.16,85.650002,33.369999
7/9/2015,34.75,23.110001,77.959999,43.94619,47.939999,29.93,17.309999,85.879997,33.34
7/10/2015,34.73,22.780001,79.519997,45.470852,48.209999,31.1,17.559999,87.949997,33.650002
7/13/2015,35.43,22.969999,79.269997,45.291481,48.299999,31.530001,18.24,90.099998,33.84
7/14/2015,35.990002,22.74,82.18,45.381165,48.02,32.080002,17.76,89.68,33.880001
7/15/2015,35,21.65,83.209999,45.381165,48.540001,30.66,17.809999,89.760002,33.720001
7/16/2015,35.110001,22.059999,84.449997,45.650223,48.23,31.6,18.26,90.849998,33.700001
7/17/2015,34.959999,21.68,84.699997,45.874439,47.889999,31.190001,18.120001,94.970001,34
7/20/2015,34.549999,21.469999,84.599998,45.829597,48.029999,30.790001,17.91,97.910004,33.869999
7/21/2015,35.57,21.469999,84.769997,45.829597,47.779999,30.9,17.76,98.389999,33.189999
7/22/2015,34.439999,21.6,83.989998,46.188339,49.529999,30.76,17.92,97.040001,33.189999
7/23/2015,35.040001,21.23,83.019997,45.336323,48.830002,29.84,17.6,95.440002,32.330002
7/24/2015,34.560001,20.25,82.589996,45.291481,48.57,30.059999,17.92,96.949997,32.07
7/27/2015,33.73,19.99,81.080002,44.977577,48.639999,29.120001,17.610001,94.169998,31.639999
7/28/2015,33.509998,20.200001,83.150002,44.977577,48.700001,29.559999,17.32,95.290001,31.940001
7/29/2015,25.059999,20.26,83.389999,45.515694,49.150002,29.879999,17.809999,96.989998,32.349998
7/30/2015,26.030001,19.700001,83.75,45.022423,49.490002,29.700001,18.15,95.209999,33.360001
7/31/2015,26.4,19.49,84.330002,45.515694,45.52,31.57,18.48,94.010002,32.560001
8/3/2015,25.92,20.01,84,45.695068,44.419998,30.610001,18.440001,94.139999,29.379999
8/4/2015,26.18,20.57,82.800003,45.246635,44.470001,30.969999,18.469999,94.059998,30.379999
8/5/2015,26.129999,21.65,83.400002,44.663677,44.349998,31.34,18.35,96.440002,30.09
8/6/2015,25.379999,22,81.919998,45.022423,44.130001,31.709999,18.209999,95.120003,29.23
8/7/2015,25.35,21.07,82.510002,46.322868,43.389999,31.809999,18.370001,94.300003,29.309999
8/10/2015,26,21,83.25,46.143497,43.189999,33.5,18.559999,94.150002,29.360001
8/11/2015,25.35,18.26,83.059998,46.950672,43.16,34.529999,18.48,93.620003,28.85
8/12/2015,25.469999,19.209999,82.959999,47.174889,43.380001,35.279999,18.42,94.190002,28.75
8/13/2015,24.540001,20.940001,82.260002,46.950672,43.200001,35.240002,18.799999,93.43,31.59
8/14/2015,25.77,20.5,84.18,47.130047,43.389999,34.919998,18.610001,94.419998,32.41
8/17/2015,26.639999,19.809999,84.800003,47.309418,43.529999,36.59,18.440001,93.93,32.59
8/18/2015,25.41,19.030001,82.580002,47.309418,43.650002,36.25,18.280001,95.169998,33.299999
8/19/2015,25.25,19,82.379997,46.995518,43.470001,35.830002,18.23,95.309998,32.650002
8/20/2015,24.01,17.870001,77.019997,46.502243,43.5,34.98,17.66,90.559998,31.889999
8/21/2015,23.09,17.83,71.839996,46.367714,41.950001,31.049999,18.77,86.059998,30.889999
8/24/2015,22.98,17.700001,69.339996,44.035873,40.549999,29.15,17.85,82.089996,29.309999
8/25/2015,22.75,18.41,70.019997,42.735428,39.169998,28.1,17.57,83,28.74
8/26/2015,23.379999,18.629999,72.400002,43.587444,40.549999,28.719999,17.610001,87.190002,29.209999
8/27/2015,23.98,19.889999,75.370003,44.439461,40.790001,28.52,18.02,89.730003,30.26
8/28/2015,23.959999,19.030001,72.760002,44.035873,40.849998,29.379999,18.09,91.010002,30.34
8/31/2015,24.280001,17.99,70.260002,43.049328,40.299999,29.92,17.77,89.43,29.6
9/1/2015,23.4,17.33,69.589996,42.376682,39.650002,28.75,17.379999,87.230003,28.73
9/2/2015,24.280001,17.290001,71.110001,42.869953,39.91,28.84,17.700001,89.889999,29.25
9/3/2015,24.17,17.780001,71.690002,42.959641,40.040001,28.82,18.110001,88.150002,29.950001
9/4/2015,24.209999,16.440001,70.089996,42.197308,39.639999,28.58,17.65,88.260002,29.82
9/8/2015,23.98,16.059999,71.769997,42.645741,40.009998,29.66,18.379999,89.529999,30.92
9/9/2015,24.68,16.25,70.269997,41.16592,39.669998,29.91,17.629999,90.440002,30.59
9/10/2015,25.120001,15.91,70.160004,40.538116,39.900002,30.049999,17.6,91.980003,30.780001
9/11/2015,24.709999,16.34,71.360001,41.569508,40.16,30.209999,17.67,92.050003,30.530001
9/14/2015,24.469999,15.98,69.870003,41.121075,40.220001,28.25,17.82,92.309998,30.290001
9/15/2015,24.940001,16.48,70.669998,41.255604,40.419998,28.280001,18.07,92.900002,30.889999
9/16/2015,25.290001,17.41,71.959999,41.748878,40.639999,27.33,18.379999,93.449997,31.610001
9/17/2015,25.129999,17.559999,72.019997,42.600899,40.869999,27.959999,17.969999,94.339996,31.709999
9/18/2015,24.75,17.24,73.489998,43.049328,40.009998,26.780001,17.950001,94.400002,32.07
9/21/2015,24.23,17.24,73.18,43.09417,40.509998,26.27,18.139999,95.550003,32.369999
9/22/2015,23.35,17.040001,72.889999,42.735428,39.93,26.34,17.83,92.959999,31.620001
9/23/2015,23.1,16.34,72.629997,42.556053,39.490002,26.799999,18.01,93.970001,30.59
9/24/2015,22.58,16.790001,72.489998,42.017937,39.139999,27.469999,17.84,94.410004,30.75
9/25/2015,22.17,16.690001,72.57,41.345291,38.970001,28.24,17.59,92.769997,30.290001
9/28/2015,21.379999,15.85,70.550003,40.627804,37.720001,27.040001,17.51,89.209999,29.07
9/29/2015,21.139999,16.209999,70.699997,41.031391,37.150002,27.620001,17.43,86.669998,28.77
9/30/2015,21.66,16.799999,68.860001,40.986546,37.630001,28.23,17.17,89.900002,30.07
10/1/2015,20.870001,16.91,72.199997,42.107624,37.599998,31.4,17.299999,90.949997,31.290001
10/2/2015,22.379999,18.15,74.089996,42.242153,37.84,30.690001,17.360001,92.07,32.049999
10/5/2015,22.68,18.450001,75.5,43.049328,39.189999,31.33,17.620001,94.010002,32.41
10/6/2015,22.68,18.559999,74.849998,42.869953,38.540001,32.060001,17.639999,92.800003,31.18
10/7/2015,23.5,19.030001,76.360001,43.497757,39.849998,31.92,17.610001,92.400002,32.23
10/8/2015,23.610001,18.629999,75.860001,43.856503,39.060001,33.810001,17.620001,92.470001,32.869999
10/9/2015,24.879999,18.17,77.57,44.035873,38.939999,32.950001,17.57,93.239998,32.43
10/12/2015,22.74,18.49,77.510002,43.632286,39.34,33.310001,17.74,94.260002,32.59
10/13/2015,22.49,18.1,76.5,43.452915,38.200001,32.189999,17.620001,94.120003,32.529999
10/14/2015,21.98,17.290001,74.93,43.273544,38.040001,32.169998,17.58,94.07,33.66
10/15/2015,22.610001,18.389999,77.290001,43.497757,38.16,33.419998,17.690001,95.959999,34.43
10/16/2015,22.65,18.639999,78.690002,43.811661,38.099998,33.66,17.790001,97.540001,33.73
10/19/2015,22.6,18.639999,78.529999,44.753365,38.599998,32.110001,17.809999,98.470001,33.669998
10/20/2015,22.52,18.790001,79.879997,44.887894,38.5,30.860001,17.74,97,34.150002
10/21/2015,22.389999,18.139999,78.230003,44.484306,38.77,30.049999,17.75,97.110001,33.349998
10/22/2015,22.52,19.360001,79.889999,45.246635,37.849998,30.049999,18.02,99.669998,33.529999
10/23/2015,22.559999,19.530001,79.849998,45.067265,38.709999,30.23,18.02,102.190002,33.799999
10/26/2015,24.43,19.83,78.949997,45.515694,40.259998,30.59,18.17,103.769997,33.450001
10/27/2015,22.9,20.35,77.199997,45.515694,39.619999,30.889999,18.23,103.699997,32.900002
10/28/2015,22.07,20.73,78.800003,46.322868,39.959999,32.02,18.27,104.199997,33.459999
10/29/2015,22.950001,20.35,78.449997,46.05381,39.380001,33.490002,18.25,104.879997,33.279999
10/30/2015,22.25,20.52,78.970001,45.650223,39.099998,34,18.200001,101.970001,33.5
11/2/2015,23.799999,20.690001,81.349998,46.636772,40.200001,34.459999,18.059999,103.309998,33.59
11/3/2015,24.120001,21.360001,80.209999,46.457397,39.959999,35.240002,18.15,102.580002,32.040001
11/4/2015,24.42,21.809999,80.25,46.008968,39.689999,35.119999,18.01,103.940002,32.459999
11/5/2015,25.049999,21.139999,78.57,46.188339,42.529999,34.98,18.219999,108.760002,32.900002
11/6/2015,25.5,21.290001,82.18,43.766815,42.18,35.509998,18.17,107.099998,32.849998
11/9/2015,24.959999,20.889999,81.540001,43.183857,41.889999,35.549999,17.959999,106.489998,32.669998
11/10/2015,25.16,19.52,81.519997,43.452915,42.57,35.98,17.91,107.910004,32.990002
11/11/2015,24.98,19.08,82,43.632286,42.139999,35.740002,18.129999,109.010002,33.700001
11/12/2015,25.9,18.620001,81.919998,43.09417,41.200001,33.84,18.99,108.019997,32.799999
11/13/2015,27.1,13.6,78.910004,41.838566,41.400002,34.009998,18.870001,103.949997,34.939999
11/16/2015,27.440001,12.5,80.589996,42.959641,41.959999,34.380001,18.75,104.040001,35.48
11/17/2015,27.540001,12.53,80.93,42.869953,41.52,36.07,18.709999,105.129997,35.990002
11/18/2015,28.23,14.41,83.68,43.542603,41.810001,38.150002,18.540001,107.769997,36.220001
11/19/2015,28.059999,14.31,84.300003,43.452915,41.389999,38.049999,18.5,106.260002,36.830002
11/20/2015,31.209999,16.35,83.110001,43.901344,41.029999,38.27,18.59,107.32,36.540001
11/23/2015,29.860001,16.870001,80.480003,43.811661,41.700001,40.119999,18.370001,106.949997,36.619999
11/24/2015,30.01,16.709999,82.699997,44.035873,41.509998,40.939999,18.09,105.739998,36.419998
11/25/2015,30.51,16.540001,83.349998,43.856503,41.830002,41.290001,18.379999,105.410004,36.389999
11/27/2015,30.18,16.950001,83.220001,44.349777,42.240002,41.48,18.700001,105.449997,36.52
11/30/2015,30.129999,16.530001,83.709999,44.035873,41.310001,40.490002,18.4,104.239998,36.360001
12/1/2015,30.309999,16.24,84.480003,45.336323,41.439999,40.43,18.6,107.120003,36.849998
12/2/2015,31.389999,15.98,84.080002,44.215248,40.360001,39.849998,18.5,106.07,36.330002
12/3/2015,30.629999,14.93,83.610001,43.721973,39.82,38.43,18.35,104.379997,36.279999
12/4/2015,30.450001,15.62,84.580002,44.439461,40.700001,38.700001,18.870001,106.18,37.209999
12/7/2015,30.040001,16.139999,82.980003,44.484306,39.849998,38.110001,18.77,105.610001,36.75
12/8/2015,30.92,16.190001,83.610001,44.663677,39.27,38.099998,18.540001,106.489998,37.459999
12/9/2015,30,15.99,83.389999,44.887894,39.619999,37.509998,18.379999,104.599998,36.709999
12/10/2015,30.83,16.17,83.809998,44.529148,39.639999,37.259998,18.309999,105.419998,36.509998
12/11/2015,29.65,15.98,78.980003,44.349777,38.470001,36.18,18.02,102.120003,36.02
12/14/2015,29.58,16.58,79,43.901344,37.529999,34.099998,17.82,104.660004,35.200001
12/15/2015,26.870001,16.85,78.970001,44.484306,37.630001,34.48,18.030001,104.550003,35.389999
12/16/2015,28.030001,17.48,81.290001,45.73991,37.459999,35.880001,18.110001,106.790001,35.740002
12/17/2015,27.42,16.26,80.519997,44.977577,37.759998,36.889999,18.120001,106.220001,35.209999
