Date,BOX,GDDY,RACE,SQ,TRU
2/14/2020,15.89,78.389999,173.259995,81.860001,98.129997
2/18/2020,16.24,77.629997,177.669998,82.419998,98.160004
2/19/2020,16.209999,76.290001,179.210007,85.239998,100.309998
2/20/2020,16.200001,77.199997,177.850006,85.699997,100.349998
2/21/2020,16.17,77.349998,172.899994,83.489998,97.400002
2/24/2020,15.88,75.07,162.990005,80.209999,97.059998
2/25/2020,15.04,72.510002,161.509995,77.050003,94.739998
2/26/2020,14.98,71.57,159.899994,76.589996,94.150002
2/27/2020,15.28,70.169998,156.089996,79.309998,90.099998
2/28/2020,16.75,69.980003,157.75,83.330002,88.919998
3/2/2020,16.889999,70.010002,161.210007,80.669998,92.650002
3/3/2020,15.89,67.5,156.729996,78.839996,91.07
3/4/2020,15.38,68.529999,160.380005,79.260002,96.190002
3/5/2020,15.01,66.739998,154.190002,76.32,92.559998
3/6/2020,14.68,64.919998,152.179993,73.089996,88.209999
3/9/2020,13.04,59.720001,137.729996,65.730003,81.410004
3/10/2020,12.93,62.189999,146.339996,67.239998,86.480003
3/11/2020,12.23,58.18,143.039993,62.439999,80
3/12/2020,10.6,51.790001,129.990005,53.57,72.480003
3/13/2020,10.93,54.950001,142.279999,57.77,75.040001
3/16/2020,9.12,44.419998,129.320007,41.27,65.790001
3/17/2020,9.23,44.77,136.610001,44.73,68.199997
3/18/2020,9.64,41.919998,134.050003,39.5,58.959999
3/19/2020,11.65,47.880001,136.699997,40,58.669998
3/20/2020,12.48,48.709999,139.559998,38.09,54.98
3/23/2020,12.03,48.77,129.5,40.009998,56.490002
3/24/2020,12.29,57.310001,144.949997,46.310001,61.689999
3/25/2020,12.77,57.470001,154.059998,52.389999,65.769997
3/26/2020,13.85,58.560001,157.179993,56.029999,70.699997
3/27/2020,13.42,56.669998,150.029999,53.34,66.260002
3/30/2020,14,59.16,154.289993,55,68.18
3/31/2020,14.04,57.110001,152.570007,52.380001,66.18
4/1/2020,14.17,52.860001,148.449997,46.810001,63.32
4/2/2020,14.71,56.240002,141.850006,45.880001,61.849998
4/3/2020,14.43,52.07,134.830002,43.720001,59.049999
4/6/2020,15.34,58.82,147.009995,50.419998,64.629997
4/7/2020,14.71,58.009998,146.479996,50.310001,66.239998
4/8/2020,15.13,61.16,154.009995,57.040001,69.5
4/9/2020,15.43,62.540001,157.039993,59.209999,71.489998
4/13/2020,15.4,62.310001,153.419998,59.419998,67.82
4/14/2020,15.37,63.84,155.759995,62.41,72.339996
4/15/2020,15.35,63.669998,150.600006,61.380001,70.900002
4/16/2020,15.4,64.459999,154.300003,57.32,70.699997
4/17/2020,15.49,66.82,161.339996,61.09,76.18
4/20/2020,16.01,67.160004,157.009995,61.060001,72.849998
4/21/2020,15.8,64.410004,153.149994,57.400002,70.260002
4/22/2020,15.72,65.230003,158.020004,60.959999,71.739998
4/23/2020,15.92,66.260002,157.020004,61.82,71.220001
4/24/2020,15.88,67.389999,156.350006,62.009998,72.129997
4/27/2020,16.43,67.489998,158.5,63.549999,75.059998
4/28/2020,16.16,66.050003,155.860001,61.75,78.110001
4/29/2020,16.35,68.120003,157.25,65.769997,81.139999
4/30/2020,16.139999,69.43,155.619995,65.139999,78.790001
5/1/2020,15.31,65.82,148.990005,63,77.040001
5/4/2020,15.25,66.809998,158.529999,63.689999,76.459999
5/5/2020,15.72,68.620003,156.039993,66.690002,79
5/6/2020,15.95,70,155.699997,68.099998,78.279999
5/7/2020,16.860001,73.040001,157.279999,74.620003,78.779999
5/8/2020,17.17,75.050003,159.869995,76.050003,79.110001
5/11/2020,17.34,75.470001,160.050003,74.900002,77.910004
5/12/2020,16.9,75.540001,156.910004,75.209999,75.050003
5/13/2020,16.870001,76.790001,154.759995,73.790001,72.800003
5/14/2020,16.99,76.209999,154.809998,78.199997,74.339996
5/15/2020,17.17,76.510002,157.389999,80.260002,75.620003
5/18/2020,17.26,75.07,162.759995,76.629997,78.910004
5/19/2020,17.09,74.480003,158.25,79.25,78.5
5/20/2020,17.84,75.150002,158.789993,82.040001,81.800003
5/21/2020,17.889999,74.370003,158.759995,81.489998,81.099998
5/22/2020,19.09,75.660004,160.479996,81.489998,80.559998
5/26/2020,19.52,75.239998,162.779999,80.790001,84.889999
5/27/2020,19.639999,77.480003,163.369995,81.019997,85.68
5/28/2020,19.49,76.5,166.690002,79.620003,85.5
5/29/2020,19.98,77.25,168.710007,81.080002,86.290001
6/1/2020,19.370001,77.959999,169.449997,82.720001,87.550003
6/2/2020,19.76,80.32,171.210007,88,88.889999
6/3/2020,19.030001,81.470001,176.190002,91.970001,91.839996
6/4/2020,18.719999,79.139999,173.990005,87.720001,91.410004
6/5/2020,18.309999,78.589996,170.850006,89.93,93.209999
6/8/2020,19.33,80.860001,172.600006,89.620003,93.110001
6/9/2020,19.309999,79.629997,174.509995,89.529999,93.209999
6/10/2020,19.24,79.440002,175.679993,91.910004,91.669998
6/11/2020,17.98,75.269997,165.289993,86.089996,87.239998
6/12/2020,18.26,76.260002,167.889999,86.720001,87.910004
6/15/2020,18.459999,77.419998,169.699997,91,89.220001
6/16/2020,18.969999,78.489998,169.690002,94.739998,90.540001
6/17/2020,19.129999,79.919998,169.809998,97.029999,89.760002
6/18/2020,19.299999,80.150002,168.580002,98.269997,89.410004
6/19/2020,19.790001,81.199997,168.210007,97.980003,87.639999
6/22/2020,22.059999,82.410004,171.449997,104.220001,88.57
6/23/2020,20.790001,82.709999,173.050003,104.75,89.199997
6/24/2020,20.33,75.589996,168.690002,100.879997,84.620003
6/25/2020,20.950001,74.790001,170.089996,104.779999,85.589996
6/26/2020,21.48,71.559998,169.619995,104.300003,83.029999
6/29/2020,20.219999,72.589996,170.979996,103.68,84.209999
6/30/2020,20.76,73.330002,171.009995,104.940002,87.040001
7/1/2020,21.23,73.849998,171.940002,115.900002,87.839996
7/2/2020,20.68,71.300003,172.160004,113.389999,87.300003
7/6/2020,20.84,70.57,176.009995,118.970001,87.449997
7/7/2020,20.629999,69.739998,173.509995,125.599998,86.300003
7/8/2020,21.209999,70.879997,175.910004,133.350006,87.029999
7/9/2020,20.98,70.650002,177.559998,129.389999,83.540001
7/10/2020,20.57,72.449997,179,128.050003,83.050003
7/13/2020,19.17,69.410004,176.330002,118.650002,84.010002
7/14/2020,18.82,72.349998,178.100006,121.239998,84.129997
7/15/2020,19.030001,72.199997,179,122.199997,86.540001
7/16/2020,18.459999,70.370003,177.389999,119.949997,86.080002
7/17/2020,18.469999,69.239998,177.559998,120.730003,86.769997
7/20/2020,19.5,71.279999,180.789993,128.389999,86.510002
7/21/2020,18.940001,69.730003,180.850006,126.989998,86.970001
7/22/2020,18.780001,69.589996,183.029999,129.179993,91.059998
7/23/2020,18.280001,69.360001,182.179993,122.93,91.129997
7/24/2020,17.75,68.610001,179.190002,121.410004,89.730003
7/27/2020,17.639999,68.550003,179.929993,125.75,89.389999
7/28/2020,17.549999,66.970001,178.889999,123.510002,89.389999
7/29/2020,17.629999,67.620003,182.199997,128.550003,92.25
7/30/2020,17.58,68.889999,181.020004,129.130005,90.610001
7/31/2020,17.950001,70.279999,181.699997,129.850006,89.57
8/3/2020,18.07,70.190002,186.449997,134.800003,88.059998
8/4/2020,17.99,73.230003,185.509995,136.830002,87.449997
8/5/2020,18.4,74.449997,186.729996,146.550003,87.639999
8/6/2020,17.76,79,186.639999,154,86.540001
8/7/2020,17.370001,77.879997,185.949997,147.220001,87.379997
8/10/2020,17.07,77.660004,184.25,139.339996,86.360001
8/11/2020,16.92,79.040001,185.490005,138.25,88.050003
8/12/2020,17.129999,78.989998,192.630005,139.020004,89.449997
8/13/2020,17.15,80.379997,194.320007,143.190002,89.57
8/14/2020,17.18,80.720001,194.300003,141.960007,87.709999
8/17/2020,17.75,80.690002,197.190002,152.479996,87.160004
8/18/2020,17.82,81.629997,196.300003,151.039993,86.480003
8/19/2020,17.860001,81.68,194.710007,150.369995,84.629997
8/20/2020,18.08,82.629997,195.020004,155.860001,84.720001
8/21/2020,17.76,83.650002,193.809998,155.100006,82.989998
8/24/2020,17.860001,82.290001,195.429993,151.789993,85.239998
8/25/2020,18.030001,83.019997,197.309998,155,85.150002
8/26/2020,19.290001,83.639999,199.289993,153.740005,85.769997
8/27/2020,20.24,83.32,195.509995,155.610001,86.279999
8/28/2020,20,83.5,196.300003,155.929993,87.089996
8/31/2020,19.629999,83.68,194.75,159.559998,86.720001
9/1/2020,20.049999,84.239998,195.570007,166.660004,87.93
9/2/2020,20.530001,85.230003,196.690002,162.880005,89.239998
9/3/2020,19.02,81.860001,190.970001,152.860001,87.010002
9/4/2020,18.59,79.519997,191.740005,146.389999,84.059998
9/8/2020,18.23,76.43,185.839996,139.110001,83.019997
9/9/2020,18.620001,77.050003,189.419998,144.210007,86.099998
9/10/2020,18.139999,76.010002,187.860001,141.070007,84.860001
9/11/2020,17.780001,75.260002,191.720001,137.449997,85.089996
9/14/2020,17.549999,74.730003,191.990005,144.399994,86.800003
9/15/2020,17.66,73.93,191.580002,154.5,87.489998
9/16/2020,18.049999,73.519997,188.850006,151.050003,88.139999
9/17/2020,17.799999,72.489998,190.139999,145.639999,87.580002
9/18/2020,17.85,71.870003,187.919998,145.009995,84.580002
9/21/2020,17.969999,73.510002,184.100006,151.119995,81.339996
9/22/2020,17.950001,74.5,183.300003,155.589996,82.050003
9/23/2020,17.379999,73.550003,181.580002,149.589996,80.400002
9/24/2020,17.24,73.349998,182.830002,152.309998,80.25
9/25/2020,17.41,75.57,181.25,157.720001,81.190002
9/28/2020,17.67,74.93,183.279999,160.759995,83.739998
9/29/2020,17.450001,76.139999,182.350006,164.809998,84.620003
9/30/2020,17.360001,75.970001,184.089996,162.550003,84.129997
10/1/2020,17.52,77.389999,184.600006,168.490005,86.419998
10/2/2020,17.1,75.160004,180.869995,169.610001,85.800003
10/5/2020,17.219999,77.089996,182.630005,180.919998,87.349998
10/6/2020,17.16,74.809998,176.490005,175.339996,87.239998
10/7/2020,17.379999,75.400002,183.399994,180.179993,87.730003
10/8/2020,17.73,75.050003,181.320007,183.5,88.540001
10/9/2020,17.91,76.830002,182.839996,187.279999,89.220001
10/12/2020,18.040001,77.080002,184.899994,185.169998,89.260002
10/13/2020,17.98,77.949997,184.190002,190.470001,89.690002
10/14/2020,17.530001,77.010002,185.759995,187.490005,89.489998
10/15/2020,17.309999,76.410004,187.710007,188.600006,88.349998
10/16/2020,17.209999,75.989998,192.520004,186.350006,87.230003
10/19/2020,16.51,77.489998,189.369995,186.960007,84.720001
10/20/2020,16.09,77.790001,192.539993,185.740005,85.25
10/21/2020,16.43,78.559998,189.929993,177.820007,87.050003
10/22/2020,16.540001,75.160004,190.100006,175.929993,86.040001
10/23/2020,16.5,74.870003,189.970001,176.770004,86.050003
10/26/2020,16.18,72.910004,185.419998,169.889999,84.370003
10/27/2020,16.200001,72.239998,185.339996,171.020004,80.599998
10/28/2020,16.07,71.160004,177.119995,167.130005,79.25
10/29/2020,16.07,72.779999,178.570007,169.860001,79.150002
10/30/2020,15.5,70.739998,178.419998,154.880005,79.660004
11/2/2020,15.36,72.089996,183.179993,155.229996,79.760002
11/3/2020,15.9,74.139999,196.009995,158.210007,82.330002
11/4/2020,16.299999,79.779999,202.199997,171.289993,87.629997
11/5/2020,17.059999,75.760002,207.089996,175.229996,88.07
11/6/2020,16.92,75,208,198.080002,88.129997
11/9/2020,16.93,70.629997,205.800003,184.080002,95.449997
11/10/2020,16.4,70.18,204.600006,172,91.830002
11/11/2020,16.629999,74.620003,209.270004,183.419998,90.489998
11/12/2020,16.709999,72.510002,205.479996,178.509995,89.349998
11/13/2020,17.15,73.699997,206.690002,177.190002,92.970001
11/16/2020,17.129999,74.400002,207.669998,179.160004,95.949997
11/17/2020,17.51,76.330002,210.350006,187.899994,95.989998
11/18/2020,17.27,75.389999,214.029999,185.539993,96.209999
11/19/2020,17.540001,76.339996,214.169998,191.660004,96.32
11/20/2020,17.6,75.989998,209.740005,195.970001,94.389999
11/23/2020,17.440001,77.279999,209.960007,207.779999,94.970001
11/24/2020,17.6,76.800003,210.300003,202.899994,93.019997
11/25/2020,18.15,78.050003,212.389999,212.919998,93.650002
11/27/2020,18.459999,79.5,212.740005,212.520004,92.849998
11/30/2020,18.690001,79.540001,211.110001,210.960007,91.089996
12/1/2020,18.540001,81.550003,214.389999,203,93.099998
12/2/2020,16.91,81.379997,214.770004,202,93.379997
12/3/2020,16.85,81.669998,215.350006,205.529999,93.760002
12/4/2020,16.93,83.870003,210.339996,208.149994,94.43
12/7/2020,17.200001,85.019997,210.660004,212.580002,94.379997
12/8/2020,17.43,87.309998,214,213.009995,97.139999
12/9/2020,17.219999,83.82,214.949997,207.039993,94.610001
12/10/2020,17.35,84.480003,213.929993,217.25,95.349998
12/11/2020,17.370001,85.669998,214.889999,216.589996,95.510002
12/14/2020,17.9,84.599998,216.399994,215.860001,97.639999
12/15/2020,18.27,85.839996,221.029999,219.990005,99.410004
12/16/2020,18.85,88,222.190002,227.080002,98.449997
12/17/2020,18.84,86.82,223.729996,230.740005,99.599998
12/18/2020,18.950001,85.029999,225.729996,235.449997,99.360001
12/21/2020,19.299999,84.190002,224.639999,233.5,99.129997
12/22/2020,19.940001,85.300003,227.539993,241.580002,98.779999
12/23/2020,19.32,84.660004,225.339996,230.679993,100.029999
12/24/2020,19.290001,84.959999,225.529999,228.279999,100.970001
12/28/2020,18.84,83.589996,228.610001,223.339996,99.040001
12/29/2020,18.110001,83.290001,229.639999,214,98.169998
12/30/2020,18.25,83.32,229.690002,221.039993,98.639999
12/31/2020,18.049999,82.949997,229.520004,217.639999,99.220001
1/4/2021,17.809999,81.779999,227.009995,221.160004,95.849998
1/5/2021,17.99,82.370003,226.080002,229.75,95.790001
1/6/2021,17.870001,80.230003,221.75,226.889999,93.650002
1/7/2021,18.450001,81.669998,222.100006,239.479996,94.440002
1/8/2021,18.59,82.050003,217.970001,241.449997,94.559998
1/11/2021,17.790001,81.220001,217.960007,225.5,93.470001
1/12/2021,17.5,81.260002,217.960007,227.520004,93.660004
1/13/2021,17.370001,81.82,221.690002,230.919998,93.639999
1/14/2021,18,81.82,216.160004,232.789993,92.75
1/15/2021,18,80.910004,210.070007,227.75,91.269997
1/19/2021,17.9,80.410004,210.429993,227.259995,91.370003
1/20/2021,17.92,82.910004,213.649994,226.649994,93.300003
1/21/2021,17.68,83.18,216.139999,219.619995,92.480003
1/22/2021,17.860001,83.75,212.070007,222.880005,91.910004
1/25/2021,17.559999,82.75,210.160004,216.639999,91.620003
1/26/2021,17.76,82.089996,208.5,209.169998,91.139999
1/27/2021,18.93,77.889999,207.25,202.460007,87.730003
1/28/2021,17.959999,78.699997,206.979996,219.910004,89.529999
1/29/2021,17.34,78.580002,208.179993,215.960007,87.040001
2/1/2021,17.620001,80.970001,216.990005,221.940002,90.830002
2/2/2021,18.26,85.260002,207.789993,227.630005,92.769997
2/3/2021,18.41,84.139999,200,227.940002,92.230003
2/4/2021,18.5,86.540001,201.330002,237.720001,93.139999
2/5/2021,18.129999,87.040001,202.679993,240.380005,93.589996
2/8/2021,18.200001,89.32,208.679993,259.970001,93.639999
2/9/2021,18.15,91.199997,209.179993,258.119995,93.510002
2/10/2021,18.83,91.720001,207.149994,257.48999,92.720001
2/11/2021,19.18,92.849998,204.929993,265.929993,92.129997
2/12/2021,19.09,85.75,205.350006,272.75,95.059998
2/16/2021,18.629999,85.010002,201.970001,276.019989,87.599998
2/17/2021,18.700001,83.059998,199.929993,270.940002,88.510002
2/18/2021,18.66,82.279999,199.449997,270.850006,89.709999
2/19/2021,18.52,84.610001,198.289993,276.570007,89.269997
2/22/2021,17.610001,82.190002,196.720001,268.079987,86.5
2/23/2021,19.299999,81.660004,196.809998,256.589996,87.18
2/24/2021,19.139999,81.519997,196.410004,237.320007,87.779999
2/25/2021,18.530001,80,194.830002,227.110001,85.160004
2/26/2021,18.35,81.120003,197.380005,230.029999,84.209999
3/1/2021,18.98,84.779999,197.699997,241,85.779999
3/2/2021,18.75,81.260002,196.479996,252.199997,87.910004
3/3/2021,18.67,78.620003,191.449997,234.199997,87.040001
3/4/2021,18.209999,76.239998,187.779999,218.410004,84.940002
3/5/2021,18.559999,75.699997,188.899994,216.440002,87.769997
3/8/2021,18.870001,72.209999,188.520004,201.869995,87.970001
3/9/2021,21.27,74.43,193.029999,225.089996,88.860001
3/10/2021,21.110001,73.669998,191.830002,226.729996,87.82
3/11/2021,22.4,75.220001,196.820007,241.720001,87.900002
3/12/2021,22.93,72.410004,195.809998,242.110001,88.059998
3/15/2021,21.969999,74.889999,195.630005,251.229996,88.860001
3/16/2021,21.77,75.129997,196.619995,243.360001,88.5
3/17/2021,22.02,74.529999,197.539993,246.470001,87.230003
3/18/2021,21.1,73.330002,194.649994,224.300003,87.360001
3/19/2021,22.57,73.220001,197.059998,224.839996,87.529999
3/22/2021,23.65,75.459999,208.059998,226.130005,88.830002
3/23/2021,23.68,76.889999,202.820007,223.199997,88.760002
3/24/2021,22.99,74.629997,200.350006,213.509995,88.349998
3/25/2021,23.370001,76.949997,203.949997,208.470001,89.660004
3/26/2021,23.25,77.139999,204.259995,213.600006,92.589996
3/29/2021,23.4,77.099998,204.429993,207.179993,90.660004
3/30/2021,23.030001,75.949997,208.770004,212.830002,89.669998
3/31/2021,22.959999,77.620003,209.279999,227.050003,90
4/1/2021,23.99,80.209999,208.039993,229.509995,92.260002
4/5/2021,24.48,81.860001,213.520004,229.949997,94.440002
4/6/2021,24.110001,83.010002,209.190002,236.5,94.910004
4/7/2021,24.27,82.989998,208.800003,245.119995,93.809998
4/8/2021,22,85.120003,209.169998,258.369995,95.849998
4/9/2021,21.700001,85.489998,209.199997,261.649994,95.849998
4/12/2021,21.549999,85.900002,211.979996,265.200012,96.870003
4/13/2021,21.209999,86.580002,210.199997,273.230011,96.309998
4/14/2021,21.74,85.949997,207.419998,258.399994,95.169998
4/15/2021,21.639999,87.629997,210.949997,263.079987,95.480003
4/16/2021,21.549999,86.599998,212,256.100006,96.349998
4/19/2021,21.43,85.660004,212.199997,245.330002,96.860001
4/20/2021,21.809999,84.790001,209.850006,245.5,96.57
4/21/2021,22,84.599998,214.75,245.25,97.879997
4/22/2021,21.9,84.379997,213.080002,245.110001,101.919998
4/23/2021,22.09,84.889999,215.899994,246.429993,103.269997
4/26/2021,22.209999,86.830002,218.050003,255.770004,100.57
4/27/2021,22.1,87.519997,218.949997,253.789993,104.989998
4/28/2021,22.09,87.949997,217.580002,254.199997,104.029999
4/29/2021,21.610001,87.900002,216.449997,247.759995,104.599998
4/30/2021,21.299999,86.82,213.389999,244.820007,104.589996
5/3/2021,21.040001,85.480003,217.979996,243.679993,106
5/4/2021,21.01,82.419998,202.979996,231.190002,106.419998
5/5/2021,20.889999,82.239998,203.25,231.869995,106.599998
5/6/2021,20.74,81.190002,200.110001,223.960007,105.07
5/7/2021,21.16,81.059998,200.5,233.350006,106.209999
5/10/2021,22.440001,80.889999,199.559998,216.429993,106.519997
5/11/2021,22.780001,81.559998,197.880005,220.649994,104.830002
5/12/2021,21.940001,79.870003,195.570007,206.669998,102.919998
5/13/2021,22.610001,79.290001,197.240005,197.130005,105.559998
5/14/2021,23.309999,81.610001,198.649994,207.850006,108.050003
5/17/2021,23.559999,81.169998,201.649994,202.919998,108.040001
5/18/2021,23.4,81.18,203.580002,203.160004,106.860001
5/19/2021,23.18,80.57,202.75,200.110001,106.279999
5/20/2021,23.33,81.400002,208.100006,204.910004,108.349998
5/21/2021,23.24,79.080002,211.229996,200.009995,108.300003
5/24/2021,23.35,80,212.220001,210.949997,109.290001
5/25/2021,22.860001,80.239998,213.009995,216.199997,108.07
5/26/2021,23.17,79.75,212.520004,222.339996,107.540001
5/27/2021,22.870001,81.290001,210,220.899994,107
5/28/2021,23.309999,80.959999,210.910004,222.520004,107
6/1/2021,23.969999,82.660004,212.699997,221.949997,106.010002
6/2/2021,24.530001,80.910004,214.410004,220.410004,105.400002
6/3/2021,24.719999,79.220001,215.429993,211.429993,104.25
6/4/2021,25.16,80.830002,216.880005,213.690002,105.709999
6/7/2021,24.83,80.989998,219.369995,216.949997,104.68
6/8/2021,24.92,81.169998,218.820007,214.119995,106.139999
6/9/2021,24.629999,81.139999,212.179993,210.210007,105.470001
6/10/2021,25.040001,81.669998,211.649994,217.139999,106.629997
6/11/2021,25,82.779999,211.309998,219.339996,106.559998
6/14/2021,25.129999,85.400002,205.279999,230.949997,106.779999
6/15/2021,25.200001,84.830002,204.5,227.75,107.57
6/16/2021,25.139999,84.209999,202.75,225.110001,106.989998
6/17/2021,24.98,85.769997,200.919998,236.130005,108.900002
6/18/2021,24.99,85.610001,200.089996,237.050003,108.470001
6/21/2021,24.950001,84.839996,202.179993,233.889999,109.989998
6/22/2021,25.200001,85.300003,201.490005,235.970001,111.559998
6/23/2021,25.209999,85.480003,200.110001,238.699997,109.650002
6/24/2021,25.24,86.019997,203.279999,244.149994,110.32
6/25/2021,25.209999,86.889999,204.220001,239.940002,111.110001
6/28/2021,26,87.510002,205.419998,246.600006,109.519997
6/29/2021,25.629999,88.440002,206.869995,248.869995,109.419998
6/30/2021,25.549999,86.959999,206.050003,243.800003,109.809998
7/1/2021,26.65,88.470001,203.559998,241.850006,110.43
7/2/2021,26.940001,89.110001,206.789993,241.080002,112.470001
7/6/2021,26.34,88.639999,205.860001,246.699997,112.449997
7/7/2021,25.610001,89,207.029999,244.639999,113.639999
7/8/2021,25.120001,87.279999,205.660004,235.899994,112.639999
7/9/2021,25.09,87.43,209.080002,241.889999,113.839996
7/12/2021,24.719999,86.129997,209.580002,243.350006,113.230003
7/13/2021,24.190001,86.010002,209.660004,241.429993,112.160004
7/14/2021,23.84,84.720001,210.320007,239,112.779999
7/15/2021,23.459999,84.18,206.839996,235.160004,114.550003
7/16/2021,23.469999,85.010002,206.889999,237.520004,115.760002
7/19/2021,22.969999,83.300003,204.110001,233.690002,112.769997
