Date,FWONA,AR,COTY,ESRT,HLT,NWSA,TWTR,VOYA,ZTS
9/18/2018,37.080002,19.32,12.52,16.809999,79.389999,12.42,29.219999,49.560001,89.18
9/19/2018,35.990002,19.940001,12.66,16.549999,80.43,12.52,29.52,50.169998,89.080002
9/20/2018,35.810001,19.790001,13.01,16.639999,81.080002,12.62,29.85,50.099998,90.059998
9/21/2018,35.610001,19.08,13.07,16.690001,80.959999,12.81,28.5,50.5,89.830002
9/24/2018,34.950001,18.709999,13.03,16.360001,80.160004,12.75,28.6,50.389999,89.650002
9/25/2018,35.130001,18.790001,12.75,16.440001,80.110001,12.91,29.110001,50.470001,90.260002
9/26/2018,35.18,17.4,12.62,16.290001,80.660004,12.85,29.01,49.48,90.360001
9/27/2018,35.310001,17.75,12.55,16.370001,82.040001,12.88,29.42,49.419998,91.199997
9/28/2018,35.580002,17.709999,12.56,16.610001,80.779999,13.19,28.459999,49.669998,91.559998
10/1/2018,35.16,17.959999,12.61,16.389999,78.389999,13.1,28.309999,50.049999,91.660004
10/2/2018,35.139999,17.9,12.77,16.23,77.080002,13.07,28.190001,50.110001,91.830002
10/3/2018,34.900002,18.469999,12.48,16.26,76.550003,13.38,29.01,50.970001,93.529999
10/4/2018,34,18.209999,11.45,16.07,75.410004,13.33,28.23,51.84,91.07
10/5/2018,33.68,18.58,11.62,15.97,74.379997,13.29,28.389999,51.380001,91.949997
10/8/2018,33.52,18.879999,11.93,16.209999,74.949997,13.32,28.450001,51.919998,91.470001
10/9/2018,33.48,19.48,11.83,16.219999,75.230003,13.48,29.27,51.650002,92.550003
10/10/2018,31.75,19.17,11.47,16.08,73.400002,12.77,26.790001,49.450001,89.629997
10/11/2018,31.26,18.85,11.13,15.71,73.099998,12.7,27,47.259998,87
10/12/2018,31.379999,18.68,11.03,15.73,73.620003,12.82,27.99,47.470001,88.900002
10/15/2018,31.4,18.860001,11.1,15.83,72.989998,12.99,28.610001,47.169998,90.080002
10/16/2018,32.43,19.139999,11.22,16.219999,74.629997,13.14,29.870001,47.77,91.809998
10/17/2018,32.790001,18.790001,11.21,16.200001,74.519997,13.21,29.549999,48.450001,92.790001
10/18/2018,32.110001,18.139999,10.84,16.07,72.050003,13.14,29.290001,47.119999,91.830002
10/19/2018,32.09,18.209999,10.53,16.15,70.660004,13.13,28.83,46.650002,91.470001
10/22/2018,32.080002,17.49,10.55,15.8,70.160004,13.19,29.18,45.27,92.800003
10/23/2018,31.52,16.85,10.57,15.8,68.870003,13.09,28.77,44.470001,91.470001
10/24/2018,30.690001,16,10.35,15.65,63.82,12.85,27.540001,41.889999,88.769997
10/25/2018,31.18,16.309999,10.37,15.91,67.550003,12.86,31.799999,42.990002,90.470001
10/26/2018,30.18,16.139999,9.96,15.51,68.269997,12.67,32.360001,41.84,88.849998
10/29/2018,29.879999,15.74,9.81,15.61,68.599998,12.47,32.389999,41.380001,89.650002
10/30/2018,30.91,15.56,10.19,15.77,68.699997,12.82,33.860001,41.360001,90.18
10/31/2018,31.690001,15.89,10.55,15.86,71.169998,13.19,34.75,43.759998,90.150002
11/1/2018,32.540001,16.469999,10.94,15.88,72.650002,13.13,34.619999,44.610001,94.25
11/2/2018,32.650002,15.81,10.99,15.74,72.82,13.17,34.299999,44.23,92.769997
11/5/2018,32.209999,17.110001,11.06,15.84,72.400002,13.16,34.02,44.639999,92.720001
11/6/2018,32.48,16.82,11.18,16.25,70.589996,13.27,34.419998,44.970001,92.760002
11/7/2018,32.43,16.790001,8.66,16.34,72.970001,13.43,34.990002,46.240002,95.190002
11/8/2018,32.73,16.440001,8.3,16.120001,72.019997,14.14,34.18,46.470001,94.900002
11/9/2018,31.459999,15.7,8.49,15.99,71.160004,14.24,34.080002,45.630001,95.269997
11/12/2018,30.559999,15.91,8.65,15.93,70.190002,13.69,32.009998,44.549999,94.43
11/13/2018,30.98,15.27,8.16,15.89,70.860001,13.66,32.490002,45.52,94.169998
11/14/2018,30.6,14.2,8.7,15.81,71.080002,13.81,32.91,45.07,92.480003
11/15/2018,30.82,14.22,8.71,15.53,72.889999,13.57,33.150002,45.360001,91.620003
11/16/2018,30.370001,14.05,9.09,15.51,73.040001,13.57,33.669998,44.48,92.269997
11/19/2018,28.68,14.14,9.15,15.44,71.199997,13.3,31.98,43.43,90.099998
11/20/2018,27.93,13.34,8.63,15.27,71.489998,12.6,31.059999,43.009998,88.410004
11/21/2018,28.25,13.89,8.77,15.35,72.57,12.59,31.610001,43.869999,88.68
11/23/2018,28.530001,13.86,8.58,15.51,73.120003,12.61,31.120001,43.549999,89.239998
11/26/2018,29.5,13.74,8.68,15.56,75.089996,13.03,32.82,44.610001,89.519997
11/27/2018,29.129999,13.4,8.61,15.66,75.169998,12.87,32.610001,44.16,90.199997
11/28/2018,29.690001,13.79,8.52,15.99,76.949997,13.13,32.73,45.139999,92.800003
11/29/2018,29.4,13.48,8.52,15.86,76.459999,13.21,31.299999,44.669998,92.769997
11/30/2018,28.82,13.13,8.34,16.190001,75.540001,12.98,31.450001,44.950001,93.870003
12/3/2018,30.219999,13.27,8.47,16.219999,77.970001,13.3,33.66,45.630001,93.57
12/4/2018,28.99,12.68,7.93,15.87,75.150002,12.89,32.560001,43.900002,90.57
12/6/2018,29.530001,12.78,7.67,16.43,75.589996,12.47,32.959999,43.5,90.410004
12/7/2018,31.25,12.75,7.5,16.190001,72.860001,12.36,32.830002,42.869999,88.089996
12/10/2018,30.6,12.79,7.59,15.98,72.669998,12.53,33.43,42.16,88.919998
12/11/2018,30.610001,12.44,7.58,15.81,72.400002,12.46,34.450001,41.48,89.800003
12/12/2018,31.35,12.25,7.75,15.35,72.779999,12.73,36.25,42.279999,90.730003
12/13/2018,30.75,12.16,7.6,15.55,72.220001,12.6,35.889999,42.240002,90.940002
12/14/2018,30.42,11.31,7.31,15.37,71.860001,12.25,35.869999,41.279999,88.449997
12/17/2018,29.66,10.78,7.07,14.78,70.269997,12.07,33.43,40.419998,84.940002
12/18/2018,29.690001,10.73,7.1,14.82,70.489998,11.97,33.740002,40.110001,84.989998
12/19/2018,29.08,10.05,6.96,14.6,69.660004,11.84,32.93,39.259998,83.440002
12/20/2018,28.43,9.75,6.48,14.46,67.5,11.34,29.290001,38.82,82.419998
12/21/2018,27.469999,9.4,6.16,14.42,66.470001,11.04,27.309999,37.57,81.68
12/24/2018,26.879999,9.08,6.11,13.81,66.510002,10.87,26.450001,37.060001,79.279999
12/26/2018,28.309999,9.87,6.4,14.37,69.510002,11.18,28.66,39.080002,82.919998
12/27/2018,28.65,9.83,6.34,14.29,70.330002,11.21,28.68,39.540001,84.330002
12/28/2018,28.99,9.21,6.49,14.28,70.949997,11.25,28.43,39.52,84.489998
12/31/2018,29.719999,9.39,6.56,14.23,71.800003,11.35,28.74,40.139999,85.540001
1/2/2019,30,9.76,6.95,13.91,70.940002,11.39,28.809999,40.029999,84.480003
1/3/2019,29.860001,9.53,6.79,13.92,67.300003,11.28,27.99,39.529999,81.559998
1/4/2019,30.459999,10.25,7.16,14.24,69.940002,11.77,29.950001,41.009998,84.760002
1/7/2019,31.110001,10.51,7.55,14.44,70.739998,11.98,31.34,41.169998,85.269997
1/8/2019,31.16,10.47,7.52,14.79,71.860001,12.16,31.799999,41.709999,86.540001
1/9/2019,31.07,10.51,7.36,14.8,71.040001,12.21,32.25,42.09,86.230003
1/10/2019,30.98,10.66,7.19,14.87,72.07,12.18,33.09,42.150002,85.900002
1/11/2019,31.02,10.5,7.24,14.92,71.889999,12.24,32.869999,42.450001,86.059998
1/14/2019,30.35,10.76,7.19,14.75,70.989998,12.29,32.369999,42.709999,84.5
1/15/2019,30.559999,10.94,7.29,14.88,72.5,12.38,33.02,43.259998,84.809998
1/16/2019,30.389999,10.71,7.23,14.91,72.040001,12.38,32.470001,44.32,83.209999
1/17/2019,30.4,10.76,7.43,14.85,72,12.44,32.849998,44.470001,84.25
1/18/2019,31.190001,10.82,7.53,14.87,73.080002,12.52,33.27,45.349998,84.589996
1/22/2019,30.27,10.38,7.25,14.82,71.010002,12.35,32.25,44.860001,84.089996
1/23/2019,30.030001,10.05,7.33,14.62,70.730003,12.17,30.969999,45.139999,83.690002
1/24/2019,29.75,10,7,14.64,71.059998,12.44,31.610001,45.599998,83.660004
1/25/2019,30.440001,10.41,7.31,14.92,71.760002,12.69,32.900002,46.740002,84.690002
1/28/2019,31,10.26,7.34,14.98,72.309998,12.63,33.130001,46.400002,83.650002
1/29/2019,30.33,10.31,7.21,15.24,73.150002,12.72,31.639999,46.16,84.410004
1/30/2019,29.68,10.56,7.22,15.46,74.129997,12.67,32.259998,46.139999,85.089996
1/31/2019,30.6,10.06,7.76,15.46,74.480003,12.83,33.560001,46.43,86.160004
2/1/2019,30.82,10.21,7.54,15.22,74.419998,12.74,33.189999,46.959999,87.139999
2/4/2019,31.26,10.05,7.64,15.48,74.730003,12.87,33.939999,46.830002,86.970001
2/5/2019,31.24,9.66,7.81,15.65,74.620003,12.98,34.369999,46.779999,87.370003
2/6/2019,30.200001,9.32,7.44,15.45,75.57,12.92,34.16,48.75,87.580002
2/7/2019,30.75,8.73,7.06,15.68,74.68,12.71,30.799999,48.200001,86.209999
2/8/2019,30.49,8.83,9.33,15.52,73.910004,12.46,30.01,47.650002,86.830002
2/11/2019,29.99,9.04,9.66,15.52,74.400002,12.22,30.23,48.02,86.269997
2/12/2019,30.65,9.27,10.87,15.63,74.32,12.4,30.389999,48.889999,87.510002
2/13/2019,30.360001,9.07,11.17,15.52,79.370003,12.44,31.120001,49.040001,88.25
2/14/2019,30.559999,9.07,11.08,15.41,80.160004,12.5,30.959999,48.57,93.260002
2/15/2019,30.879999,9.61,11.04,15.55,81.75,12.75,31.23,49.580002,95.370003
2/19/2019,30.17,9.66,11.04,15.54,81.389999,12.76,31.65,49.669998,94.910004
2/20/2019,31.110001,9.84,11.15,15.53,83.339996,12.88,31.370001,50.18,94.389999
2/21/2019,30.790001,9.73,11.11,15.37,83.25,12.8,30.76,50.029999,93.470001
2/22/2019,31.73,9.64,11.27,15.59,85.029999,12.98,31.709999,49.950001,94.610001
2/25/2019,31.129999,9.66,11.16,15.55,83.550003,13.02,31.99,49.970001,94.389999
2/26/2019,31,9.47,11.18,15.46,83.489998,13.02,31.01,49.720001,93.489998
2/27/2019,30.6,8.99,11.05,15.21,83.489998,13.04,30.41,50.25,93.800003
2/28/2019,30.74,8.66,11,15.22,83.099998,13.02,30.780001,50.57,94.230003
3/1/2019,33,9.15,11.08,15.21,83.779999,13.25,30.620001,50.68,95.75
3/4/2019,33.41,9.18,11.18,15.57,83.379997,13.24,30.5,50.830002,95.870003
3/5/2019,32.599998,8.99,11.02,15.8,84.010002,13.18,31.030001,50.889999,95.779999
3/6/2019,33.349998,8.6,10.98,15.7,83.959999,13.12,30.799999,49.779999,94.169998
3/7/2019,32.650002,8.3,10.86,16,82.919998,12.9,30.120001,49.099998,92.550003
3/8/2019,32.139999,7.81,11,15.84,82.449997,12.8,30.040001,48.66,92.410004
3/11/2019,33.799999,7.98,10.92,15.8,82.800003,13.04,30.870001,49.139999,94.730003
3/12/2019,34.349998,8.17,10.89,16.030001,83.410004,12.87,31.16,49.459999,95.75
3/13/2019,33.73,8.33,11,16.139999,83.669998,12.74,31.299999,49.509998,96.93
3/14/2019,33.73,8.58,11,16.07,85,12.64,31.030001,49.990002,96.199997
3/15/2019,34.169998,8.42,10.89,16.049999,85.760002,12.64,31.219999,51.029999,96.910004
3/18/2019,33.950001,8.69,11.27,15.99,86.209999,12.62,31.08,51.310001,97.769997
3/19/2019,33.650002,8.54,11.5,15.79,85.699997,12.54,31.27,50.740002,98.720001
3/20/2019,33.560001,8.86,11.39,15.77,84.919998,12.6,32.57,50.259998,98.5
3/21/2019,34.299999,8.74,11.28,15.97,85.790001,12.85,32.610001,50.349998,99.639999
3/22/2019,33.310001,8.39,11.22,15.78,84.57,12.63,33.02,48.32,97.93
3/25/2019,33.080002,8.39,11.23,15.66,84.019997,12.56,32.59,48.07,97.93
3/26/2019,33.630001,8.51,11.27,15.8,83.5,12.42,33.060001,49.310001,98.82
3/27/2019,34.259998,8.43,11.42,15.78,82.449997,12.31,32.279999,49.73,98.519997
3/28/2019,34.169998,8.66,11.5,15.85,83.209999,12.38,32.869999,49.919998,99.389999
3/29/2019,34.040001,8.83,11.5,15.8,83.110001,12.44,32.880001,49.959999,100.669998
4/1/2019,34.630001,8.72,11.28,15.9,84.150002,12.52,33.439999,51.209999,101.540001
4/2/2019,34.16,8.65,11.25,15.88,85.040001,12.44,33.75,50.75,102.040001
4/3/2019,34.610001,8.2,11.19,15.88,86.790001,12.49,34.380001,51.02,102.120003
4/4/2019,34.889999,8.41,11.3,15.87,87.309998,12.5,34.419998,51.73,101.980003
4/5/2019,35.82,8.98,11.26,15.87,87.440002,12.55,34.720001,52.330002,102.120003
4/8/2019,35.549999,8.97,11.29,15.79,88.18,12.52,34.860001,52.540001,102.230003
4/9/2019,35.830002,8.55,11.21,15.64,87.099998,12.52,35.139999,51.900002,101.459999
4/10/2019,36.23,8.56,11.17,15.88,87.989998,12.65,34.75,52.77,101.330002
4/11/2019,36.75,8.33,11.18,15.83,88.529999,12.54,34.580002,53.119999,101.059998
4/12/2019,36.439999,8.69,11.2,15.88,88.730003,12.65,34.369999,54.400002,101.669998
4/15/2019,36.77,8.59,11.19,15.78,88.169998,12.54,34.709999,54.27,101.260002
4/16/2019,36.549999,8.69,11.18,15.32,88.150002,12.67,34.459999,55.279999,99.169998
4/17/2019,36.419998,8.49,11.25,15.14,87.760002,12.59,34.48,54.619999,97.980003
4/18/2019,36.779999,8.09,11.26,15.2,87.230003,12.52,34.400002,54.66,99.029999
4/22/2019,36.43,8.04,11.22,15.03,87.910004,12.44,34.389999,54.330002,100.120003
4/23/2019,36.830002,7.9,11.22,15.21,87.910004,12.5,39.77,54.939999,101.970001
4/24/2019,36.5,7.65,11.12,15.4,87.5,12.51,39.290001,53.990002,101.099998
4/25/2019,36.209999,7.26,11.1,15.37,87.629997,12.35,38.48,54.18,101.830002
4/26/2019,37.240002,7.47,11.26,15.58,88.010002,12.46,38.669998,54.529999,103.349998
4/29/2019,37.43,7.49,10.86,15.41,87.25,12.44,39.779999,54.900002,101.260002
4/30/2019,37.759998,7.25,10.82,15.46,86.989998,12.42,39.91,54.889999,101.839996
5/1/2019,37.02,7.13,10.84,15.49,92.599998,12.37,39.290001,54.459999,101.790001
5/2/2019,37.810001,7.22,10.84,15.45,91.230003,12.26,39.950001,54.540001,103.150002
5/3/2019,38.110001,7.17,11.48,15.69,93.330002,12.34,40.799999,54.75,103.75
5/6/2019,37.610001,7.54,12.14,15.74,92.300003,12.03,40.23,54.459999,103.330002
5/7/2019,37.009998,8,12.25,15.29,90.489998,11.57,38.619999,53.650002,101.370003
5/8/2019,36.880001,7.99,11.58,15.31,90.699997,11.42,38.580002,53.709999,101.860001
5/9/2019,38.07,8,11.57,15.36,91.139999,11.43,38.790001,53.57,101.669998
5/10/2019,37.599998,8.04,11.73,15.35,91.529999,11.9,38.450001,53.990002,102.290001
5/13/2019,36.34,7.84,11.73,15.29,89.370003,11.46,36.59,52.23,101.349998
5/14/2019,36.619999,8.06,12.12,15.4,91.739998,11.52,36.93,53.189999,101.25
5/15/2019,36.73,8.24,13.29,15.56,93.650002,11.57,37.900002,52.759998,101.839996
5/16/2019,37.549999,7.98,13.24,15.74,94.050003,11.53,38.299999,53.599998,102.93
5/17/2019,37.310001,7.62,13.5,15.76,92.93,11.41,37.5,53.029999,101.970001
5/20/2019,37.5,7.28,13.5,15.59,91.470001,11.59,37.150002,53.419998,102.220001
5/21/2019,37.209999,7.39,13.51,15.78,92.110001,11.8,37.470001,54.060001,102.379997
5/22/2019,37.110001,6.9,13.12,15.71,92.019997,11.76,38.580002,53.580002,102.940002
5/23/2019,36.900002,6.89,13.11,15.78,90.660004,11.79,37.189999,52.759998,102.889999
5/24/2019,37.330002,7.08,13.08,15.77,89.910004,11.78,37.41,53.16,102.400002
5/28/2019,37.18,6.75,13.01,15.85,89.199997,11.78,37.290001,52.84,102.019997
5/29/2019,36.849998,6.97,12.62,15.29,88.910004,11.61,36.849998,52.509998,101.150002
5/30/2019,35.709999,6.55,12.57,15.28,89.660004,11.45,37.139999,52.360001,102.330002
5/31/2019,36.419998,6.57,12.34,15.36,89.440002,11.39,36.439999,50.93,101.050003
6/3/2019,35.970001,6.7,12.58,15.35,88.43,11.42,34.43,51.669998,103.949997
6/4/2019,36.599998,7.05,13.03,15.36,90.32,11.58,36.099998,54.150002,108.120003
6/5/2019,36.400002,6.6,13.07,15.67,90,11.62,36.330002,54.369999,108.5
6/6/2019,37.169998,6.46,13.51,15.51,91,11.6,36.59,54.48,108.889999
6/7/2019,37.009998,6.45,13.52,15.47,92.510002,11.72,37.93,53.82,110.059998
6/10/2019,36.860001,6.25,13.51,15.36,93.029999,11.77,37.639999,53.93,110.220001
6/11/2019,36.18,6.08,13.4,15.25,93.93,11.8,37.209999,54.41,110.160004
6/12/2019,35.82,5.76,13.35,15.27,93.349998,11.74,37.490002,53.419998,111.440002
6/13/2019,36.209999,5.88,13.68,15.2,93.029999,11.79,36.34,54.099998,110.029999
6/14/2019,35.380001,5.7,13.58,15.17,93.419998,11.83,36.150002,54.18,110.790001
6/17/2019,35.959999,5.7,13.61,15.62,93.209999,12.24,36.439999,53.709999,110.809998
6/18/2019,35.77,5.72,13.73,15.59,95.099998,12.89,36.650002,54.279999,113.379997
6/19/2019,36.43,5.58,13.47,15.84,95.760002,13.37,36.290001,53.990002,114.279999
6/20/2019,36.560001,5.47,13.49,15.76,96.870003,13.56,35.439999,54.869999,112.970001
6/21/2019,36.5,5.58,13.08,15.52,96.139999,13.53,35.02,54.049999,112.879997
6/24/2019,35.98,5.37,13,15.37,95.510002,13.32,35.580002,53.98,113.470001
6/25/2019,35.189999,5.4,13.19,14.75,93.25,13.25,34.720001,52.889999,113.860001
6/26/2019,34.599998,5.48,13.12,14.38,94.519997,13.3,35.220001,53.509998,113.050003
6/27/2019,34.889999,5.38,13.15,14.57,96.529999,13.43,34.75,54.25,112.760002
6/28/2019,35.860001,5.53,13.4,14.81,97.739998,13.49,34.900002,55.299999,113.489998
7/1/2019,35.740002,5.39,11.59,14.98,99.300003,13.6,36.080002,56,113.57
7/2/2019,35.599998,5.26,11.7,15.12,100.389999,13.51,36.220001,55.580002,114.589996
7/3/2019,35.52,5.45,11.67,15.29,100.639999,13.45,36.02,56.310001,115.339996
7/5/2019,35.599998,5.54,11.55,15.25,100.599998,13.46,36.25,56.880001,114.18
7/8/2019,35.130001,5.3,11.45,15.25,100.190002,13.29,36.450001,56.59,114.099998
7/9/2019,35.59,5.39,11.42,15.2,99,13.3,37.650002,56.43,113.260002
7/10/2019,36.630001,5.44,11.3,15.34,99.190002,13.3,37.470001,56.080002,114.57
7/11/2019,36.369999,5.16,11.24,15.05,100.699997,13.22,37.209999,56.709999,114.349998
7/12/2019,36.400002,5.2,11.12,15,99.540001,13.31,37.84,56.93,113.309998
7/15/2019,36.59,5.11,11.11,14.93,99.199997,13.36,38.68,56.740002,113.57
7/16/2019,36.82,4.92,11.14,14.8,99.879997,13.58,37.990002,56.84,113.480003
7/17/2019,36.709999,4.75,11.05,14.78,97.769997,13.22,37.700001,56.060001,113.68
7/18/2019,37,4.72,11.05,14.63,97.099998,13.28,37.66,56.98,114.940002
7/19/2019,36.5,4.91,11.07,14.6,94.529999,13.14,36.77,56.310001,114.089996
7/22/2019,36.759998,4.97,10.96,14.43,93.239998,13.26,37.580002,56.34,115.940002
7/23/2019,36.790001,4.99,10.94,14.69,95.120003,13.38,37.900002,56.82,115.940002
7/24/2019,36.880001,4.92,11.01,14.73,95.309998,13.57,38.73,57.139999,115.440002
7/25/2019,37.009998,4.49,11,14.25,96.400002,13.37,38.119999,56.68,114.650002
7/26/2019,37.580002,4.13,11.1,14.17,97.209999,13.43,41.52,57.290001,115.110001
7/29/2019,37.41,4.04,11,14.07,97.400002,13.38,41.5,56.869999,115.550003
7/30/2019,37.52,4.54,11.19,14.13,97.309998,13.38,41,56.889999,115.790001
7/31/2019,37.48,4.61,10.91,14.01,96.550003,13.16,42.310001,56.169998,114.889999
8/1/2019,37.93,4.51,10.88,13.77,95.25,13.03,42.080002,53.889999,115.699997
8/2/2019,37.580002,4.65,10.7,13.6,93.910004,12.98,42.849998,53.75,116.360001
8/5/2019,36.040001,4.39,10.15,13.18,91.349998,12.76,40.369999,52.400002,112.57
8/6/2019,36.860001,4.13,10.29,13.02,92.559998,12.9,41.32,52.939999,121.169998
8/7/2019,37.66,3.78,10.44,13.1,93.400002,12.79,41.73,50.07,120.889999
8/8/2019,39.130001,3.76,10.42,13.33,95.769997,13.03,42.07,50.580002,124.110001
8/9/2019,38.959999,3.53,10.37,13.11,95.580002,13.7,41.529999,49.32,125.07
8/12/2019,37.77,3.55,9.85,13.16,93.879997,14.03,40.48,48.119999,123.959999
8/13/2019,38.470001,3.52,9.67,13.19,95.260002,14.04,41.810001,50.16,124.699997
8/14/2019,37.990002,3.35,9.54,13.03,92.010002,13.38,40.650002,48.380001,121.790001
8/15/2019,38.5,3.44,9.01,13.12,91.610001,13.65,40.09,48.470001,123.68
8/16/2019,38.900002,3.61,9.11,13.34,93.010002,13.76,40.580002,49.220001,125.370003
8/19/2019,39.060001,3.75,9.19,13.5,93.459999,13.99,41.700001,50.240002,126.75
8/20/2019,39.450001,3.6,8.81,13.41,92.730003,13.92,42.290001,49.68,126.050003
8/21/2019,39.419998,3.47,8.85,13.45,91.620003,14.1,42.799999,50.470001,127.639999
8/22/2019,38.490002,3.34,8.92,13.59,92.410004,14.15,42.18,50.650002,126.639999
8/23/2019,37.669998,3.26,8.68,13.43,91.080002,13.54,41,49.009998,123.07
8/26/2019,38.419998,3.12,8.75,13.54,91.650002,13.66,41.439999,49.27,126.199997
8/27/2019,38.150002,2.8,8.8,13.52,91.129997,13.51,42.139999,48.860001,125.239998
8/28/2019,37.830002,3.11,9.33,13.64,91.910004,13.72,41.68,48.549999,125.769997
8/29/2019,38.540001,3.37,9.35,13.9,92.540001,13.8,42.490002,49.52,126.68
8/30/2019,39.59,3.17,9.55,14.06,92.370003,13.75,42.650002,49.32,126.419998
9/3/2019,39.849998,3.22,9.11,13.82,91.309998,13.55,41.959999,49.099998,127.040001
9/4/2019,40.040001,3.54,9.39,13.9,92.300003,13.89,43.360001,49.580002,127.589996
9/5/2019,40.43,3.7,9.91,14.12,93.470001,14,45.299999,50.950001,128.070007
9/6/2019,40.529999,3.53,10.02,14.21,93.739998,14.11,45.419998,51.029999,128.429993
9/9/2019,40.75,3.87,10.27,14.47,92.529999,14.37,44.259998,51.91,126.660004
9/10/2019,39.73,3.78,10.58,14.75,93.580002,14.51,43.25,53.07,123.029999
9/11/2019,40.189999,3.87,10.74,14.92,95.18,14.55,43.25,53.330002,120.699997
9/12/2019,40.580002,3.54,10.58,14.77,94.769997,14.42,43.200001,53.849998,121.690002
9/13/2019,40.259998,3.61,10.66,14.29,96.050003,14.55,42.630001,54.759998,121.019997
9/16/2019,39.889999,4.3,10.85,14.11,93.660004,14.08,42.759998,54.490002,119.639999
9/17/2019,40.310001,4.21,10.56,13.98,94.860001,14.25,43.240002,54.330002,122.419998
9/18/2019,39.66,3.92,10.49,13.97,95.349998,14.24,43.240002,54.84,123.239998
9/19/2019,39.16,3.8,10.27,14.05,95.779999,13.95,42.93,54.73,124.269997
9/20/2019,39.970001,3.82,10.17,14.02,95.220001,13.94,43.23,54.799999,125.620003
9/23/2019,39.990002,3.56,10.35,14.03,94.25,14.01,43.380001,55.16,125.080002
9/24/2019,39.52,3.36,10.42,13.89,92.220001,13.93,41.419998,54.77,125.050003
9/25/2019,39.360001,3.29,10.49,14.08,92.769997,14.04,42.5,54.560001,124.779999
9/26/2019,39.299999,3.12,10.36,14.18,92.010002,13.93,42.439999,54.299999,126.059998
9/27/2019,38.790001,3.28,10.53,14.22,91.449997,13.86,41.349998,54.759998,123.900002
9/30/2019,39.59,3.02,10.51,14.27,93.110001,13.92,41.200001,54.439999,124.589996
10/1/2019,38.450001,2.89,10.6,13.82,92.150002,13.88,40.25,53.099998,125.120003
10/2/2019,38.16,2.79,10.05,13.67,90.940002,13.75,39.700001,51.52,122.290001
10/3/2019,38.970001,2.85,10.24,13.85,91.989998,13.69,40,51.279999,124.279999
10/4/2019,39.59,2.9,10.33,13.87,93.349998,13.86,40.360001,52.68,127.050003
10/7/2019,39.52,2.67,10.34,13.81,91,13.71,40.799999,51.959999,126.07
10/8/2019,38.849998,2.46,10.18,13.78,90.699997,12.97,39.700001,50.669998,125.379997
10/9/2019,39.049999,2.46,10.07,13.78,91.5,13.08,39.5,51.290001,126.43
10/10/2019,38.900002,2.47,10.07,13.67,91.550003,13.18,39.540001,51.849998,127.410004
10/11/2019,39.369999,2.73,10.57,13.75,93.43,13.5,40.360001,52.669998,128.470001
10/14/2019,39.080002,2.79,10.65,13.76,91.529999,13.53,39.779999,52.700001,126.589996
10/15/2019,39.07,2.65,10.38,13.74,91.660004,13.42,40.279999,53,128.710007
10/16/2019,38.889999,2.65,10.3,13.98,92.199997,13.66,39.91,53.040001,127.93
10/17/2019,39.48,2.8,10.2,14.16,92.199997,13.67,39.610001,52.939999,128.470001
10/18/2019,39.48,2.55,10.12,14.18,91.150002,13.47,38.990002,52.98,128.119995
10/21/2019,39.490002,2.57,11.48,14.29,92.389999,13.65,40.09,54.080002,126.449997
10/22/2019,39.52,2.55,11.91,14.29,90.730003,13.84,38.810001,53.900002,122.809998
10/23/2019,39.490002,2.56,11.9,14.42,95.769997,13.85,38.830002,54.549999,121.800003
10/24/2019,39.52,2.47,11.78,14.55,96.910004,13.81,30.75,54.59,122.949997
10/25/2019,39.48,2.71,11.76,14.45,97.690002,13.8,30.299999,53.990002,124.360001
10/28/2019,40.25,2.6,11.79,14.28,97.190002,13.89,30.059999,55.02,125.129997
10/29/2019,39.299999,2.84,11.67,14.39,97.309998,13.96,29.85,54.790001,126.160004
10/30/2019,39.560001,2.7,11.63,14.6,97.32,13.64,29.860001,54.560001,127.599998
10/31/2019,40.43,2.5,11.69,14.47,96.959999,13.71,29.969999,53.959999,127.919998
11/1/2019,39.740002,2.67,11.67,14.63,96.309998,13.76,29.620001,54.959999,125.339996
11/4/2019,39.18,2.94,11.45,14.78,97.989998,13.81,30.049999,55.599998,124.760002
11/5/2019,39.450001,2.76,11.46,14.69,100.150002,13.75,29.809999,56.16,120.25
11/6/2019,38.48,2.76,13.02,14.69,99.57,13.55,29.540001,57.619999,121.470001
11/7/2019,37.830002,2.86,13,14.56,98.93,13.32,29.049999,57.810001,121.029999
11/8/2019,37.939999,2.86,12.84,14.48,99.089996,12.9,29.209999,57.419998,117.860001
11/11/2019,40.459999,2.62,12.42,14.47,98.129997,13.15,29.34,57.34,117.029999
11/12/2019,41.18,2.53,12.41,14.1,98.089996,13.12,29.049999,57.73,117.199997
11/13/2019,40.869999,2.37,12.24,14.14,97.760002,13.11,29.08,57.43,116.449997
11/14/2019,40.990002,2.22,12.21,14.26,98.849998,12.91,28.889999,57.610001,116.25
11/15/2019,41.470001,2.25,11.91,14.34,99.690002,12.99,29.25,57.919998,117.919998
11/18/2019,42.200001,2.03,12.22,14.22,100.169998,12.89,29.49,57.75,118.800003
11/19/2019,42.880001,1.97,11.97,14.15,100.209999,12.88,29.440001,57.75,120.330002
11/20/2019,42.720001,1.94,11.95,13.83,99.260002,12.73,29.17,57.52,119.559998
11/21/2019,41.75,2.04,11.85,13.89,99.080002,12.57,29.790001,57.209999,120.220001
11/22/2019,41.849998,2.17,11.53,13.82,101.220001,12.71,30.030001,57.849998,119.809998
