Date,SPY,SC,BABA,CFG,GPRO,JD,LC,PGRE,SHLX,SYF,WB
5/24/2017,240.61,11.59,122.809998,34.630001,8.54,40.439999,29.25,15.78,31.200001,26.799999,75.349998
5/25/2017,241.76,11.72,123.629997,34.57,8.47,41.02,28.6,15.63,30.809999,27.23,77.57
5/26/2017,241.71,11.84,123.989998,34.639999,8.4,40.990002,27.950001,15.53,30.57,27.370001,77.57
5/30/2017,241.50,11.52,123.910004,34.25,8.3,40.790001,27.4,15.39,29.99,27.1,74.510002
5/31/2017,241.44,11.17,122.459999,34.099998,8.22,40.029999,27.5,15.42,29.83,26.85,73.529999
6/1/2017,243.36,11.4,123.970001,34.5,8.42,40.290001,28.5,15.62,30.09,27.219999,74.139999
6/2/2017,244.17,11.35,124.129997,34.130001,8.41,40.23,28,15.83,29.799999,27.4,74.519997
6/5/2017,243.99,11.44,125.370003,33.98,8.57,40.32,28.549999,15.72,30.18,27.959999,75.290001
6/6/2017,243.21,11.68,124.620003,33.860001,8.49,40.18,28.299999,15.66,30.639999,28.290001,75.480003
6/7/2017,243.66,11.69,125.639999,34.52,8.44,41.18,28.450001,15.85,29.48,28.870001,78.82
6/8/2017,243.78,11.61,142.339996,35.619999,8.53,41.919998,28.85,15.93,29.360001,28.67,77.629997
6/9/2017,243.41,11.44,139.440002,36.34,8.37,39,28.9,16.139999,29.91,28.700001,74.910004
6/12/2017,243.36,11.44,139.080002,36.610001,8.53,39.220001,28.1,16.639999,29.549999,28.76,74.739998
6/13/2017,244.55,11.57,136.600006,36.880001,8.43,39.27,29,16.4,29.280001,28.99,73.940002
6/14/2017,244.24,11.59,136.669998,36.580002,8.34,38.400002,28.5,16.4,29.08,29.23,71.809998
6/15/2017,243.77,11.73,135.080002,36.709999,8.07,38.119999,28.25,16.42,28.49,29.469999,71.940002
6/16/2017,242.64,11.55,134.869995,36.369999,7.77,38.169998,28.049999,16.370001,28.790001,29.33,71.099998
6/19/2017,244.66,11.58,139.470001,36.549999,7.84,39.740002,28.9,16.32,28.59,29.42,74.769997
6/20/2017,243.01,11.49,138.380005,35.939999,7.8,38.900002,28.25,16.34,27.959999,29.440001,74.080002
6/21/2017,242.95,11.6,143.289993,35.200001,7.7,41.09,27.65,16.33,27.52,29.700001,76.959999
6/22/2017,242.84,11.79,142.270004,34.98,7.74,41.330002,28.5,16.280001,27.9,29.299999,72.25
6/23/2017,243.13,11.66,143.009995,34.490002,7.82,42.950001,28.35,16.33,28.84,28.969999,72.379997
6/26/2017,243.29,12.03,142.729996,34.66,8.19,43.080002,28.6,16.49,28.870001,29.68,71.610001
6/27/2017,241.33,12.39,141.529999,34.84,8.14,40.689999,27.799999,16.42,28.790001,29.440001,69.080002
6/28/2017,243.49,12.52,143.949997,35.34,8.25,41.279999,28.1,16.110001,29.610001,29.799999,69.360001
6/29/2017,241.35,12.87,140.809998,35.650002,8.28,39.5,28,16.17,29.299999,29.549999,67.43
6/30/2017,241.80,12.76,140.899994,35.68,8.13,39.220001,27.549999,16,30.299999,29.82,66.470001
7/3/2017,242.21,13.06,140.990005,36.540001,8.19,38.860001,28,16.190001,30.85,30.059999,68.330002
7/5/2017,242.77,13.17,144.869995,36.880001,8.05,39.759998,27.85,15.95,30.58,29.780001,68.620003
7/6/2017,240.55,12.89,142.199997,36.599998,8,39.110001,26.85,15.59,30.26,29.379999,68.290001
7/7/2017,242.11,13.09,142.429993,37.07,7.98,39.220001,27.15,15.56,30.459999,29.700001,69.419998
7/10/2017,242.37,13.23,143.809998,37.049999,7.96,40.419998,26.700001,15.32,29.65,29.129999,68.760002
7/11/2017,242.19,13.08,145.809998,36.73,7.95,40.810001,26.85,15.23,29.49,29.1,68.800003
7/12/2017,244.01,13.29,149,36.52,8.12,41.439999,26.950001,15.37,29.77,29.33,72.559998
7/13/2017,244.42,13.41,149.520004,36.849998,8.44,41.43,27.049999,15.64,30,29.360001,73.110001
7/14/2017,245.56,13.28,151.830002,36.240002,8.18,42.009998,26.950001,15.71,30.6,29.48,74.309998
7/17/2017,245.53,13.17,151.229996,36.09,8.11,41.630001,26.5,15.82,30.34,29.65,72.43
7/18/2017,245.66,13.28,153.75,35.59,7.99,42.990002,26.450001,15.58,30.34,29.33,74.349998
7/19/2017,246.99,13.59,153.149994,35.27,8.07,43.220001,26,16.02,29.66,29.51,74.199997
7/20/2017,247.10,13.52,152.110001,35.25,8.01,42.919998,26,15.85,29.530001,29.530001,73.550003
7/21/2017,246.88,13.63,151.889999,34.48,7.96,43.080002,25.950001,15.86,29.49,30.870001,73.93
7/24/2017,246.82,13.5,152.259995,35.450001,8.03,43.540001,25.4,15.94,29.030001,30.74,76.699997
7/25/2017,247.42,13.58,152.440002,35.849998,8.09,44.459999,25.700001,16.02,29.219999,30.889999,76
7/26/2017,247.43,13.44,155.789993,35.169998,8.18,45.869999,26.049999,16.049999,29.01,30.57,76.349998
7/27/2017,247.20,13.46,154.149994,35.040001,8.06,45.16,25.950001,16.27,28.690001,30.34,74.120003
7/28/2017,246.91,12.96,157.559998,34.939999,8.1,45.220001,26.1,16.370001,28.73,29.940001,76.349998
7/31/2017,246.77,12.81,154.949997,35.080002,8.24,45.169998,25.35,16.370001,28.58,30.32,76.949997
8/1/2017,247.32,12.89,154.729996,35.220001,8.08,45.549999,25.450001,16.41,28.559999,29.879999,77.650002
8/2/2017,247.44,12.83,151.910004,35.619999,8.03,45.25,24.799999,16.309999,28.139999,30.059999,76.139999
8/3/2017,246.96,12.69,153.320007,35.220001,8.26,45.299999,25.450001,16.200001,27.91,29.91,78.279999
8/4/2017,247.41,12.71,153.330002,35.619999,9.85,46.400002,26.049999,16.48,27.43,29.870001,78.769997
8/7/2017,247.87,13.09,158.839996,35.349998,10.16,47.560001,27.299999,16.299999,27.190001,30.4,86.260002
8/8/2017,247.26,13.28,157.5,35.34,10.52,48.150002,32.25,15.97,26.809999,30.719999,86.260002
8/9/2017,247.25,13.19,157.490005,35.029999,10.16,47.84,30.4,15.88,27.040001,30.25,87.230003
8/10/2017,243.76,12.89,151.770004,33.709999,9.78,46.09,29.5,15.67,26.870001,29.32,82.199997
8/11/2017,244.12,12.81,151.699997,33.389999,9.88,45.900002,29,15.63,26.57,29.200001,82.720001
8/14/2017,246.54,13.02,154.610001,34.220001,9.74,44.25,29.049999,15.86,26.68,29.639999,85.860001
8/15/2017,246.51,13.23,157.75,33.990002,9.88,44.049999,29.15,15.9,26,30.99,85.459999
8/16/2017,246.94,13.09,159.5,33.950001,9.41,43.650002,29.65,15.94,25.790001,30.870001,88.110001
8/17/2017,243.09,12.85,163.919998,32.810001,9.32,40.799999,29.15,15.76,26.200001,30.1,88.32
8/18/2017,242.71,12.85,167.5,33.060001,9.05,40.130001,29.799999,15.57,26.27,30.07,89.68
8/21/2017,242.90,12.84,169.25,32.700001,8.76,41.259998,30.25,15.76,25.530001,30.26,91.059998
8/22/2017,245.44,12.79,174.460007,33.419998,9.06,42.150002,30,15.52,25.969999,30.34,94.410004
8/23/2017,244.56,12.81,175.800003,33.5,9.21,42.439999,30.200001,15.77,26.360001,30.309999,97.410004
8/24/2017,243.99,13.71,175,34,9.13,42.07,31,15.71,26.57,30.459999,98.209999
8/25/2017,244.56,13.97,171.740005,33.849998,9.13,40.869999,30.75,15.8,26.870001,30.540001,95.989998
8/28/2017,244.57,13.93,168.300003,33.470001,9.26,40.349998,30.5,15.68,26.870001,30.290001,95.080002
8/29/2017,244.85,13.79,167.410004,33.310001,9.15,40.84,30.65,15.55,26.91,30.120001,96.959999
8/30/2017,246.01,14.38,171.25,33.389999,9.11,41.939999,30.700001,15.68,27.15,30.66,97.900002
8/31/2017,247.49,14.28,171.740005,33.130001,9.21,41.91,30.950001,15.78,27.67,30.790001,101.099998
9/1/2017,247.84,14.46,171.039993,33.610001,9,41.990002,31.549999,15.81,27.58,30.92,104.720001
9/5/2017,246.06,14.46,169.919998,32.650002,8.93,41.400002,30.85,15.71,27.66,29.870001,102.900002
9/6/2017,246.90,14.32,168.139999,32.77,8.9,41.639999,30.700001,15.93,28.139999,29.959999,102.339996
9/7/2017,246.87,14.2,170.479996,32.080002,10,41.830002,29.950001,15.84,28.190001,29.059999,106.68
9/8/2017,246.58,14.26,169,32.810001,10.26,41.150002,29.299999,15.75,27.65,28.549999,104.809998
9/11/2017,249.21,14.26,174.059998,33.459999,10.92,42.040001,31,15.95,27.23,29.15,106.610001
9/12/2017,250.05,14.31,175.309998,34.48,10.89,43.290001,31.450001,15.89,27.879999,29.190001,106.610001
9/13/2017,250.17,14.18,178.970001,34.689999,11.41,45.27,31.4,15.96,28.1,29.32,106.099998
9/14/2017,250.09,14.1,177.100006,34.779999,11.23,45.25,30.35,16.23,28.25,28.700001,106.980003
9/15/2017,249.19,14.23,176.699997,35.16,11.52,44.91,30.9,16.01,27.459999,29.02,106.110001
9/18/2017,249.72,14.51,179.979996,35.59,11.12,44.740002,30.700001,15.93,27.59,29.26,104.93
9/19/2017,249.97,14.5,180.070007,35.82,10.97,44.330002,29.950001,15.97,27.360001,29.09,105.339996
9/20/2017,250.06,14.38,177.949997,35.790001,10.66,44.439999,30.299999,15.94,27.549999,29,100.800003
9/21/2017,249.39,14.36,177.389999,36.27,10.94,42.98,30.5,16,27.41,28.889999,99.809998
9/22/2017,249.44,14.54,178.139999,36.349998,10.75,42.369999,30.299999,16,27.549999,29.469999,100.040001
9/25/2017,248.93,14.68,169.589996,36.459999,11.18,40.93,29.85,16.139999,28,29.559999,95.559998
9/26/2017,249.08,15.05,167.020004,36.82,11.51,40.32,29.85,16.190001,27.82,29.940001,96.910004
9/27/2017,250.05,15.19,170.990005,37.220001,11.69,39.709999,30.950001,15.94,27.790001,30.940001,98.449997
9/28/2017,250.35,15.27,170.240005,37.07,11.48,38.650002,31.200001,15.92,27.809999,31.190001,98.089996
9/29/2017,251.23,15.37,172.710007,37.869999,11.01,38.200001,30.450001,16,27.84,31.049999,98.940002
10/2/2017,252.32,15.59,173.610001,37.220001,11.12,39.099998,31.35,16,27.940001,31.48,100.389999
10/3/2017,252.86,15.55,178.559998,36.84,11.09,39.209999,32.099998,16.1,27.969999,31.719999,104.209999
10/4/2017,253.16,15.52,178.710007,36.57,10.39,38.34,32.049999,16.18,28.09,31.309999,103.190002
10/5/2017,254.66,15.61,178.889999,37.130001,9.67,39.139999,32.099998,16.24,28.34,31.66,101.5
10/6/2017,254.37,15.68,179.199997,37.490002,9.88,39.240002,31.950001,16.25,28.49,31.309999,100.400002
10/9/2017,253.95,15.33,182.089996,37.310001,9.81,38.91,32,16.15,28.1,31.440001,100.330002
10/10/2017,254.62,15.33,183.119995,37.810001,9.75,40.169998,31.950001,16.23,27.9,31.75,99.720001
10/11/2017,255.02,15.25,184.690002,37.450001,9.63,39.619999,32,16.309999,28.02,31.42,99.699997
10/12/2017,254.64,15.07,180.529999,37.16,9.58,38.509998,31.75,16.440001,28.02,30.639999,98.860001
10/13/2017,254.95,15.13,178.449997,36.98,9.56,38.720001,32.299999,16.440001,27.9,30.82,99.739998
10/16/2017,255.29,15.5,179.559998,37.049999,9.08,39.669998,31.6,16.459999,27.16,31.5,99.07
10/17/2017,255.47,15.27,175.320007,36.68,9.23,39.59,31.200001,16.6,27.049999,30.98,98.18
10/18/2017,255.72,15.37,179.610001,37.18,9.47,40.32,30.549999,16.5,26.610001,31.51,99.269997
10/19/2017,255.79,15.31,177.929993,37.43,9.21,39.380001,29.9,16.190001,27.219999,31.709999,96.889999
10/20/2017,257.11,15.39,177.320007,38.330002,9.48,39,30,15.95,27.08,33.040001,95.480003
10/23/2017,256.11,15.3,173.130005,38.5,9.4,38.43,28.450001,15.93,26.469999,32.68,96.07
10/24/2017,256.56,15.3,173.699997,38.369999,9.4,38.52,27.9,15.93,26.48,32.650002,95.830002
10/25/2017,255.29,15.18,170.220001,38.029999,9.62,37.400002,28.700001,15.88,25.57,32.380001,90.349998
10/26/2017,255.62,15.4,170.320007,38.509998,9.86,36.810001,28.75,15.9,25.950001,32.869999,89.959999
10/27/2017,257.71,16.07,176.149994,38.450001,10,37.360001,29.049999,15.91,25.809999,32.939999,90.889999
10/30/2017,256.75,16.690001,181.580002,38.080002,10.34,37.419998,28.450001,15.8,25.43,32.599998,89.870003
10/31/2017,257.15,16.639999,184.889999,38.009998,10.43,37.52,28.450001,15.92,25.41,32.619999,92.650002
11/1/2017,257.49,16.82,186.080002,38.369999,10.67,37.860001,28.200001,16.030001,26.040001,32.830002,96.599998
11/2/2017,257.59,16.940001,184.809998,38.740002,9.58,37.880001,28.1,15.99,25.780001,33.220001,94.68
11/3/2017,258.45,16.99,183.210007,38.82,9.13,38.419998,28.15,15.85,26.360001,33.110001,96.410004
11/6/2017,258.85,16.93,187.839996,38.720001,8.91,39.009998,29.25,15.97,27.34,32.77,99.209999
11/7/2017,258.67,16.620001,188.509995,37.669998,8.85,39.790001,27.299999,15.93,27.75,32.360001,99.279999
11/8/2017,259.11,16.42,185.899994,37.310001,8.73,40.330002,22.950001,15.86,27.35,32.07,108.970001
11/9/2017,258.17,16.209999,185.130005,36.810001,8.35,39.799999,21.450001,15.99,27.309999,32.09,109.290001
11/10/2017,258.09,16.18,186.410004,36.68,8.51,39.959999,21.5,16.1,27.02,32.07,105.160004
11/13/2017,258.33,15.93,184.539993,37.200001,8.38,41.34,21.25,16.33,25.969999,32.59,108.580002
11/14/2017,257.73,15.78,181.789993,38.07,8.21,38.900002,20.85,16.209999,25.66,32.560001,112.209999
11/15/2017,256.44,16.280001,181.479996,38.139999,8.16,39.349998,20.6,16.08,25.620001,32.529999,111.169998
11/16/2017,258.62,16.15,185.429993,37.919998,8.27,40.220001,21.35,16.16,25.52,33.380001,117.720001
11/17/2017,257.86,16.32,185.130005,38.169998,8.29,40.25,21.5,16.200001,25.49,33.860001,115.730003
11/20/2017,258.30,17.07,188,38.25,8.39,39.200001,21.299999,16.110001,26.290001,33.860001,120.43
11/21/2017,259.99,17.09,190.899994,37.900002,8.61,39.880001,21.549999,16.34,25.67,33.77,119.540001
11/22/2017,259.76,16.950001,189.839996,37.830002,8.58,39.790001,21.4,16.389999,25.84,33.669998,117.449997
11/24/2017,260.36,16.85,191.190002,37.75,8.58,39.209999,21.299999,16.32,25.76,33.490002,117.489998
11/27/2017,260.23,16.73,188.029999,37.630001,8.63,38.66,21.1,16.25,25.32,33.209999,114.370003
11/28/2017,262.87,17,186.690002,38.779999,8.72,38.57,21.799999,16.08,25.34,34.490002,116.010002
11/29/2017,262.71,17.049999,179.910004,40.669998,8.63,37.830002,22.549999,16.02,25.66,35.349998,110.82
11/30/2017,265.01,17.24,177.080002,40.700001,8.54,37.450001,21.85,16.17,27.049999,35.889999,108.559998
12/1/2017,264.46,17.370001,174.610001,40.689999,8.51,37.27,21.5,16.190001,27.74,35.939999,104.830002
12/4/2017,264.14,18.030001,169.580002,41.849998,8.23,36.75,21.85,16.27,26.809999,37.450001,102.029999
12/5/2017,263.19,17.76,168.960007,40.889999,8.14,37.299999,21.25,15.96,27.24,37.310001,100.410004
12/6/2017,263.24,17.639999,172.630005,40.630001,7.92,37.82,21.25,15.81,26.6,37.389999,98.360001
12/7/2017,264.07,17.9,174.470001,41.43,7.99,38.130001,17.950001,15.74,26.85,37.34,100.709999
12/8/2017,265.51,17.82,177.619995,41.740002,8.02,38.009998,17.549999,15.74,26.82,37.5,100.239998
12/11/2017,266.31,18.190001,179.289993,41.419998,8.2,38.459999,19.450001,15.77,27.77,37.59,104
12/12/2017,266.78,18.42,174.639999,41.919998,8.03,38.560001,21.049999,15.82,27.83,37.360001,101.690002
12/13/2017,266.75,18.32,176.470001,41.34,7.99,40.799999,20.1,15.85,28.299999,36.639999,103.529999
12/14/2017,265.66,18.280001,171.75,40.869999,7.84,40.630001,19.950001,15.83,28.16,36.990002,101.830002
12/15/2017,266.51,17.99,173.550003,41.700001,8.04,40.32,20.15,15.88,28.43,37.189999,102.720001
12/18/2017,268.20,18.110001,173.369995,42.029999,8.06,41.68,20.700001,16.040001,28.74,38.509998,107.989998
12/19/2017,267.17,18.129999,171.279999,42.080002,8.08,42.970001,20.25,15.75,28.68,38.18,107.160004
12/20/2017,267.03,18.280001,172.639999,41.93,8.04,42.16,20.450001,15.52,28.4,37.959999,105.529999
12/21/2017,267.58,18.52,175.320007,42.599998,8.08,42.27,20.549999,15.58,28.77,38.599998,107.720001
12/22/2017,267.51,18.450001,176.289993,42.630001,7.95,42.189999,20.549999,15.58,29.26,38.77,106.82
12/26/2017,267.19,18.48,172.330002,42.52,7.85,42.139999,21.049999,15.7,29.459999,38.709999,105.080002
12/27/2017,267.32,18.48,172.970001,42.360001,7.67,42.290001,20.6,15.84,29.27,38.599998,104.370003
12/28/2017,267.87,18.6,172.300003,42.439999,7.69,41.630001,20.9,15.83,29.629999,38.970001,104.330002
12/29/2017,266.86,18.620001,172.429993,41.98,7.57,41.419998,20.65,15.85,29.82,38.610001,103.459999
1/2/2018,268.77,18.389999,183.649994,42.68,7.44,43.279999,21.450001,15.8,30.040001,38.860001,113.169998
1/3/2018,270.47,18.51,184,43.169998,7.49,43.509998,20.950001,15.76,30.629999,39.119999,115.089996
1/4/2018,271.61,18.620001,185.710007,43.68,7.57,43.669998,20.5,15.49,30.379999,39.400002,116.209999
1/5/2018,273.42,18.85,190.699997,43.880001,7.52,45.639999,20.35,15.56,30.09,39.740002,120.860001
1/8/2018,273.92,18.610001,190.330002,44.060001,6.56,46.099998,20.5,15.46,30.450001,39.259998,120.029999
1/9/2018,274.54,18.43,190.800003,44.189999,6.17,46.130001,19.950001,15.36,30.219999,39.439999,121.68
1/10/2018,274.12,18.35,189.789993,44.900002,6.05,46.450001,20.9,15.21,29.92,39.66,120.099998
1/11/2018,276.12,18.549999,188.75,45.299999,6.15,46.610001,21.65,15.15,30.15,39.759998,119.93
1/12/2018,277.92,18.790001,187.789993,45.52,6.23,46.400002,21.35,15.16,30.530001,39.369999,121.440002
1/16/2018,276.97,18.200001,182.399994,45.25,6.36,46.459999,20.6,15.02,30.74,37.93,123.190002
1/17/2018,279.61,18.200001,183.830002,45.84,6.34,46.610001,20.700001,15.09,30.65,38.060001,129.199997
1/18/2018,279.14,18.120001,184.399994,45.759998,6.27,45.900002,20.75,14.94,30.16,37.299999,129.619995
1/19/2018,280.41,18.41,184.050003,46.82,6.29,46.02,20.1,14.92,30.129999,38.470001,130.289993
1/22/2018,282.69,18.42,184.020004,47.810001,6.3,45.259998,20.299999,15.09,30.459999,39.52,131.130005
1/23/2018,283.29,18.559999,192.279999,47.869999,6.12,45.18,21.049999,15.26,30.15,39.779999,131.729996
1/24/2018,283.18,18.459999,195.529999,47.380001,6.1,46.740002,20.5,15.14,29.76,39.740002,128.580002
1/25/2018,283.30,18.5,198.330002,46.669998,5.96,47.380001,20.4,15.07,29.559999,39.580002,130.520004
1/26/2018,286.58,18.690001,205.220001,46.950001,5.65,50.5,20.4,14.97,29.790001,40.209999,136.100006
1/29/2018,284.68,18.620001,203.009995,46.75,5.32,49.939999,20.049999,14.85,29.200001,40.16,132.139999
1/30/2018,281.76,18.48,199.660004,46.169998,5.47,49.259998,19.200001,14.71,28.42,39.630001,128.589996
1/31/2018,281.90,17.25,204.289993,45.900002,5.47,49.23,18.299999,15.03,28.629999,39.68,129.570007
2/1/2018,281.58,17.440001,192.220001,46.810001,5.5,47.549999,19.1,14.67,29.030001,39.66,130.100006
2/2/2018,275.45,16.889999,187.309998,46.02,5.55,46.029999,18.299999,14.73,26.190001,38.68,121.440002
2/5/2018,263.93,16.52,180.529999,43.68,5.52,44.599998,18.1,14.19,26.25,36.880001,117.510002
2/6/2018,269.13,16.639999,185.169998,44.599998,5.63,45.049999,18.35,14.26,26.66,37.669998,118.309998
2/7/2018,267.67,16.540001,180.300003,44.84,5.61,44.389999,19,14.27,26.57,37.5,117.529999
2/8/2018,257.63,16.290001,173.699997,42.189999,5.58,42.25,18.5,13.91,26,34.98,111.760002
2/9/2018,261.50,16.32,176.669998,43.049999,5.46,42.93,18.5,14.21,25.610001,35.029999,115.349998
2/12/2018,265.34,16.73,177.440002,43.959999,5.26,43.720001,18.75,14.16,26.01,36.240002,118.309998
2/13/2018,266.00,16.68,179.25,44.389999,5.29,44.549999,18.75,14.2,26.040001,36.009998,129.660004
2/14/2018,269.59,16.92,186.759995,45.849998,5.67,46.860001,19.700001,14.25,25.860001,36.700001,139.639999
2/15/2018,273.03,17,187.449997,46.02,5.62,47.110001,19.700001,14.53,25.639999,36.84,135.119995
2/16/2018,273.11,17.01,183.679993,45.93,5.49,46.419998,19.75,14.3,25.469999,36.73,134.740005
2/20/2018,271.40,16.799999,187.190002,46.09,5.57,46.93,20.65,14.12,25.440001,36.560001,133.899994
2/21/2018,270.05,16.76,188.820007,46.299999,5.55,47.16,19.5,13.95,24.91,36.57,136.75
2/22/2018,270.40,16.49,188.75,45.450001,5.46,47.810001,18.75,14.01,24.049999,36.330002,134.710007
2/23/2018,274.71,16.75,193.289993,46.43,5.59,48.349998,16.75,14.35,24.24,37.150002,139.740005
2/26/2018,277.90,16.66,194.190002,44.540001,5.65,48.799999,16.35,14.29,24.450001,37.389999,132.770004
2/27/2018,274.43,16.48,188.259995,43.75,5.46,47.040001,16,13.88,24.65,36.810001,129.130005
2/28/2018,271.65,16.35,186.139999,43.490002,5.38,47.150002,15.75,13.95,24.049999,36.389999,128.520004
3/1/2018,267.70,16.120001,181.990005,43.529999,5.42,46.209999,18.25,14.08,24.700001,35.849998,127.779999
3/2/2018,269.08,16.370001,179.759995,44.18,5.56,43.799999,18.950001,14.12,24.74,35.93,130.550003
3/5/2018,272.19,16.690001,181.600006,44.860001,5.73,42.990002,19.15,14.06,24.780001,36.23,131.279999
3/6/2018,272.88,16.9,187.369995,45.32,5.83,43.139999,19.549999,14.1,25.01,36.200001,135.600006
3/7/2018,272.78,16.92,189.050003,45.439999,5.79,44.41,19.35,14.35,24.91,36.299999,138.929993
3/8/2018,274.10,16.940001,187.179993,45.220001,5.74,45.389999,19.5,14.34,25.09,36.84,137.570007
3/9/2018,278.87,17.309999,190.550003,46.259998,5.51,45.709999,19.75,14.45,25.290001,37.279999,137.509995
3/12/2018,278.52,17.35,192.740005,46.150002,5.63,46.009998,19.950001,14.62,25.629999,36.98,130.679993
3/13/2018,276.72,17.120001,188.410004,45.73,5.63,44.32,19,14.54,25.4,36.68,131.130005
3/14/2018,275.30,16.959999,192.559998,45.130001,5.61,44.09,18.9,14.48,24.889999,36.099998,131.490005
3/15/2018,275.00,16.77,199.059998,44.959999,5.62,44.939999,18.9,14.48,24.190001,34.669998,133.720001
3/16/2018,274.20,17.26,200.279999,44.869999,5.54,44.970001,19.5,14.65,24.389999,35.200001,133.029999
3/19/2018,270.49,16.92,194.529999,44.91,5.33,44.150002,19.5,14.53,22.780001,35.259998,133.559998
3/20/2018,270.95,16.790001,198.949997,44.77,5,44,18.85,14.37,22.41,35.400002,135.940002
3/21/2018,270.43,16.82,195.300003,44.919998,4.92,43.509998,18.4,14.23,22.18,35.299999,134.139999
3/22/2018,263.67,16.16,184.649994,42.950001,4.78,42.509998,18.1,14.13,21.120001,33.73,124.809998
3/23/2018,258.05,15.9,181.199997,41.27,4.58,40.869999,17.799999,13.86,21.040001,32.509998,122.779999
3/26/2018,265.11,16.389999,190.5,43.119999,4.73,41.849998,18.25,13.98,20.76,33.299999,128.779999
3/27/2018,260.60,15.91,181.889999,41.59,4.91,40.709999,18.049999,14.07,20.639999,32.669998,118.230003
3/28/2018,259.83,16.040001,178.910004,41.549999,4.84,40.009998,17.549999,14.26,20.629999,33.110001,115.089996
3/29/2018,263.15,16.299999,183.539993,41.98,4.79,40.490002,17.5,14.24,21.049999,33.529999,119.540001
4/2/2018,257.47,15.79,177.610001,41.099998,4.53,39.080002,16.75,14.2,20.76,32.66,115.809998
4/3/2018,260.77,16.030001,174.669998,41.810001,4.54,38.98,16.799999,14.36,20.559999,33.43,115.010002
4/4/2018,263.56,16.110001,172.070007,42.77,4.78,39.439999,17.35,14.31,20.59,33.91,116.529999
4/5/2018,265.64,16.370001,172.570007,43.02,4.91,40.189999,17.25,14.19,20.4,34.799999,116.129997
4/6/2018,259.72,15.83,167.520004,41.48,4.88,39.23,17.049999,13.98,20.280001,33.810001,113.599998
4/9/2018,261.00,15.79,169.869995,41.740002,4.71,40.07,16.700001,13.94,20.299999,33.860001,117.139999
4/10/2018,265.15,15.91,177.100006,42.700001,4.76,40.700001,16.5,14.02,20.879999,34.459999,123.57
4/11/2018,263.76,15.89,175.360001,42.18,4.87,40.459999,16.200001,14.07,21.27,34.240002,123.910004
4/12/2018,265.93,16.16,175.919998,43.240002,5.22,40.599998,16.549999,14.05,20.790001,34.830002,122.589996
4/13/2018,265.15,15.79,172.039993,42.279999,5.26,39.799999,16.549999,14.13,20.65,34.07,114.18
4/16/2018,267.33,15.6,174.699997,42.369999,5.58,39.93,16.75,14.18,21.73,34.470001,116.550003
4/17/2018,270.19,15.69,178.699997,41.290001,5.04,40.27,16.950001,14.33,22.280001,34.57,120.379997
4/18/2018,270.39,15.8,182.679993,41.029999,5.06,40.18,17.15,14.25,22.18,34.889999,118.379997
4/19/2018,268.89,15.9,181.389999,41.860001,5.13,38.900002,17,14.08,21.530001,35.349998,118.32
4/20/2018,266.61,15.68,179.110001,41.98,5.07,37.439999,16.549999,13.97,21.530001,35.200001,119.089996
4/23/2018,266.57,15.71,175.570007,42.509998,4.81,37,16.35,14.01,21.75,34.73,117.949997
4/24/2018,262.98,18.209999,173.089996,42.27,4.93,35.869999,16.299999,14.04,21.23,34.349998,114.129997
4/25/2018,263.63,18.6,170.220001,42.52,4.86,35.880001,13.85,14,21.559999,33.290001,108.879997
4/26/2018,266.31,18.68,173.899994,41.98,4.94,36.5,14.3,14.31,21.57,33.299999,111.610001
4/27/2018,266.56,18.629999,177.160004,42.470001,4.88,36.759998,13.5,14.58,21.66,33.110001,111.870003
4/30/2018,264.51,18.450001,178.539993,41.490002,5.06,36.509998,13.45,14.35,21.59,33.169998,114.519997
5/1/2018,264.98,18.48,179.5,40.950001,4.91,37.470001,13.35,14.55,21.73,33.080002,115.5
5/2/2018,263.20,18.809999,181.449997,41.009998,4.97,37.080002,13.25,14.38,21.549999,32.93,116.330002
5/3/2018,262.62,18.41,182.449997,40.41,4.96,37.200001,13.55,14.74,21.66,32.130001,115.699997
5/4/2018,266.02,18.610001,188.889999,41.029999,5.45,37.669998,13.25,14.88,21.83,32.630001,115.279999
5/7/2018,266.92,18.780001,195.350006,41.07,5.43,38.720001,13.65,15.12,22.18,32.720001,123.360001
5/8/2018,266.92,19.16,196.309998,41.32,5.68,36.939999,14.1,14.95,21.9,33.080002,127.989998
5/9/2018,269.50,19.32,195.429993,42.169998,5.7,37.139999,17,15.13,22.459999,33.73,109.82
5/10/2018,272.02,19.459999,195.960007,42.360001,5.56,36.849998,17.4,15.17,22.92,33.900002,112.739998
5/11/2018,272.85,19.35,194.360001,42.400002,5.74,36.950001,16.6,15.21,22.77,34.110001,107.32
5/14/2018,272.98,19.52,198.639999,42.34,5.65,37.169998,16.6,14.98,23.610001,33.939999,107.800003
5/15/2018,271.10,19.780001,196.610001,42.720001,5.74,36.119999,16.6,14.55,23.629999,34.209999,104.550003
5/16/2018,272.24,19.76,198.110001,42.540001,5.86,36.43,17.1,14.47,23.83,34.59,103.839996
5/17/2018,272.01,19.780001,196.020004,42.5,5.99,35.959999,17.049999,14.41,24.049999,34.93,101.800003
5/18/2018,271.33,19.860001,195,41.560001,5.42,35.709999,17.049999,14.44,23.879999,35.439999,101.620003
5/21/2018,273.37,20.120001,197.639999,41.889999,5.46,36.279999,17.25,14.59,24,35.720001,101.449997
