Date,SPY,SC,BABA,CFG,GPRO,JD,LC,PGRE,SHLX,SYF,WB
5/22/2018,272.61,20.23,195.869995,42.189999,5.35,36.360001,16.950001,14.63,23.75,36.110001,102.660004
5/23/2018,273.36,20.41,196.800003,41.790001,5.47,36.720001,16.4,14.87,23.559999,36.119999,103.480003
5/24/2018,272.80,19.959999,197.369995,41.540001,5.54,36.700001,16.299999,14.78,23,35.900002,102.400002
5/25/2018,272.15,19.639999,199.199997,41.509998,5.55,36.869999,16.85,14.85,22.73,35.610001,102.57
5/29/2018,269.02,19.09,198,39.41,5.6,36.529999,16.6,14.89,22.389999,34.470001,102.209999
5/30/2018,272.61,17.85,197.979996,40.439999,5.62,35.799999,16.65,15.01,22.450001,35.02,102.260002
5/31/2018,270.94,17.91,198.009995,40.849998,5.54,35.18,16.450001,15.02,22.389999,34.630001,101.910004
6/1/2018,273.60,18.35,204.339996,41.630001,5.5,36.09,16.5,15.19,22.68,35.040001,103.300003
6/4/2018,274.90,18.889999,208.949997,41.91,5.7,38.16,17.1,15.19,22.799999,35.450001,104.370003
6/5/2018,275.10,18.540001,208.369995,41.490002,5.8,38.869999,17.6,15.33,23.09,35,106.190002
6/6/2018,277.40,18.780001,208.300003,42.380001,5.88,40.400002,17.65,15.33,23.24,35.580002,105.169998
6/7/2018,277.37,18.780001,203.619995,41.91,6.09,39.5,17.549999,15.23,23.73,35.549999,105.199997
6/8/2018,278.19,18.82,205.070007,41.98,5.84,39.919998,18.35,15.23,23.58,35.450001,106.540001
6/11/2018,278.56,18.83,205.699997,41.849998,6.24,39.639999,18.6,15.25,23.950001,35.259998,103.839996
6/12/2018,278.92,18.93,209.080002,42.209999,6.57,41.470001,18.700001,15.3,23.780001,35.299999,105.889999
6/13/2018,278.03,18.690001,206.619995,41.84,6.44,41.25,18.950001,15,23.049999,34.939999,107.370003
6/14/2018,278.73,18.74,210.860001,41.400002,6.22,43.75,19.1,15.09,22.700001,35.259998,111.309998
6/15/2018,277.13,19.120001,208,41.700001,6.23,43.59,19.549999,15.08,22.07,35.220001,109.68
6/18/2018,276.56,19.120001,208.570007,41.849998,6.49,43.759998,19.9,15.17,22.200001,35,107.309998
6/19/2018,275.50,19,204.429993,41.75,6.27,41.889999,20,15.16,22.139999,34.810001,101.169998
6/20/2018,275.97,19.1,206.229996,41.889999,6.64,41.68,19.950001,15.37,22.52,34.509998,104.199997
6/21/2018,274.24,18.91,202.210007,41.93,6.71,40.82,19.85,15.43,22.440001,34.220001,98.650002
6/22/2018,274.74,19.190001,202.009995,41.18,6.77,40.82,19.6,15.57,22.35,34.130001,98.169998
6/25/2018,271.00,18.75,191.25,40.849998,6.47,39.18,19.25,15.49,21.76,33.82,93.309998
6/26/2018,271.60,18.719999,191.419998,40.139999,6.6,39.470001,19.549999,15.56,22.34,33.470001,92.269997
6/27/2018,269.35,18.77,185.020004,39.560001,6.3,38.389999,18.9,15.34,21.860001,33,87.139999
6/28/2018,270.89,19.08,188.380005,39.509998,6.39,38.93,18.799999,15.36,21.950001,33.009998,87.93
6/29/2018,271.28,19.09,185.529999,38.900002,6.44,38.950001,18.950001,15.4,22.18,33.380001,88.760002
7/2/2018,271.86,19.299999,186.360001,39.380001,6.49,38.790001,18.75,15.29,22.299999,33.84,89.07
7/3/2018,270.90,19.42,184.75,38.959999,6.54,38.380001,18.700001,15.47,22.370001,33.5,88.029999
7/5/2018,273.11,19.459999,186.880005,39.18,6.59,38.540001,19.85,15.61,22.559999,33.599998,88.07
7/6/2018,275.42,19.5,192.270004,39.349998,6.94,39.459999,20.6,15.71,22.879999,33.700001,90.440002
7/9/2018,277.90,19.6,192.75,40.5,6.87,39.400002,22.200001,15.71,22.700001,34.860001,90.970001
7/10/2018,278.90,19.559999,192.550003,40.040001,6.75,38.59,22.299999,15.63,22.639999,34.849998,90.279999
7/11/2018,276.86,19.68,187.419998,39.790001,6.23,37.950001,22.299999,15.58,22.48,34.799999,88.620003
7/12/2018,279.37,19.629999,190.169998,39.57,6.2,38.52,22.299999,15.62,22.84,32.959999,90.650002
7/13/2018,279.59,19.620001,190.039993,39.360001,6.31,38.27,22.299999,15.62,22.889999,32.439999,90.669998
7/16/2018,279.34,19.27,190.350006,39.98,6.31,38.040001,22.25,15.55,22.66,32.560001,90.269997
7/17/2018,280.47,19.42,192.660004,40.040001,6.51,37.990002,21.799999,15.35,22.33,32.82,90.739998
7/18/2018,281.06,19.629999,190.789993,41.040001,6.6,37.529999,22,15.28,22.93,33.41,89.510002
7/19/2018,280.00,19.52,187.339996,40.66,6.61,36.880001,21.700001,15.46,23.629999,33.240002,87.07
7/20/2018,279.68,19.190001,187.25,40.200001,6.26,35.509998,21.5,15.26,23.4,32.810001,88.099998
7/23/2018,280.20,19.5,187.039993,40.529999,6.19,35.66,22.4,15.29,23.74,33.509998,88.360001
7/24/2018,281.61,19.43,189,40.040001,6.12,35.310001,21.799999,15.25,23.42,33.82,88.269997
7/25/2018,284.01,20.049999,197.979996,39.919998,6.31,36.919998,21.35,15.28,23.780001,33.439999,89.720001
7/26/2018,283.34,19.57,194.179993,39.959999,6.45,36.639999,21.35,15.25,23.91,30,88
7/27/2018,281.42,19.389999,189.419998,40.099998,5.97,36.209999,20.200001,15.05,22.99,29.92,87.050003
7/30/2018,279.95,19.530001,184.820007,40.07,5.69,35.16,19.700001,15.01,23.030001,29.51,82.099998
7/31/2018,281.33,19.24,187.229996,39.779999,5.84,35.860001,20.6,15.44,22.700001,28.940001,82.75
8/1/2018,280.86,19.709999,185.270004,39.919998,6.12,36.279999,19.65,15.47,22.35,29.200001,81.970001
8/2/2018,282.39,19.969999,182.600006,40.290001,5.99,36.290001,19.6,15.23,22.290001,29.690001,79.989998
8/3/2018,283.60,20.120001,180.839996,40.419998,7.05,36.169998,19.65,15.38,21.68,29.85,80.790001
8/6/2018,284.64,20.08,178.619995,40.130001,6.68,35.900002,19.799999,15.45,21.780001,29.65,83.099998
8/7/2018,285.58,20.360001,179.919998,40.41,6.63,36.5,20.450001,15.47,21.690001,30.09,83.470001
8/8/2018,285.46,20.5,177.520004,41.009998,6.47,36,18.4,15.42,21.85,30.049999,80.089996
8/9/2018,285.07,20.780001,177.190002,40.59,6.17,36.02,18.4,15.61,22.18,29.98,80.120003
8/10/2018,283.16,20.51,180.009995,40.27,5.96,35.790001,18.450001,15.51,22.59,29.41,80.550003
8/13/2018,282.10,20.35,177.679993,39.84,6.1,35.07,18.799999,15.46,22.379999,29.190001,76.839996
8/14/2018,283.90,20.690001,172.529999,40.400002,6.07,33.869999,19.049999,15.54,22.73,30.01,75.589996
8/15/2018,281.78,20.43,169.830002,39.75,5.83,32.360001,19.049999,15.83,22.49,29.860001,72.790001
8/16/2018,284.06,21.15,171.990005,40.459999,6.01,31.969999,19.15,15.92,23.09,30.43,73.959999
8/17/2018,285.06,21.23,172.779999,40.689999,6.2,32.220001,18.950001,15.97,23.379999,30.370001,74.900002
8/20/2018,285.67,21.440001,176.289993,40.849998,6.41,33.040001,19.299999,15.94,23.549999,31.07,76.760002
8/21/2018,286.34,21.5,177.919998,41.27,6.56,32.799999,19.5,15.69,23.4,31.17,78.150002
8/22/2018,286.17,21.4,177.850006,41.25,6.42,32.34,19.549999,15.61,23.5,31.700001,79.230003
8/23/2018,285.79,21.299999,172.229996,41.040001,6.37,31.389999,19.5,15.62,23.4,31.27,78.059998
8/24/2018,287.51,21.219999,174.229996,40.950001,6.42,31.4,19.200001,15.63,23.379999,31.360001,78.57
8/27/2018,289.78,21.4,180.649994,41.43,6.38,32.669998,19.549999,15.58,23.17,31.83,80.769997
8/28/2018,289.92,21.5,178.190002,41.5,6.21,32.16,19.15,15.7,22.75,31.82,80.099998
8/29/2018,291.48,21.469999,178.5,41.130001,6.27,31.950001,18.35,15.85,22.629999,31.68,79.860001
8/30/2018,290.30,21.35,174.600006,40.919998,6.27,31,18.15,15.84,22.540001,31.610001,76.440002
8/31/2018,290.31,21.58,175.009995,41.16,6.41,31.299999,18.049999,15.88,22.370001,31.67,76.739998
9/4/2018,289.81,21.719999,170.440002,41.23,6.41,29.43,18.6,15.61,22.629999,31.879999,76.010002
9/5/2018,289.03,21.690001,164.229996,41.48,6.46,26.299999,18.65,15.7,22.57,32.009998,72.300003
9/6/2018,288.16,21.450001,159.869995,41.189999,6.63,27.25,18.200001,15.71,22.299999,31.799999,72.260002
9/7/2018,287.60,21.190001,162.369995,41.009998,6.43,26.950001,18,15.58,22.309999,31.73,72.989998
9/10/2018,288.10,21.219999,156.360001,40.759998,6.3,26.530001,17.35,15.62,22.33,32.18,70.660004
9/11/2018,289.05,21.49,157.460007,41.029999,6.39,27.09,16.950001,15.63,22.41,32.439999,68.720001
9/12/2018,289.12,21.450001,161.460007,40.360001,6.35,27.629999,16.9,15.6,22.24,32.290001,69.32
9/13/2018,290.83,21.370001,165.529999,39.77,6.4,27.76,16.950001,15.55,22.01,32.209999,73.349998
9/14/2018,290.88,21.51,164.740005,40.139999,6.21,27.110001,16.9,15.46,21.540001,32.59,72.860001
9/17/2018,289.34,21.209999,158.889999,39.889999,6.38,25.73,16.9,15.63,21.75,32.5,72.410004
9/18/2018,290.91,21.23,156.649994,39.810001,6.41,25.75,17.049999,15.65,21.92,32.98,72.050003
9/19/2018,291.22,21.32,162.630005,40.419998,6.33,26.92,18.049999,15.31,21.860001,33.389999,75.910004
9/20/2018,293.58,21.540001,165.880005,41.029999,6.51,26.93,18.049999,15.5,21.98,33.599998,77.410004
9/21/2018,291.99,21.66,164.630005,40.98,6.46,26.49,17.85,15.55,21.889999,33.470001,77.690002
9/24/2018,291.02,21.309999,163.160004,40.41,6.37,24.51,18.15,15.19,21.67,33.040001,75.68
9/25/2018,290.75,21.27,164.25,40.139999,6.62,24.540001,18.35,15.16,21.59,32.98,75.699997
9/26/2018,289.88,20.6,165.399994,39.41,6.92,25.200001,18.15,14.93,21.17,31.91,76.080002
9/27/2018,290.69,20.32,166.320007,38.93,7.26,25.43,19.200001,14.99,21.309999,31.57,76.199997
9/28/2018,290.72,20.040001,164.759995,38.57,7.2,26.09,19.4,15.09,21.379999,31.08,73.129997
10/1/2018,291.73,19.68,162,38.360001,7.28,25.49,19.65,15,22.25,31.48,72.519997
10/2/2018,291.56,19.530001,160.229996,38.07,7.33,24.9,19.450001,14.85,22.030001,31.34,68.400002
10/3/2018,291.72,19.59,162.369995,38.830002,6.67,25.139999,19.85,14.74,21.91,31.780001,69.370003
10/4/2018,289.44,19.25,156.130005,39.099998,6.26,24.32,19.549999,14.62,21.709999,31.5,65.540001
10/5/2018,287.82,19.610001,154.630005,38.779999,6.26,23.620001,19.35,14.63,21.9,31.309999,64.25
10/8/2018,287.82,19.49,151.139999,39.23,6.36,23.889999,18.950001,14.91,21.9,31.33,64.07
10/9/2018,287.40,19.540001,146.940002,38.970001,6.09,23.780001,19.049999,14.85,21.879999,31.15,61.080002
10/10/2018,278.30,19.299999,138.289993,38.16,5.86,22.709999,18.5,14.55,21.799999,30.52,56.5
10/11/2018,272.17,18.91,141.899994,36.990002,6.19,23.48,17,14.14,21.26,29.73,55.82
10/12/2018,275.95,18.940001,147.289993,36.110001,6.47,24.450001,16.950001,14.1,20.780001,29.84,59.639999
10/15/2018,274.40,18.91,144.160004,35.849998,6.74,24.139999,17.049999,14.25,20.84,29.73,60.369999
10/16/2018,280.40,19.120001,149.600006,35.709999,6.95,24.629999,18,14.51,21.66,30.190001,63.139999
10/17/2018,280.45,19.190001,148.139999,35.889999,6.81,23.68,18,14.49,21.040001,30.07,60.66
10/18/2018,276.40,18.879999,142.020004,34.919998,6.72,23.33,17.9,14.35,21.07,29.639999,58.490002
10/19/2018,276.25,18.809999,142.929993,36.369999,6.65,23.01,18.15,14.36,21.17,31.360001,56.990002
10/22/2018,275.01,18.309999,148.800003,35.77,6.62,23.540001,17.4,14.11,21.5,29.469999,60.869999
10/23/2018,273.61,18.16,146.649994,36.240002,6.78,23.23,17.200001,14.17,21.200001,29.58,58.810001
10/24/2018,265.32,17.440001,139.610001,35.029999,6.01,21.76,15.95,14.1,20.67,28.559999,54.970001
10/25/2018,270.08,17.85,144.600006,35.889999,6.13,22.559999,16.200001,14.17,21.190001,28.83,56.330002
10/26/2018,265.33,17.629999,142.869995,35.860001,6.11,22.58,15.65,14.07,20.74,27.98,57.130001
10/29/2018,263.86,17.719999,133.380005,36.16,6,21.98,15.1,14.25,20.280001,28.01,54.650002
10/30/2018,267.77,17.82,136.330002,36.330002,6.32,22.379999,15.65,14.43,20.33,28.74,55.07
10/31/2018,270.63,18.75,142.279999,37.349998,6.57,23.52,16.15,14.29,20.440001,28.879999,59.009998
11/1/2018,273.51,18.91,151.25,37.41,7.18,25.450001,17.1,14.47,20.309999,29.440001,66.25
11/2/2018,271.89,18.6,147.589996,37.52,5.44,24.049999,17.65,14.21,19.65,26.43,64.75
11/5/2018,273.39,18.75,144.639999,37.73,5.57,24.15,17.4,14.15,19.02,26.719999,64.139999
11/6/2018,275.12,19.120001,147.440002,37.73,5.66,23.6,18.200001,14.33,18.799999,26.870001,65
11/7/2018,281.01,19.34,152.5,38.139999,5.75,24.07,18.4,14.52,18.959999,27.35,65.089996
11/8/2018,280.50,19.49,148.990005,38.299999,5.47,22.4,18.200001,14.54,19.629999,27.48,61.57
11/9/2018,277.76,19.110001,144.850006,38.060001,5.51,21.700001,17.299999,14.48,19.549999,27.620001,57.16
11/12/2018,272.57,18.91,142.820007,37.619999,5.46,22.01,17.049999,14.47,19.33,27.209999,54.599998
11/13/2018,272.06,19.129999,146.979996,37.689999,5.34,22.389999,17.299999,14.56,18.98,27.65,55.459999
11/14/2018,270.20,19.08,150.440002,36.209999,5.36,22.76,17.200001,14.43,18.85,26.92,57.169998
11/15/2018,273.02,19.17,156.220001,36.580002,5.43,24.200001,17.799999,14.25,18.959999,26.51,60.060001
11/16/2018,273.73,19.139999,154.100006,36.259998,5.52,23.049999,17.700001,14.3,18.98,25.91,59.25
11/19/2018,269.10,18.969999,149.529999,35.950001,5.4,21.110001,17.049999,14.22,19.110001,25.530001,56.799999
11/20/2018,264.12,18.4,145.979996,35.23,5.24,19.49,16.450001,14.1,18.73,25.32,56.849998
11/21/2018,265.02,18.58,149.410004,35.5,5.32,20.34,16.85,14.14,19.25,25.66,60.060001
11/23/2018,263.25,18.76,150.330002,35.189999,5.13,19.27,17.35,14.1,19.15,25.559999,56.93
11/26/2018,267.50,19.370001,156.009995,36.060001,5.29,20.459999,16.799999,14.09,19.23,25.950001,59.25
11/27/2018,268.40,19.549999,156.460007,36.049999,5.32,20.84,16.25,14.04,19,26.08,59.099998
11/28/2018,274.58,19.780001,159.339996,36.43,5.43,21.379999,17,14.21,18.879999,26.42,61.990002
11/29/2018,273.98,19.65,156.279999,36.029999,5.33,20.969999,17.25,14.11,19.459999,25.969999,59.73
11/30/2018,275.65,19.450001,160.860001,36.360001,5.08,21.23,17.15,14.27,18.84,25.98,63.68
12/3/2018,279.30,19.639999,163.740005,36.549999,5.2,22.01,16.799999,14.45,19.809999,25.809999,66.709999
12/4/2018,270.25,18.48,158.339996,34.439999,5.03,21.450001,15.85,14.14,19.370001,24.9,65.089996
12/6/2018,269.84,18.559999,155.830002,33.779999,5.18,21.23,15.8,14.47,20.129999,25.139999,62.580002
12/7/2018,263.57,18.48,153.059998,33.009998,4.97,20.93,14.9,14.21,19.48,25.360001,61.619999
12/10/2018,264.07,18.299999,151.429993,32.049999,4.92,20.51,14.7,14.1,19.110001,24.959999,61.220001
12/11/2018,264.13,18.25,151.830002,31.68,4.91,20.91,14.5,14.03,19.43,24.4,63.349998
12/12/2018,265.46,18.440001,151.5,31.629999,4.9,21.889999,14.65,13.73,19.309999,24.549999,64.730003
12/13/2018,265.37,18.059999,151.479996,30.879999,4.79,22.709999,14.25,13.83,19.91,24.18,63.75
12/14/2018,260.47,17.99,149,30.26,4.7,22.17,14.1,13.82,19.92,24.1,64.559998
12/17/2018,255.36,17.34,143.979996,30.08,4.57,21.35,13.55,13.3,19.1,23.49,60.77
12/18/2018,255.08,17.35,140.820007,29.809999,4.63,21.040001,13.95,13.32,18.76,23.530001,60.619999
12/19/2018,251.26,16.91,137.139999,29,4.59,20.17,13.25,13.12,19.190001,23.200001,56.369999
12/20/2018,247.17,16.780001,135.110001,28.85,4.28,19.91,13.6,12.79,18.32,22.99,55.380001
12/21/2018,240.70,16.379999,132,28.52,4.13,21.08,12.7,12.81,17.67,22.5,55.450001
12/24/2018,234.34,16.139999,131.889999,27.940001,4.04,19.75,12.8,12.3,16.860001,22.17,56.32
12/26/2018,246.18,17.43,138,29.49,4.22,21.1,13.45,12.71,17.57,23.139999,60.07
12/27/2018,248.07,17.51,138.449997,29.58,4.38,21.700001,13.6,12.6,16.549999,23.42,58.860001
12/28/2018,247.75,17.540001,139.089996,29.57,4.31,21.709999,13.2,12.55,16.33,23.5,58.84
12/31/2018,249.92,17.59,137.070007,29.73,4.24,20.93,13.15,12.56,16.41,23.459999,58.43
1/2/2019,250.18,17.879999,136.699997,30.51,4.36,21.27,13.55,12.26,17.120001,24.27,58.939999
1/3/2019,244.21,17.98,130.600006,30.370001,4.27,20.35,13.55,12.3,17.49,24.09,55.970001
1/4/2019,252.39,18.83,139.75,31.620001,4.51,22.27,14.15,12.49,18.780001,25.24,61.23
1/7/2019,254.38,18.870001,143.100006,32.009998,4.63,22.76,14.4,12.66,19.290001,25.370001,62.630001
1/8/2019,256.77,19,146.789993,32.009998,4.73,22.950001,14.55,13.12,19.719999,25.42,59.080002
1/9/2019,257.97,19,151.919998,32.43,4.92,23.690001,15,13.13,19.48,25.99,60.639999
1/10/2019,258.88,19.16,151.690002,32.240002,4.89,23.4,14.85,13.24,19.120001,25.75,59.59
1/11/2019,258.98,19.290001,151.320007,32.630001,4.99,22.879999,15.1,13.26,18.620001,26.02,57.119999
1/14/2019,257.40,19.219999,149.270004,33.060001,4.86,22.040001,15,13.15,18.35,25.85,54.220001
1/15/2019,260.35,18.76,150.880005,33.099998,4.91,22.25,15.1,13.38,18.870001,25.77,54.66
1/16/2019,260.98,18.93,154.839996,33.950001,4.92,22.33,15.35,13.49,19.32,26.379999,57.240002
1/17/2019,262.96,18.950001,155.970001,33.900002,4.92,22.139999,15.55,13.6,19.52,26.35,58.23
1/18/2019,266.46,19.110001,157.020004,35.43,4.91,23.26,15.65,13.73,19.85,26.280001,60.799999
1/22/2019,262.86,18.92,152.149994,35.18,4.79,21.68,14.8,13.66,19.52,26.549999,52.509998
1/23/2019,263.41,18.58,152.029999,34.950001,4.84,21.969999,14.95,13.51,19.719999,29.4,52.200001
1/24/2019,263.55,18.809999,155.860001,35.150002,4.96,22.1,14.95,13.61,19.950001,29.809999,54.369999
1/25/2019,265.78,19.23,159.210007,35.439999,4.93,23.629999,15.5,13.96,20.65,29.790001,58.189999
1/28/2019,263.76,19.389999,158.919998,35.34,4.9,23.719999,15.35,14.07,20.52,29.98,58.330002
1/29/2019,263.41,19.059999,156.880005,35.049999,4.82,23.52,15.2,14.13,20.549999,29.65,57.66
1/30/2019,267.58,19.15,166.820007,34.57,4.87,24.639999,15.5,14.3,20.67,30.07,58.900002
1/31/2019,269.93,19.059999,168.490005,33.919998,4.93,24.85,15.95,14.48,20.32,30.040001,60.66
2/1/2019,270.06,19.1,167.970001,34.189999,5.04,24.629999,16.200001,14.44,19.51,29.690001,60.900002
2/4/2019,271.96,19.52,166.699997,34.450001,5.13,24.290001,17.15,14.66,19.65,29.719999,61.779999
2/5/2019,273.10,19.41,171.830002,34.380001,5.11,25.42,17,14.72,19.58,29.99,62.150002
2/6/2019,272.74,19.379999,171.520004,34.52,5.15,25.110001,17.15,14.63,19.49,30.110001,62.360001
2/7/2019,270.14,19.25,166.960007,35.580002,5.14,23.98,16.450001,14.9,18.98,30.110001,60.07
2/8/2019,270.47,20.360001,167.360001,35.32,5.32,23.99,16.9,14.8,18.85,29.940001,61.029999
2/11/2019,270.62,20.24,167.449997,35.450001,5.49,24.280001,17.15,14.88,18.76,30.370001,62.310001
2/12/2019,274.10,20.4,168.710007,36.02,5.7,24.68,17.700001,14.85,19.120001,30.440001,65.309998
2/13/2019,274.99,20.440001,169.399994,36.310001,5.61,24.610001,17.75,14.92,18.9,30.77,66.169998
2/14/2019,274.38,20.309999,168.380005,35.900002,5.79,24.33,17.6,14.54,19.32,30.83,65.529999
2/15/2019,277.37,20.6,166.149994,36.700001,5.99,23.959999,17.799999,14.62,19.42,31.75,64.279999
2/19/2019,277.85,20.66,170.179993,37.080002,6.01,24.639999,18.049999,14.73,19.68,31.76,65.589996
2/20/2019,278.41,20.549999,170.710007,37.66,6.1,24.68,16.85,14.59,19.4,31.790001,66.050003
2/21/2019,277.42,20.379999,171.660004,37.23,6.07,24.27,15.6,14.61,18.940001,31.780001,65.550003
2/22/2019,279.14,20.379999,176.919998,37.23,6.21,25.950001,15.65,14.7,18.440001,31.879999,68.470001
2/25/2019,279.52,20.299999,183.25,37.040001,6.32,26.190001,15.5,14.55,18.33,31.83,74.040001
2/26/2019,279.32,20.26,183.539993,36.689999,6.29,26.59,15.35,14.39,18.17,32.009998,74.25
2/27/2019,279.20,20.110001,184.580002,37.029999,6.23,25.969999,15.15,14.33,17.959999,32.02,73.139999
2/28/2019,278.68,20.540001,183.029999,36.939999,5.83,27.709999,14.85,14.36,17.879999,32.610001,72.25
3/1/2019,280.42,20.780001,183.880005,37,6.08,28.73,14.9,14.28,18.139999,32.459999,72.07
3/4/2019,279.40,20.92,187.25,36.849998,6,28.889999,14.85,14.41,18.35,32.459999,72.370003
3/5/2019,279.02,20.93,185,36.540001,6.01,29.35,15.2,14.49,18.200001,32.220001,69.720001
3/6/2019,277.33,20.700001,184.169998,35.73,6.15,29.030001,14.45,14.34,18.15,31.889999,67.290001
3/7/2019,275.01,20.49,177.320007,34.919998,5.91,27.84,14.4,14.23,18.57,31.5,62.119999
3/8/2019,274.46,20.49,175.029999,34.759998,6,27.049999,14.25,14.26,18.639999,31.540001,61.540001
3/11/2019,278.44,20.82,180.410004,35.099998,6.25,27.620001,14.65,14.39,19.01,32.02,64.279999
3/12/2019,279.49,20.73,180.630005,35.060001,6.24,28.110001,14.85,14.46,19.01,32.209999,63.25
3/13/2019,281.34,20.92,180.699997,35.5,6.14,28.129999,15.15,14.47,18.99,32.919998,62.450001
3/14/2019,281.16,20.809999,180.360001,35.740002,6.14,27.889999,15.2,14.59,19.110001,32.84,61.380001
3/15/2019,281.31,21.280001,180.970001,35.869999,6.26,27.93,14.9,14.52,19.24,33.310001,62.610001
3/18/2019,282.33,21.33,181.830002,36.400002,6.25,28.139999,15.2,14.36,19.33,33.240002,62.830002
3/19/2019,282.40,21.07,182.139999,35.740002,6.26,28.309999,15.1,14.16,19.58,33.080002,63.049999
3/20/2019,281.55,20.719999,181.279999,34.259998,6.44,28.08,14.65,14.17,19.6,32.450001,61.009998
3/21/2019,284.73,20.860001,181.5,33.279999,6.53,28.76,15,14.43,19.889999,32.91,60.650002
3/22/2019,279.25,20.32,176.259995,31.77,6.44,28,14.35,14.22,19.58,31.83,58.700001
3/25/2019,279.04,20.190001,178.770004,31.610001,6.54,28.389999,14.25,14.06,19.25,31.389999,59.029999
3/26/2019,281.12,20.540001,178.080002,32.220001,6.57,28.809999,14.65,14.23,19.610001,31.77,58.59
3/27/2019,279.65,20.77,177.029999,31.99,6.59,29.16,14.9,14.1,19.99,31.629999,57.889999
3/28/2019,280.71,20.950001,177.729996,32.43,6.52,29.41,15.1,14.11,20.120001,31.83,58.330002
3/29/2019,282.48,21.129999,182.449997,32.5,6.5,30.15,15.45,14.19,20.450001,31.9,61.990002
4/1/2019,285.83,21.700001,180.889999,33.75,6.56,31.26,15.55,14.33,20.700001,32.580002,66.400002
4/2/2019,285.97,21.709999,181.740005,34.009998,6.63,30.290001,15.6,14.39,20.75,32.419998,65.900002
4/3/2019,286.42,22.110001,178.320007,34.150002,6.66,30.309999,15.9,14.43,20.66,32.349998,68.940002
4/4/2019,287.18,22,181.070007,34.700001,6.67,30.25,15.6,14.48,20.65,32.5,68.739998
4/5/2019,288.57,22.110001,185.350006,34.580002,6.68,31.24,15.95,14.43,20.99,32.310001,71.059998
4/8/2019,288.79,22.040001,186.5,34.669998,6.58,30.790001,16.450001,14.33,20.690001,32.540001,71.910004
4/9/2019,287.31,21.870001,187.190002,33.959999,6.66,30.9,16.450001,14.1,20.41,32.27,70.800003
4/10/2019,288.29,22.07,186.190002,34.110001,6.73,30.17,16.5,14.52,20.389999,32.549999,70.57
4/11/2019,288.21,21.98,184.979996,34.360001,6.77,30.200001,16.25,14.46,20.629999,32.619999,68.900002
4/12/2019,290.16,22.4,188.910004,35.060001,6.75,30.57,16.6,14.57,20.700001,33,70.470001
4/15/2019,289.97,22.26,183.070007,34.450001,6.7,29.66,16.25,14.38,20.5,32.950001,68.599998
4/16/2019,290.16,22.700001,185.779999,34.900002,6.71,29.91,16.65,14.1,20.450001,33.16,70.400002
4/17/2019,289.45,22.700001,187.550003,35,6.43,29.85,16.4,13.93,20.360001,33.240002,71.150002
4/18/2019,290.02,22.530001,186.940002,35.360001,6.38,30.01,16,14.07,20.42,33.34,71.5
4/22/2019,290.27,22.18,185.380005,35.700001,6.28,29.65,16.15,14.15,20.76,33.549999,72.32
4/23/2019,292.88,22.09,187.289993,36.099998,6.36,29.780001,16.950001,14.5,20.83,33.459999,72
4/24/2019,292.23,22.08,185.669998,35.810001,6.33,29.66,15.85,14.55,20.719999,33.529999,70.309998
4/25/2019,292.05,22.040001,187.880005,35.720001,6.05,29.23,16.200001,14.37,20.790001,33.5,69.839996
4/26/2019,293.41,22.129999,187.089996,35.970001,6.07,29.129999,16.200001,14.44,20.85,34.400002,67.739998
4/29/2019,293.87,21.959999,186.940002,36.389999,5.98,29.865,16.25,14.36,20.82,34.41,67.75
4/30/2019,294.02,21.35,185.570007,36.200001,5.91,30.27,15.9,14.49,20.110001,34.669998,68.5
5/1/2019,291.81,21.280001,189.309998,35.889999,5.86,30.200001,15.75,14.56,20.27,34.16,67.940002
5/2/2019,291.18,21.4,190.389999,36.25,5.87,29.99,15.95,14.49,20.059999,34.150002,67.110001
5/3/2019,294.03,21.65,195.210007,36.799999,6.03,30.049999,16.700001,14.58,20.09,34.34,68.790001
5/6/2019,292.82,21.59,188.240005,36.59,6.14,28.700001,16.799999,14.57,19.84,34.290001,65.230003
5/7/2019,287.93,21.25,181.429993,35.900002,6.2,27.129999,16.1,14.32,20,34,62.439999
5/8/2019,287.53,21.389999,179.589996,35.669998,6.34,26.889999,18.1,14.31,20.219999,33.82,61.950001
5/9/2019,286.66,21.299999,179.039993,35.82,6.67,27.51,17.9,14.32,19.959999,34.400002,61.790001
5/10/2019,288.10,21.25,178,36.049999,6.41,28.17,17.85,14.49,20.18,35.009998,61.43
5/13/2019,280.86,20.719999,170.009995,34.52,6.63,28.18,16.9,14.38,20.200001,33.990002,58.630001
5/14/2019,283.40,20.98,174.839996,34.91,7.38,29.67,16.950001,14.56,20.51,34.77,59.220001
5/15/2019,285.06,20.809999,177.600006,34.209999,7.55,30.440001,16.9,14.65,20.889999,34.860001,58.990002
5/16/2019,287.70,20.889999,175.570007,34.759998,7.24,30.459999,16.700001,14.62,21.219999,35.240002,59.040001
5/17/2019,285.84,20.790001,169.570007,34.759998,7.06,29.309999,16.450001,14.51,21.07,34.91,53.099998
5/20/2019,283.95,20.92,160.649994,34.849998,7.08,28.360001,16.200001,14.25,21.129999,35,50.560001
5/21/2019,286.51,21.129999,163.429993,35.27,7.27,29.049999,16.200001,14.3,21.610001,35.150002,52.619999
5/22/2019,285.63,20.940001,158.830002,34.880001,7.25,28.23,16,14.39,21.65,35.240002,51.16
