Date,ANDA,BCOW,MDJH,MTC,NFE,RBKB,SXTC,ACAM,ALEC,ANCN,AREC,DPHC,GMHI,GOSS,HARP,HOTH,IMAC,INMB,IPV,KLDO,MITO,MNCL,RMG,SHLL,SLGG,SOLY,TCRR,DTIL,FUTU,GNFT,HCAC,INSU,JFK,LEVI,LYFT,PUYI,SWAV,THCB,TIGR,TRNE,WTRE,BWAY,GHSI,GNLN,HOOK,JMIA,MNRL,NGM,PBTS,PD,PINS,PLMR,RPLA,RUHN,SILK,TPTX,TUFN,TW,WAFU,ZM,AGBA,APLT,ATIF,AVTR,AXLA,BCYC,BYND,CRTX,FSLY,GXGX,HHR,IDYA,JFIN,LCA,LKNCY,MEC,NXTC,PSN,PSTL,RRBI,RTLR,SCPL,SONM,SPFI,SY,TBBA,TMDX,TRVI,UBER,YJ,ADPT,AKRO,BBIO,BCEL,CHNG,CHWY,CMBM,CRWD,FVRR,GO,GOTU,HYAC,KRTX,LINX,MORF,MWK,PRVL,PSNL,REAL,RVLV,SMMC,STOK,WORK,AFYA,AMK,BHAT,BORR,CPAA,CSTL,DOYU,EIC,FULC,HCAT,IFS,IHRT,LVGO,MDLA,MIRM,NFIN,NOVA,OAC,ORCC,PHR,PIC,PROS,RMBI,SBE,SCPE,THCA,VIST,WSG,CFB,DT,HKIB,INMD,JFU,KRUS,ORSN,PLIN,SNDL,ALRS,DDOG,IGMS,NET,NVST,OPRT,PING,PTON,SDC,STSA,SWTX,TXG,XGN,AIH,APRE,BNTX,BRBR,BRP,CABA,DAO,FREQ,GLEO,HAPP,HBT,IPHA,LATN,MCBS,OYST,PGNY,PHAT,RAPT,TFPP,VIE,VIR,AMHC,CAN,CHPM,CNSP,CNTG,DFNS,DUO,ETNB,GRNV,GRTX,KRKR,MCMJ,MOHO,PINE,PTAC,QK,SAQN,SFTW,SI,SITM,SRAC,TELA,YAYO,BILL,CIIC,EH,HCCO,INDO,LIVK,LMPX,MKD,MNPR,OCFT,SPT,XP,ANPC,ANVS,ARQT,BDTX,DNK,GHIV,IMAB,LIZI,ONEM,REYN,SCVX,VEL,BEAM,CCAC,CCXX,CSPR,DMYT,ESSC,GNRS,GRIL,HUIZ,MEDS,NBAC,NREF,ONEW,PASG,PFHD,PPD,RVMD,SDGR,ZCMD,ZGYH,DFPH,FEAC,GFL,IMRA,LSAC,CHAQ,FVAC,IPOB,IPOC,KROS,ORIC,PCPL,WIMI,ZNTL,ADCT,AYLA,BMRG,CGRO,CLEU,GAN,KC,LGVW,LOAK,LYRA,NARI,NOVS,ROCH,SLQT,SOAC,ACI,ADTX,AKUS,AMTI,API,ARYB,AZEK,BNR,BRLI,CALT,DADA,EBON,FMTX,FOUR,FUSE,FUSN,GBIO,GSAH,GTH,KCAC,LEGN,LTRN,MCAC,NUZE,PCVX,PLRX,PROG,PYPD,RNA,RPRX,RPTX,TREB,UCL,VRM,WMG,ZI,ACCD,ACEV,ACND,ALVR,ALXO,ANNX,BLCT,BLI,CCIV,CPSR,DEH,DNB,EDTK,ERES,ETAC,FTHM,GOCO,GOED,GRCY,HPX,INZY,ITOS,IVA,JAMF,LI,LMND,MEG,MLAC,NCNO,NHIC,NKTX,NRIX,PANA,PAND,PRPB,PSAC,PSTH,PSTX,PTK,QH,RLAY,RNLX,TIG,VERX,VITL,VSTA,AFIB,AUVI,BEKE,BFT,BIGC,BOWX,BTAQ,CFII,CLA,CMPI,CVAC,DCT,DGNR,FRLN,FSDC,FST,GOAC,GP,GRSV,HCDI,HRMY,HSAQ,HZAC,IBEX,INBX,KBNT,KSMT,KYMR,LCAP,NNOX,NTST,OSH,RBAC,RKT,RXT,VMAC,XPEV,YAC,AHAC,AMST,AMWL,ASAN,ATHA,BCTG,BNL,BQ,BSN,BSY,CD,CMLF,CMPS,CRHC,CRSR,DYN,ENPC,EQD,FGNA,FROG,GDRX,GLSI,GRAY,INAQ,ITAC,LEAP,LSF,LSPD,MTCR,NMMC,NSH,OACB,OM,ORPH,PDAC,PIAI,PLTR,PMVC,PMVP,PRFX,PRLD,PTVE,QELL,RTP,SAII,SBG,SNOW,SNPR,STEP,STWO,SUMO,SVAC,SYTA,TSHA,TWCT,TWND,U,VACQ,VIAO,VIH,VTRU,YALA,ABCM,ABST,ACIC,AGC,AJAX,ALGM,ALGS,APSG,ARRY,ASAQ,ASO,AVAN,AVIR,AVO,AZYO,BDSX,BHSE,BLSA,BOAC,BTWN,CCCC,CDAK,CONX,CTAC,DCRB,DSAC,EAR,EBC,EMPW,EUCR,FHTX,FMAC,FUBO,FVAM,GATO,GHLD,GLTO,GWAC,HIGA,HLXA,HZON,IGAC,IH,IMNM,IMPX,INTZ,IPOD,IPOE,IPOF,JUPW,KRBP,KRON,LESL,LFTR,LU,LUNG,LUXA,LXEH,MAAC,MACU,MAX,MCFE,MNSO,MOTN,MSP,NBA,NGAC,ONCR,OPT,PACE,PAIC,PRAX,RCHG,RICE,ROOT,SEAH,SPNV,SPRB,SQFT,SQZ,SRSA,STTK,TARS,TEKK,THRY,TMPM,TMTS,TPGY,VYGG,XPOA,YGMZ,YSAC,ADOC,ARBG,BREZ,BWAC,CAS,CFAC,CHFW,DBDR,DGNS,DMYI,GNPK,HAAC,HFEN,IIAC,JYAC,KWAC,LNFA,LSAQ,MRVI,NGMS,NOAC,OCA,OLMA,OTRA,OZON,PHIC,PIPP,RTPZ,SGAM,SHC,SV,TINV,TLS,VCVC,VMAR,YSG,ZNTE,ABCL,ABNB,ACKIT,AI,ALTU,ATA,BCAB,BLUW,CAP,CBAH,CCV,CERT,CFIV,CND,COOL,CTAQ,DASH,DCBO,DDMX,DUNE,DWIN,EDTX,FDMT,FLAC,FPAC,FTCV,GBS,GFK,GHVI,GLAQ,HCAR,HMCQ,HTPA,HYFM,IIII,IKT,KINZ,KNTE,LOKB,MASS,MDWT,MOTV,MRAC,MRM,MTAC,MUDS,NBTX,NEBC,OCG,PCPC,PTIC,PUBM,RAAC,RMGB,ROCC,SBTX,SCOA,SCPS,SEER,SGTX,SNRH,SPFR,SVOK,TACA,TVAC,UPST,VHAQ,VII,VIRI,VTAQ,VVOS,WISH,WNW,YQ,ADER,ADEX,AEAC,AFRM,AGCB,AGFY,AKIC,BCAC,BCYP,BENE,BIOT,BLTS,BLUA,BTNB,CAHC,CFV,CGEM,CLAS,CLIM,CLRM,CRU,CSTA,DFH,DHHC,DLCA,DNZ,DRVN,EAC,ENFA,ENVI,EPHY,EPWR,EQHA,EUSG,EZGO,FCAX,FINM,FOXW,FSSI,FVT,GCAC,GMBT,GMII,GNAC,GPAC,GRCL,GSAQ,HCAQ,HCCC,HCIC,HCII,HLAH,HMPT,HUDI,IGNY,INKA,ITHX,IVAN,JCIC,KAIR,KLAQ,KUKE,LEGO,LHC,LJAQ,LMACA,LMAO,LWAC,MCAD,MIT,MNTK,MON,MSGM,MYTE,NAAC,NGAB,NLSP,NSTB,OCAX,OCDX,OEPW,OMEG,OSTR,PACX,PAQC,PAX,PLTK,PNTM,POSH,POW,PPGH,PRSR,PV,QLI,RLX,ROT,SHAC,SHLS,SLCR,SSAA,STPC,SVFA,SWBK,SWET,TIRX,TLGA,TMKR,TRIN,TZPS,VCKA,VINP,VOSO,VTIQ,WOOF,XM,ZIM,ZWRK,AAC,ABGI,ACII,ADAG,ADRA,AGAC,ANAC,ANGN,APGB,APR,ARYD,ASAX,ASPC,ASZ,ATC,ATMR,AUS,AUUD,BAOS,BITE,BMBL,BOAS,BOLT,BPTS,BRPM,BVS,CCVI,CENH,CFVI,CHAA,CMII,CNEY,COLI,COVA,CPTK,CPUH,CVII,DBTX,DCRN,DSP,EJFA,ENNV,EVAX,EVOJ,FACA,FACT,FLME,FORE,FSII,FSNB,FSRX,FTAA,FWAA,GHAC,GIG,GIIX,GLBL,GSEV,GSQD,HHLA,HIII,HUGS,IACB,IBER,IMCR,ISLE,ITQ,JOFF,JWSM,KAII,KCAC2,KIII,KRNL,KURI,LABP,LDI,LGAC,LGVN,LHDX,LIII,MACA,MACQ,MDH,MSAC,NEXI,NRAC,NVSA,NXU,ONTF,PFDR,PGRW,PHVS,PICC,PMGM,PRPC,PUCK,QFTA,RAAS,RCLF,RMGC,SANA,SBEA,SCLE,SCOB,SCR,SDAC,SDH,SGFY,SLAC,SLAM,SNSE,SPAQ,SPGS,SPTK,SRNG,TBCP,TCAC,TERN,THMA,TIXT,TLIS,TMAC,TSIB,TWLV,TWNI,VELO,VENA,VLON,VOR,VRPX,WARR,XPDI,AAQC,ACAH,ACHL,ACQR,ACTD,ACVA,AFAQ,AFCG,AGGR,ALHC,AMAO,AMPI,ANZU,ARRW,ATAQ,ATHN,ATSP,ATVC,AURC,BGSX,BYTS,CFFE,CLAA,CNTB,COUR,CPNG,CRCT,CRZN,DCRC,DGNU,DHBC,DHCA,DISA,DMYQ,DOCN,DSEY,DSGN,DTOC,EBAC,EEIQ,ESM,EWTX,FHS,FMIV,FNCH,FRON,FRSG,FRW,FRXB,FTEV,FTPA,FVIV,FZT,GAMC,GANX,GAPA,GBRG,GGMC,GGPI,GLHA,GROY,GTPA,GTPB,GXII,HAYW,HERA,HYAC3,HYW,IKNA,INNV,IPVA,IPVF,IPVI,ISOS,JOAN,JWEL,KAHC,KSI,KVSA,KVSB,KVSC,LBPH,LCA4,LCAA,LDHA,LEGA,LGV,LHAA,LOKM,LVRA,LVTX,MACC,MBAC,MBTC,MITC,MOVE,MSDA,NAPA,NBST,NDAC,NGC,NGCA,NSTC,NSTD,OHPA,OLK,OLO,OPA,OSCR,PDOT,PLMI,PSAG,PTOC,RACB,RBLX,REVH,RKTA,ROCR,ROSS,RTPY,RXDX,RXRA,SBII,SCAQ,SEMR,SNCY,SNII,SPKB,STRE,SVFB,SVFC,TBSA,TDUP,TETC,TIL,TRCA,TSPQ,TUYA,TWNT,TWOA,UPC,VAQC,VEI,VGII,VPCB,VPCC,VZIO,WALD,WPCA,WPCB,ZH,ACBA,ADF,AGL,AGTI,AKYA,ALKT,APP,AVAH,BMEA,BSKY,CMLT,COIN,COMP,DV,EBET,EDR,EM,FTCI,GLSPT,HOWL,IACC,IFBD,IMPL,KARO,KNBE,KRT,MPAC,NPCE,PANA5,PATH,PRVA,RAIN,RPHM,RXRX,SKYT,SWIM,TCVA,TIOA,TMCI,TPGS,TRKA,TSP,TUGC,ULCC,UTME,VACC,VECT,YTPG,ZY,ALF,ANEB,ARTA,BRIV,BWMN,CNTA,CPAR,DAWN,DBGI,DKDCA,DYNS,EGGF,FIGS,FLGC,FLYW,FSBC,FWAC,GFOR,GIW,GLBE,HNST,IPW,JZXN,MAQC,MCAE,OG,OMIC,ORIA,OSI,OTEC,OTLY,PAY,PCOR,POND,PSPC,RAM,SKYA,SMWB,SQSP,TALS,VALN,VERA,VLAT,WDH,ZIP,ACXP,ALZN,AMAM,AOMR,ATAI,AVTE,BHG,BON,BSGA,BZ,CFLT,CLBR,CNVY,CPOP,CVRX,CXM,CYT,DDL,DIBS,DIDI,DILA,DLO,DNAA,DNAB,DNAC,DNAD,DNAY,DOCS,ELEV,EOCW,FA,FEMY,FTVI,GACQ,GHRS,GLUE,GMVD,GOBI,GPCO,GRPH,GRVI,GSQB,HCNE,IAS,INTA,IPSC,ISAA,ISPC,JANX,JUGG,LAAA,LITT,LSFT,LYEL,LZ,MCAF,MCW,MF,MIRO,MITA,MNDY,MOLN,MQ,NLIT,RERE,RONI,S,SHQA,SMIH,SPK,TASK,THCP,TKNO,TRMR,TRON,VERV,WKME,XMTR,YMM,YOU,ZETA,ZME,ZT,ABOS,ACRO,AGRI,ALCC,ARYE,BRDG,CLAQ,CORS,CURV,DNUT,DRAY,EVCM,FICV,FXLV,GGGV,GLTA,GWII,HEPS,IINN,IMGO,JATT,MCG,MITQ,NYXH,PECO,RGC,RICO,RNAZ,RPID,SERA,SGHT,SNTG,TCRX,TWCB,UNCY,UPTD,VRAR,WAVE
1/4/2019,,,,,,,47792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2019,,,,,,,24518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2019,,,47920,182640,,,21244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2019,,211436,94071,199038,,,80319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2019,,273092,222296,237134,,,614124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2019,,22900,32439,201691,,,255251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
